Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010025154.1,3.38,3,-14.6,7.64,32,
XP_010068328.1,3.33,3,-14.6,5.4,27.6,
XP_010025489.1,3.46,3,-14.6,5.58,56.3,
XP_010025126.1,3.47,4,-14.5,10.28,14.9,
XP_010053061.1,3.35,3,-14.4,8.92,57.2,
XP_010057836.1,3.35,2,-14.4,5.31,29,
XP_010025570.1,3.3,2,-14.4,6.33,58.9,
XP_010063163.1,3.34,3,-14.4,10,36.7,
XP_010041628.2,3.33,3,-14.2,4.42,22.5,
XP_010029198.1,3.85,10,-14.2,7.67,33.5,
XP_010031998.1,3.23,2,-14.1,7.63,30.5,
XP_010028435.1,3.44,4,-14.1,10.34,16.4,
XP_010045666.1,3.37,3,-14.1,5.3,54.7,
XP_010049279.1:reversed,3.6,3,-14,5.87,57.9,
XP_010063103.1,3.47,3,-14,5.57,57.3,
XP_010046707.1,3.48,3,-14,5.37,29.6,
XP_010061295.1,3.31,2,-14,8.14,41,
XP_010037338.1,3.31,3,-14,8.74,35.6,
XP_010033326.1,3.08,2,-14,5.5,249,
XP_010052299.1,3.32,2,-13.9,9.58,14.3,
XP_010025196.1,3.47,3,-13.9,5.48,97.9,
KCW82153.1,3.45,2,-13.9,7.15,33.8,
XP_010044133.1,3.82,6,-13.8,8.8,43,
XP_010046969.1,3.79,7,-13.8,8.5,41.3,
XP_010060685.2,3.46,4,-13.8,8.05,47.2,
XP_010045897.1,3.3,2,-13.7,4.62,13.7,
XP_010062711.1,2.89,2,-13.5,9.49,14.3,
XP_010062388.1,2.74,2,-13.5,5.41,31.2,
XP_010043171.1,3.1,2,-13.5,9.21,11.7,
XP_018721419.1,3.47,3,-13.5,9.61,32.2,
XP_010049098.1,3.17,2,-13.5,4.76,38.1,
XP_018720975.1,3.46,3,-13.5,6.54,58.2,
XP_010035150.1,3.17,2,-13.4,11.32,12.4,
XP_010036706.1,3.59,4,-13.3,9.38,24,
XP_010044585.1,3.21,2,-13.3,6.1,49,
XP_018727932.1,2.9,1,-13.3,7.54,42.3,
XP_010059958.1,3.7,5,-13.3,5.8,27.3,
XP_010066382.2,3.45,3,-13.2,7.59,27.5,
XP_010027708.1,3.31,2,-13.1,6.36,51.8,
XP_010045037.1,2.91,2,-13,9.01,12.6,
XP_010047430.1,3.24,2,-13,7.97,57.1,
XP_010024288.1,3.37,2,-13,5.38,34.2,
XP_010029093.1,3.42,3,-13,6,43.1,
XP_010066652.1,3.4,3,-12.9,6.07,67.8,
XP_010030127.1,3.77,5,-12.9,4.4,15.5,
XP_018732255.1,3.16,2,-12.9,5.31,27.2,
XP_010033801.1,3.21,2,-12.8,10.54,16.7,
XP_018732128.1,3.31,2,-12.7,5.83,80.9,
XP_010063852.1,3.09,1,-12.7,5.56,19.8,
XP_010047689.1,3.55,4,-12.6,6.79,64,
XP_010063836.1,3.6,4,-12.5,5.28,38.4,
XP_018720305.1,3.34,2,-12.5,9.28,49.9,
XP_010027752.1,3.11,2,-12.5,5.55,44.3,
XP_010029394.1,3.17,2,-12.5,4.86,45.9,
XP_010035489.1,3.12,2,-12.5,6.23,50.3,
XP_010027530.1,3.66,4,-12.4,4.76,72,
XP_010024971.2,3.26,3,-12.4,7.81,35.5,
XP_010049847.1,3.21,2,-12.2,8.22,51,
XP_010069828.1,3.25,2,-12.1,5.83,130.9,
XP_010062928.1,3.41,2,-12,6.09,21.9,
XP_010070187.1,3.47,3,-12,4.54,36.6,
XP_018719923.1,2.78,1,-12,7.3,66.9,
XP_010047425.1,3.46,4,-11.9,8.83,64,
XP_010033700.1,3.21,2,-11.9,8.75,26.5,
XP_010037863.1,3.54,4,-11.8,10.58,15.8,
XP_010062551.1,3.39,3,-11.8,5.72,54.6,
XP_010033142.1,3.29,3,-11.8,8.35,26.8,
XP_018730250.1,3.4,2,-11.7,4.44,15.8,
XP_010063537.1,3.32,3,-11.7,5.5,43.5,
XP_010069607.1,3.38,3,-11.7,10.68,15.6,
XP_010070155.1,3.24,2,-11.6,6.16,33.5,
XP_010052242.1,3.39,2,-11.5,9.17,39.6,
XP_010048231.2,3.4,3,-11.4,8.52,58.3,
XP_010033772.1,3.44,2,-11.4,4.38,44.3,
XP_010052710.1,3.57,4,-11.4,5.68,25.9,
XP_010038001.1,3.63,5,-11.3,9.65,13.7,
XP_010038022.1,3.66,5,-11.3,10.67,30,
XP_010044849.1,3.56,3,-11.2,7.63,68.9,
XP_010025569.1,3.56,3,-11.2,8.78,60,
XP_018719817.1,3.01,1,-11.2,4.65,18.5,
XP_010032908.1,3.19,3,-11.1,11.06,27.8,
XP_010059891.1,3.27,2,-11.1,6.01,57,
XP_018717222.1,3.21,2,-11,7.13,66.8,
XP_010063309.1,3.42,3,-11,10.15,27.9,
XP_010035827.1,3.12,2,-11,5.98,25.7,
XP_010035498.1,3.19,2,-11,5.36,47,
XP_010061414.1,3.33,2,-10.9,6.56,38.9,
XP_010028347.1,3.24,2,-10.9,5.27,54.7,
XP_010063844.1,3.5,2,-10.8,10.19,44.5,
XP_018718587.1,3.54,4,-10.8,7.13,41.9,
XP_010041726.1,3.14,2,-10.7,8.71,35.5,
XP_010063208.1,3.52,5,-10.7,10.18,17,
XP_010045864.1,3.25,2,-10.7,5.2,89.2,
XP_010028491.1,3.33,2,-10.7,5.77,34.2,
XP_010027489.1,2.81,1,-10.6,5.71,67,
XP_010044209.1,3.22,2,-10.6,10.82,20.3,
XP_010031640.1,3.14,2,-10.6,9.61,12.3,
XP_010062771.1,3.34,4,-10.6,6.5,75.6,
XP_010062823.1,3.18,2,-10.6,9.23,65.2,
XP_010053843.2,3.41,4,-10.5,10.67,25,
XP_010033713.2,3.14,2,-10.5,9.25,32.1,
XP_010066040.1,3.63,3,-10.5,5.42,35,
XP_010061240.1,3.2,2,-10.5,6.79,67.4,
XP_018715636.1,3.23,2,-10.4,4.85,41.3,
XP_018719699.1,3.28,2,-10.4,6.06,112.5,
XP_010033826.1,2.98,1,-10.4,9.07,29,
XP_010045430.1,3.26,2,-10.3,5.43,46.3,
XP_010031094.1,3.32,4,-10.3,10.94,14.9,
XP_010052537.1,3.14,3,-10.3,9.39,42.6,
XP_010037399.1,3.3,3,-10.3,8.84,27.3,
XP_010057371.1,3.37,3,-10.3,4.46,39.7,
KCW53482.1,3.2,2,-10.3,9.42,7.9,
XP_010028313.1,3.16,2,-10.3,6.31,29.2,
XP_010037221.1,3.24,2,-10.2,10.39,16.1,
XP_010035969.1,3.33,2,-10.2,5.18,89.5,
XP_018733071.1,3.29,3,-10.2,5.33,53.4,
XP_010047838.1,2.94,1,-10.1,9.52,23.3,
XP_010039555.1,3.38,2,-10,4.34,49.1,
XP_010036023.1,3.3,2,-10,8.54,39.2,
XP_010035538.1,3.35,3,-10,10.15,16,
XP_010036195.1,3.6,4,-10,7.66,27.2,
XP_018731355.1,3.14,2,-9.9,6,110,
XP_010024748.1,3.35,2,-9.9,5.82,17.7,
XP_010046355.2,3.17,2,-9.9,5.17,19.2,
XP_010045029.2,3.04,2,-9.9,7.08,68.8,
XP_010058101.1,3.2,2,-9.8,9.27,33.9,
XP_010023856.1,3.27,2,-9.8,10.59,14.3,
XP_018727790.1,3.33,2,-9.8,5.01,41.1,
XP_010056030.1,3.28,2,-9.7,7.59,47.4,
XP_010067198.1,3.42,3,-9.7,5.59,34.5,
XP_010052295.1,3.22,2,-9.7,9.83,32.9,
XP_018733076.1,3.15,2,-9.7,5.35,53.2,
XP_018730418.1,3.15,2,-9.6,9,27,
XP_010042470.1,3.32,2,-9.6,8.95,20.1,
XP_018721513.1,3.46,2,-9.6,7.17,49.6,
XP_010036281.1,3.07,3,-9.5,4.57,35.8,
XP_010067828.1,3.7,5,-9.5,6.63,35.5,
XP_010048951.1,3.19,2,-9.4,9.6,25.3,
XP_010060009.1,3.35,2,-9.4,4.83,28.7,
XP_018722734.1,3.4,2,-9.4,6.89,18.8,
XP_010044046.1,3.36,2,-9.4,5.25,44.6,
XP_010032196.1,3.37,2,-9.4,9.07,30.4,
XP_018717007.1,3.45,2,-9.3,4.36,55.9,
XP_010060690.1,3.19,2,-9.3,5.58,110.1,
XP_010035302.1,3.06,2,-9.3,4.98,28.3,
XP_010043320.1,3.17,2,-9.2,9.58,40.7,
XP_010059895.1,3.1,2,-9.2,5.63,51.8,
XP_010063269.1,3.51,2,-9.2,5.57,78.2,
XP_018732456.1,3.32,2,-9.2,8.48,48.1,
XP_010052397.1,3.3,2,-9.2,5.69,32.4,
XP_010062810.1,2.86,1,-9.1,6.73,17.2,
XP_010038601.1,3.5,2,-9.1,6.19,74.4,
XP_010025519.1,3.14,2,-9.1,9.03,27.6,
XP_018724646.1,3.35,2,-9.1,6.46,40,
XP_010047919.1,3.37,3,-9.1,5.22,103.1,
XP_010062990.1,2.81,1,-9.1,5.38,19.7,
XP_010024705.1,3.03,2,-9,4.53,19,
XP_010029666.1,2.95,2,-9,7.73,27.2,
XP_010046973.1,3.39,3,-9,4.75,54.2,
XP_010066421.1,3.28,2,-9,9.32,40.1,
XP_010037184.1,3.12,2,-9,8.87,30.3,
XP_018716770.1,3.26,2,-9,6.03,111.1,
XP_010062247.1,3.08,2,-8.9,5.62,41.3,
XP_010063062.1,3.53,3,-8.9,9.04,26,
XP_010066629.1,3.34,2,-8.9,6.77,39.6,
XP_010044072.1,3.36,2,-8.9,6.61,25.3,
XP_010061927.1,3.37,2,-8.9,5.47,14.3,
XP_010062377.1,3.1,2,-8.9,9.29,43,
XP_010061751.1,3.15,2,-8.9,9.47,13.8,
XP_010070215.1,3.49,3,-8.8,7.16,43.6,
XP_010048107.1,3.32,2,-8.8,7.2,44.6,
XP_010056530.1,3.54,2,-8.8,5.45,18.7,
XP_010054473.1,3.37,3,-8.7,4.97,51.8,
XP_010048926.1,3.16,2,-8.7,10.48,17.8,
XP_018727385.1,3.07,3,-8.7,11.29,15.3,
XP_010067366.1,3.26,2,-8.6,9.02,26.8,
XP_010032814.1,2.98,1,-8.6,5.49,32,
XP_018732074.1,3.12,2,-8.6,6.91,24.8,
KCW50978.1,3.34,2,-8.6,9.14,22.7,
XP_010048643.1,3.44,2,-8.6,5.18,78.7,
XP_018725858.1,3.17,2,-8.5,9.21,89,
XP_010044444.1,3.39,2,-8.5,6.38,19.1,
XP_010028919.1,3.49,3,-8.5,9.1,9.6,
XP_010055689.2,3.25,2,-8.4,9.6,24.4,
XP_010049097.1,3.41,3,-8.4,4.68,37.8,
XP_010056203.1,3.43,2,-8.4,9.15,57.9,
XP_010067275.1,2.93,1,-8.4,5.2,19.7,
XP_010024828.1,3.17,2,-8.4,5.64,45.4,
XP_010027150.1,3.26,2,-8.4,9.27,54.2,
XP_010036841.1,3.01,1,-8.4,6.57,108,
XP_010044470.1,3.18,2,-8.3,6.24,47.2,
XP_010036452.1,3.52,3,-8.3,5.39,113,
XP_010041169.1,3.57,4,-8.3,10.24,10.3,
XP_010055406.1,3.15,2,-8.3,5.46,33.8,
XP_010032559.1,3.5,2,-8.2,6.75,36.1,
XP_010060252.1,3.03,1,-8.2,10.44,25,
XP_010055329.1,3.15,2,-8.2,8.66,43,
XP_010039627.1,3.39,2,-8.2,5.88,35.9,
XP_010030887.1:reversed,3.21,2,-8.2,7.52,75.9,
KCW72206.1,3.2,2,-8.1,9.43,17.7,
XP_010067002.1,3.15,2,-8.1,6.44,53.5,
XP_018732049.1,3.11,2,-8.1,9.3,9.6,
XP_018732157.1,3.2,2,-8.1,4.89,24.6,
XP_010024750.1,3.32,4,-8.1,5.59,17.9,
XP_010030627.1,3.52,3,-8.1,5.98,22.1,
XP_010070431.1,3.42,3,-8.1,5.8,38.7,
XP_010031256.1,3.51,2,-8,6.07,34.9,
XP_010030095.1,3.28,2,-8,9.56,28.2,
XP_010038272.1,3.51,2,-8,5.47,39,
XP_010055593.1,3.18,2,-8,6.77,62.5,
XP_010062123.1,3.16,1,-8,6.1,37.2,
XP_010029824.1,3.24,2,-7.9,8.81,68.3,
XP_010062317.1,3.34,2,-7.9,6.48,46.7,
XP_010053041.1,3.11,2,-7.9,9.77,24.1,
XP_010032555.1,3.21,2,-7.9,4.71,37.4,
XP_010031278.1,3.3,2,-7.9,6,56,
XP_010060040.1,3.54,3,-7.9,10.71,28.2,
XP_010034072.1,3.2,2,-7.9,7.52,46.2,
XP_018719732.1,3.31,3,-7.9,4.92,82.3,
ADO23579.1,3.6,3,-7.8,6.84,20.8,no description available
XP_010035237.1,2.73,1,-7.8,4.99,33.3,
XP_010069218.1,3.47,2,-7.8,7.61,38.2,
XP_010053946.1,2.94,1,-7.8,9.64,29.8,
XP_010045311.1,3.07,2,-7.7,5.96,34.7,
XP_018731869.1,2.96,1,-7.7,5.09,97.5,
XP_010063760.1,3.24,2,-7.7,5.5,25.7,
XP_010043679.1,3.12,2,-7.6,5.29,27.3,
XP_010030052.1,3.01,2,-7.6,9.59,24.5,
XP_018718153.1,3.15,2,-7.6,4.98,91.5,
XP_010069077.1,3.4,2,-7.6,7.61,36.6,
XP_010054978.1,3.2,2,-7.6,5.43,27,
XP_010063653.1,3.37,3,-7.6,9.97,28.4,
XP_010057417.1,3.48,2,-7.6,5.93,81.4,
XP_010024230.1,3.4,2,-7.6,9.88,29.8,
XP_010036769.1,3.28,2,-7.6,9.25,51.5,
XP_010062104.1,3.31,2,-7.6,10.19,44.5,
XP_018717611.1,3.63,4,-7.6,9.48,32,
XP_010051482.1,3.19,2,-7.6,6.98,24.1,
XP_010041498.1,2.48,1,-7.5,5.39,25.6,
XP_010028424.1,3.24,2,-7.5,7.56,71.1,
XP_010037573.1,3.1,3,-7.5,7.17,58.9,
XP_018720584.1,3.61,3,-7.5,6.06,24.2,
XP_018729774.1,3.22,2,-7.4,9.16,27.3,
XP_010058812.1,2.78,1,-7.4,5.8,47.4,
KCW85363.1:reversed,3.36,2,-7.4,9.04,78.3,
XP_010047424.1,3.34,2,-7.4,5.95,62.3,
XP_010065270.1,3.66,4,-7.3,6.31,34.9,
XP_010028896.1,3.34,2,-7.3,5.37,48.8,
XP_010069615.1,3.3,2,-7.3,6.72,16.2,
XP_010062312.1,3.32,2,-7.2,4.89,25.3,
XP_010023835.1,3.24,2,-7.2,7.02,55.4,
XP_010037499.1,2.85,1,-7.2,5.12,32.7,
XP_010062381.1,3.19,2,-7.2,9.55,15.8,
XP_010044267.1,2.41,1,-7.2,4.76,42,
XP_010045506.1,3.27,2,-7.2,8.75,28.2,
XP_018733199.1,2.82,1,-7.2,9.13,17,
XP_018719899.1,3.29,2,-7.1,6.03,78.7,
XP_018720848.1,3.24,2,-7.1,4.11,16.8,
XP_010052577.1,3.01,1,-7.1,9.37,53.3,
XP_010027647.1,3.08,2,-7.1,7.07,44.6,
XP_010057233.1,3.24,2,-7.1,10.26,29.8,
ADO23591.1,2.96,2,-7.1,6.67,83.1,no description available
XP_010055409.1,2.99,2,-7,8.27,33.6,
XP_010030103.1:reversed,3.39,2,-7,7.71,42,
XP_010028248.1,3,1,-6.9,6.93,72.9,
XP_010023462.1,3.06,1,-6.9,6.16,25.9,
XP_010026185.2,3.29,2,-6.9,9.11,66.9,
XP_018731179.1,3.26,2,-6.8,5.35,82.7,
XP_010024143.1,3.52,2,-6.8,6.19,18.3,
XP_010064029.1:reversed,3.24,2,-6.7,6.21,80.3,
XP_010044957.1,3,2,-6.7,8.23,67.4,
XP_010063109.1,3.14,2,-6.7,9.04,60.7,
XP_010043576.1,3.35,2,-6.7,7.73,38.7,
XP_010053426.1,3.08,1,-6.7,5.85,65.1,
XP_010052795.1,2.86,1,-6.7,5.61,18,
XP_010033957.1,3.03,1,-6.7,4.9,45.8,
XP_010025333.1,3.41,2,-6.6,6.25,29.4,
XP_010045109.1,3.36,2,-6.6,6.33,27.3,
XP_010065820.1,2.99,1,-6.6,5.1,34.8,
XP_010044940.1,3.22,2,-6.6,4.89,49.5,
XP_010046052.1,2.94,1,-6.6,4.89,26.5,
XP_010033466.1,3.07,1,-6.6,5.68,53.9,
XP_010051591.1,2.97,1,-6.5,5.14,26.8,
XP_010051015.1:reversed,3.34,2,-6.5,9.03,14.5,
XP_010060582.1,3.62,3,-6.5,4.86,32.1,
XP_010051969.1:reversed,3.18,2,-6.5,8.7,65.7,
XP_010030181.1,3.06,2,-6.4,8.87,29.7,
XP_010033612.1,2.97,1,-6.4,9.47,47,
XP_010069676.1,3.05,2,-6.3,5.91,49.6,
XP_010069114.1,3.5,3,-6.3,5.74,45.2,
XP_010024792.1:reversed,3.42,2,-6.3,6.38,65.6,
XP_010046968.1,3.27,2,-6.3,5.93,69.5,
XP_010031093.1,3.12,1,-6.3,6.71,26.5,
XP_010035192.1,2.99,1,-6.3,8.71,32.3,
XP_010055414.1,3.3,2,-6.3,9.5,32.9,
XP_010037934.1,3.07,2,-6.3,10.46,15.7,
XP_010038191.1,3.12,1,-6.2,8.31,31.8,
XP_010043500.1,3.08,2,-6.2,8.88,88.2,
XP_010060271.1,2.95,1,-6.2,9.01,26,
XP_010030043.1,2.58,1,-6.1,5.49,25.9,
XP_018724546.1,2.85,1,-6.1,5.55,63.4,
XP_010033636.1,2.96,2,-6,6.14,47.7,
XP_018733245.1,3.08,1,-6,9.16,21.3,
XP_010056605.1,2.56,1,-6,6.24,40,
XP_010030714.1,3.2,4,-6,5.46,44.9,
XP_010023959.1,2.64,1,-6,8.81,58.6,
XP_010032019.1,3.32,1,-6,11.51,10.9,
XP_010031331.1,3.27,1,-5.9,6.56,35.6,
XP_018719941.1,3.04,1,-5.9,5.57,61.9,
XP_010060483.1,2.76,1,-5.9,6.19,29.3,
XP_018720953.1,3.36,1,-5.9,6.53,48,
XP_010044906.1,2.88,1,-5.9,10.33,18.7,
XP_018729696.1,2.64,1,-5.8,5.09,91.5,
XP_010042034.1,2.86,1,-5.8,8.52,17.9,
XP_010033286.1,3.3,2,-5.8,6.64,19.8,
XP_010064234.1,2.96,1,-5.8,8.23,52.2,
XP_010043443.1,2.97,1,-5.8,5.54,16.6,
XP_010031373.1,2.76,1,-5.8,6.39,34.5,
XP_010061892.1,2.85,1,-5.7,9.84,22.2,
XP_010032735.1,3.14,1,-5.7,9.18,48.9,
XP_010033712.1,2.78,1,-5.7,8.91,29,
XP_010037333.1,2.62,1,-5.7,9.41,46.2,
XP_010052234.1,2.86,1,-5.7,5.45,28.2,
ADO23644.1,2.68,1,-5.6,11.28,17.4,no description available
XP_010053268.1,3.06,1,-5.6,9.81,35.2,
XP_010041573.2,2.59,1,-5.6,5.89,51.3,
XP_018721993.1,3.21,1,-5.5,5.99,97.9,
XP_010036156.1,2.78,1,-5.5,4.8,49.2,
XP_010036162.1,2.96,1,-5.5,5.04,80.9,
XP_018727805.1,2.85,1,-5.4,7.36,26.2,
XP_010048478.1,2.67,1,-5.4,9.57,51.2,
XP_010041734.2,2.85,1,-5.4,10,10.3,
XP_010033373.1,2.76,1,-5.4,8.03,30.9,
XP_010069100.1,2.87,1,-5.4,4.93,30.9,
XP_010049304.1,3.33,2,-5.3,8.62,58.1,
XP_010031575.1,2.92,2,-5.3,5.58,46.1,
XP_018727894.1,3.5,2,-5.3,5.59,32.1,
KCW57488.1,2.63,1,-5.3,6.45,28.5,no description available
XP_010028796.1,3.08,1,-5.3,9.01,26.7,
XP_010031688.1,2.73,1,-5.2,5.87,11.2,
XP_010052867.1,2.97,2,-5.2,9.59,61.3,
ADO23625.1,3.57,3,-5.2,11.69,15.3,no description available
XP_010055509.1,2.75,1,-5.2,6.76,37.8,
XP_010069867.1,3,1,-5.2,8.39,83.2,
XP_010055111.1,3.4,3,-5.1,8.37,40.6,
XP_010056246.1,3.1,1,-5.1,4.83,40.7,
XP_010027491.1,2.67,1,-5.1,5.64,35.8,
XP_010035249.1,2.97,1,-5.1,8,64.1,
XP_010035872.1,2.82,1,-5.1,9.36,34.1,
XP_010024463.1,2.52,1,-5.1,6.18,21.8,
XP_018727463.1,2.91,1,-5,6.21,23.3,
XP_010023860.1,3.25,2,-5,6.45,22.6,
XP_010062375.1,3.13,2,-5,6.77,41.4,
XP_018723048.1,3.12,1,-5,5.28,22.9,
XP_010027844.1,3.02,2,-5,5.43,20.4,
XP_018721311.1,2.94,1,-4.9,5.86,12.2,
XP_010055185.1,3.32,2,-4.9,6,28.2,
XP_010057883.1,2.9,1,-4.9,6.3,61.5,
XP_010038204.1,2.49,1,-4.8,4.6,23,
XP_010035844.1,2.97,1,-4.8,7.2,40.6,
XP_010069958.1,3.02,1,-4.8,5.77,23.8,
XP_010028264.1,2.81,1,-4.8,6.03,44.7,
XP_010062489.2,3.03,2,-4.7,10.72,17.8,
XP_010029898.1,2.26,1,-4.7,6.28,44.4,
XP_010034250.1,3.13,2,-4.7,6.53,86.1,
XP_010060967.1,3.04,1,-4.7,9.47,22.1,
XP_018717463.1,2.83,1,-4.7,4.79,45.6,
XP_010037756.1,2.88,1,-4.7,8.99,62.7,
XP_010067463.1,3.21,1,-4.7,6.91,36.3,
XP_010055735.1,2.94,1,-4.7,4.46,29.4,
XP_010061708.1,3.04,2,-4.6,4.34,19.9,
XP_010032130.1,2.61,1,-4.6,6.43,47.8,
XP_010053425.1,2.77,1,-4.6,5.43,85.5,
XP_010036003.1,2.97,1,-4.6,6.8,37,
ADO23594.1,2.78,1,-4.6,6.58,18.6,
XP_010032240.1,2.83,1,-4.6,5.47,68.7,
XP_018716936.1,3.13,1,-4.6,9.05,113.8,
XP_010061362.1,3.08,1,-4.5,5.86,44.7,
XP_010036149.1,3.03,1,-4.5,9.01,43.1,
XP_010065496.1,2.98,1,-4.5,10.72,18.6,
XP_010028954.1,2.82,1,-4.5,9.62,21.4,
ADO23626.1,2.91,2,-4.5,9.97,24.9,
XP_010063978.1,3.26,2,-4.5,5.26,55.6,
XP_010044581.1,3.03,1,-4.5,5.66,57.6,
XP_010043384.1,3.19,2,-4.5,5.38,12.3,
XP_010024115.1,3.2,2,-4.5,5.21,58.7,
KCW53725.1,2.84,1,-4.4,9.82,7.3,no description available
XP_018715111.1,3.07,1,-4.4,4.96,69.7,
XP_018720769.1,2.97,1,-4.4,8.53,29.1,
XP_010053543.1,2.95,1,-4.4,6.24,34.5,
XP_010036833.1,3.15,1,-4.4,4.81,47.5,
XP_010046984.1,3.28,2,-4.3,4.36,9.9,
XP_010033347.1,3.7,4,-4.3,7.66,29.8,
XP_010052685.1,3.34,2,-4.2,10.84,29.9,
XP_010037819.1,2.73,1,-4.2,10.06,13.8,
XP_010069222.1,2.92,1,-4.2,5.68,53.1,
XP_010031534.1,2.73,1,-4.2,5.89,61.5,
XP_010051514.1,2.9,1,-4.2,8.4,34.8,
XP_010061812.1,3.23,2,-4.2,6.63,32.8,
XP_010035349.1,2.78,1,-4.2,9.63,13.3,
XP_010033494.1,2.75,1,-4.2,6.64,28.4,
XP_010047469.1,2.99,1,-4.2,9.03,80.6,
XP_010056643.2,2.81,1,-4.2,5.52,45.3,
XP_010042671.1,3.03,1,-4.2,5.86,15.6,
XP_010033379.1,2.8,1,-4.1,9.16,49.6,
XP_018732307.1,2.76,1,-4.1,5.17,51.7,
XP_010047520.1,3.11,1,-4.1,6.46,57.1,
XP_018729627.1,3.03,2,-4,9.49,30.4,
XP_010024271.1,2.61,1,-4,5.55,15.9,
XP_010067752.1,3.16,1,-4,6.79,37.8,
XP_010023871.1,2.91,1,-4,6.1,18.7,
XP_010042228.1,3.11,2,-3.9,5.74,23.1,
XP_010047461.1,2.81,1,-3.9,8.74,36.5,
XP_010064666.1,2.84,1,-3.9,5.95,18.1,
XP_010032073.1,2.9,1,-3.9,8.61,45.5,
ADO23638.1,2.77,1,-3.9,6.67,9,no description available
XP_018718744.1:reversed,2.89,1,-3.9,9.83,17.4,
XP_010029522.1,2.94,1,-3.8,5.29,104.7,
XP_010061259.1,3.01,1,-3.8,5.79,49.4,
XP_018718624.1,3.28,1,-3.8,5.07,69.9,
XP_018715378.1,3.05,1,-3.8,6.03,45.4,
XP_010043291.1,2.77,1,-3.8,9.4,11.8,
XP_010045111.1,2.97,1,-3.8,6.6,51.3,
XP_010048490.1,3.17,2,-3.8,5.05,25.3,
XP_018725076.1,2.94,1,-3.8,6.26,71.2,
XP_010055439.1,3.25,2,-3.8,8.95,46.9,
XP_010062451.1,3.36,2,-3.7,4.95,103.3,
XP_010025366.1,2.68,1,-3.7,9.87,26.6,
XP_010033445.1,3,1,-3.7,6.11,37,
XP_010051970.1,2.72,1,-3.7,6.06,22.5,
XP_010066186.1,3.08,1,-3.7,5.42,72,
XP_010055988.1,2.92,1,-3.7,5.72,79.3,
XP_010069657.1,3.03,1,-3.6,4.8,14.8,
XP_010065540.1,2.94,1,-3.6,9.07,22.9,
XP_018717533.1,2.83,1,-3.6,5.26,59,
XP_010067867.1,2.79,1,-3.6,5.98,62.3,
XP_010052016.1,3.02,1,-3.6,9.12,81.6,
XP_010055809.1,2.86,1,-3.6,8.69,21.1,
XP_010069259.2,2.79,1,-3.6,4.61,30.7,
XP_018731631.1,3.29,2,-3.6,5.21,25,
XP_018716953.1,3.06,1,-3.6,4.71,32.1,
XP_010044600.1,2.57,1,-3.6,5.49,46.7,
XP_010049955.1,2.9,1,-3.6,8.7,47.8,
XP_010065601.1,3.23,2,-3.6,6.39,26.1,
XP_010040376.1,2.47,1,-3.5,9.86,19.2,
ADO23623.1,2.96,1,-3.5,11.08,15.5,no description available
XP_010024279.1,2.92,1,-3.5,5.56,15.9,
XP_010035897.1,2.93,1,-3.5,7.58,76.1,
XP_010025094.1,3.42,2,-3.5,9.04,63.4,
XP_010061211.1,2.81,1,-3.5,8.09,68.7,
XP_010060632.1,2.95,1,-3.5,9.44,29.2,
XP_010043254.1,2.9,1,-3.5,6.11,42.6,
XP_018717443.1,2.85,1,-3.5,6.51,37.9,
ADO23633.1,2.72,1,-3.5,10.64,13.6,
XP_010036312.2,3,1,-3.5,5.97,37.2,
XP_010044222.1,2.85,1,-3.5,9.15,15,
ADO23619.1,2.77,1,-3.4,6.56,17.3,
XP_018724704.1,3.15,1,-3.4,10.45,25.3,
XP_018727582.1,2.95,1,-3.4,8.98,43.9,
XP_018725292.1,3.05,1,-3.4,8.08,52.8,
XP_010040844.1,2.97,1,-3.4,5.27,53,
XP_010037256.1,3.03,1,-3.4,6.25,41.9,
XP_018726692.1,3.19,2,-3.4,6.64,38.9,
XP_010065899.1,2.88,1,-3.4,5.27,71,
XP_010050485.1,3.28,1,-3.4,5.1,39.8,
XP_010055889.1,3.1,1,-3.4,4.83,30.5,
XP_010031780.1,2.87,1,-3.3,9.25,8.6,
XP_010038444.1,3.55,3,-3.3,6.03,51,
XP_010029512.1,2.46,1,-3.3,8.87,63.8,
XP_010051786.1,3.25,2,-3.3,8.84,44.1,
XP_010067519.1,3,1,-3.3,5.77,68.2,
XP_010037186.1,3.32,2,-3.3,5.59,17.3,
XP_010031454.1,3.05,1,-3.3,4.54,100.9,
XP_018720459.1,2.72,1,-3.3,9.18,26.8,
XP_010059036.1,3.05,1,-3.3,4.96,15,
XP_010051583.1,2.9,1,-3.3,8.44,68,
XP_010037164.1,3.28,2,-3.3,10.32,23,
XP_010046893.1,2.7,1,-3.3,5.87,35.5,
XP_010055554.1,3.07,1,-3.2,9.5,31,
XP_010047755.1,3.01,1,-3.2,8.62,16.6,
XP_010024486.1,2.7,1,-3.2,6.12,12.1,
KCW62696.1,2.39,1,-3.2,6.97,28.6,
XP_018718529.1,2.91,1,-3.2,6.55,90.5,
XP_010036671.1,2.83,1,-3.2,5.55,15,
XP_010028810.1,2.73,1,-3.2,8.45,28.2,
XP_010061038.1,2.69,1,-3.2,8.92,53.8,
XP_010049531.1,3.03,1,-3.2,6.07,31.3,
XP_010027823.1,3.03,2,-3.2,8.74,51.8,
