Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010048991.1,3.38,2,-9.7,7.61,35.5,
XP_010065863.1,3.33,2,-9.7,5.04,52.6,
XP_010027859.1,3.26,3,-9.7,10.79,20.8,
XP_010025670.1,2.68,1,-9.7,10.52,11.6,
XP_010052295.1,3.4,2,-9.7,9.83,32.9,
XP_010035192.1,3.02,2,-9.7,8.71,32.3,
XP_010069263.2,3.23,2,-9.7,4.51,54.4,
XP_010047425.1,3.19,2,-9.6,8.83,64,
XP_010028936.1,3.25,2,-9.6,5.81,114.4,
XP_010063949.1,3.26,2,-9.6,4.76,56.1,
XP_010030201.1,3.51,3,-9.6,6.32,47.5,
XP_010069614.1,3.14,2,-9.6,10.39,25,
XP_010025286.1,2.55,1,-9.6,9.68,27.2,
XP_010060757.1,3.06,2,-9.5,9.87,26.6,
XP_010024782.1,3.35,3,-9.5,6.52,21.9,
XP_010025451.1,3.13,2,-9.5,6.38,23.2,
XP_010060663.1,3.2,2,-9.5,8.52,36.2,
XP_010062212.1,3.1,2,-9.4,4.55,72.3,
XP_010035489.1,3.41,3,-9.4,6.23,50.3,
XP_010064086.1,3.29,2,-9.4,8.87,45,
XP_010069812.1,2.94,2,-9.4,4.81,93.7,
XP_018731264.1,3.04,2,-9.3,9.52,27.1,
XP_010023651.1,3.18,2,-9.3,7.98,51.8,
XP_010026673.1,3.17,2,-9.3,6.97,26.5,
XP_010069114.1,3.51,3,-9.3,5.74,45.2,
XP_010052795.1,3.59,3,-9.2,5.61,18,
XP_010052242.1,3.21,2,-9.1,9.17,39.6,
XP_010027452.1,3.32,2,-9.1,9.69,30.1,
XP_018727338.1,3.37,3,-9.1,10.9,13.2,
XP_010043384.1,3.25,2,-9.1,5.38,12.3,
XP_018717611.1,3.22,2,-9,9.48,32,
XP_010045371.1,3.05,2,-9,9.85,27.7,
XP_010048490.1,3.34,2,-9,5.05,25.3,
XP_010051514.1,2.78,1,-9,8.4,34.8,
XP_010044444.1,3.79,5,-8.9,6.38,19.1,
XP_010067124.1,3.15,2,-8.9,6.2,16.6,
XP_010031331.1,3.44,2,-8.9,6.56,35.6,
XP_010045528.1,3.09,1,-8.9,5.54,46.5,
XP_010033583.1,2.92,2,-8.9,7.75,17,
XP_010053041.1,3,2,-8.9,9.77,24.1,
XP_010063633.1,3.42,2,-8.9,8.55,67.4,
XP_010036587.1,3.34,2,-8.8,8.89,26.7,
XP_018719257.1,3.01,1,-8.8,5.94,121.6,
XP_010060252.1,3.27,2,-8.8,10.44,25,
XP_010047136.1,3.27,2,-8.8,7.7,22.5,
XP_010049597.1,3.44,3,-8.7,5.81,54.5,
KCW73145.1,3.22,2,-8.7,5.24,34.3,
XP_010043679.1,3.25,2,-8.7,5.29,27.3,
XP_010028345.1,3.19,2,-8.7,4.99,52.1,
KCW67687.1,3.43,2,-8.7,5.87,106.3,
XP_010056239.1,3.28,2,-8.7,6.1,34.3,
XP_010060812.1,3.27,2,-8.6,5.58,25.4,
XP_010031094.1,3.38,5,-8.6,10.94,14.9,
ADO23638.1,3.16,2,-8.6,6.67,9,no description available
XP_010042817.1,3.07,2,-8.6,8.49,17.6,
XP_018715483.1,3.16,2,-8.6,8.98,37.3,
KCW88845.1:reversed,3.38,2,-8.5,7.5,68.6,
XP_010044046.1,3.34,2,-8.5,5.25,44.6,
XP_010059663.2,2.82,1,-8.5,6.2,65.2,
XP_010055855.1,3.52,2,-8.5,5.41,48,
XP_018732049.1,3.32,2,-8.4,9.3,9.6,
XP_010047663.1,3.52,3,-8.4,4.63,14.1,
XP_010063599.1,3.2,2,-8.3,5.15,71.7,
XP_010062177.1,3.31,2,-8.3,9.19,20.6,
XP_010063760.1,2.96,1,-8.3,5.5,25.7,
XP_010060334.1,3.48,2,-8.2,6.84,33.1,
XP_018724705.1,3.19,2,-8.2,9.37,24.4,
XP_010044902.1,3.25,2,-8.2,4.75,61.3,
XP_010032273.1,3.22,2,-8.2,10.83,14.4,
XP_010025519.1,3.34,2,-8.2,9.03,27.6,
XP_010061994.1,3.27,3,-8.2,9.43,25.8,
XP_010023340.1,3.4,2,-8.2,9.38,28.8,
XP_010031355.1,3.36,2,-8.1,6.8,46.5,
XP_010028689.1,3.5,2,-8.1,6.95,33.5,
XP_018719539.1,3.25,2,-8.1,8.67,29.7,
XP_010055809.1,3.48,3,-8.1,8.69,21.1,
XP_010042239.1,2.47,1,-8.1,9.67,22.4,
XP_010034062.1,3.08,2,-8,5.48,30.8,
NP_001289661.1,3.18,2,-8,6.05,92.6,
KCW81281.1,3.27,2,-8,5.32,65.9,no description available
XP_010041169.1,3.03,1,-8,10.24,10.3,
XP_010042589.1,3.24,2,-8,8.94,82.2,
XP_018724823.1,3.04,2,-8,8.41,26.3,
XP_010037925.1,3.06,2,-7.9,10.48,44.9,
XP_010025115.1,2.83,1,-7.9,5.44,13.5,
XP_010055530.1,2.82,1,-7.9,7.66,65.9,
XP_010051873.1,2.89,2,-7.8,8.38,60.4,
XP_010053511.1:reversed,3.18,2,-7.8,6.18,105.3,
XP_010061298.1,3.25,2,-7.6,6.09,29.6,
XP_010043475.1,3.22,2,-7.6,6.89,18,
XP_010070343.1,3.04,1,-7.5,4.83,19.4,
XP_010040376.1,2.92,2,-7.4,9.86,19.2,
XP_010067028.1,3.24,2,-7.4,5.81,49.6,
XP_010038116.1,3.32,2,-7.4,6.06,173.5,
XP_010031491.1,3.35,2,-7.4,4.19,11.5,
KCW56875.1,3.47,4,-7.4,9.14,27.8,
XP_010056615.1,3.16,2,-7.3,10.23,24.8,
XP_010046960.1,3.26,2,-7.2,5.11,38,
XP_010033700.1,3.02,1,-7.2,8.75,26.5,
XP_010062033.1,3.16,1,-7.2,9.52,21.2,
XP_010061677.1,3.14,2,-7.2,8.72,29.6,
XP_018718016.1,3.62,2,-7.1,8.98,82.6,
XP_018717278.1,3.31,2,-7.1,7.57,65.8,
XP_010066258.1,3.54,2,-7,8.92,35.5,
KCW73802.1,3.31,2,-7,5.57,24.1,
XP_010033540.1,2.98,1,-7,11.43,27.3,
XP_018721993.1,3.82,5,-6.9,5.99,97.9,
XP_010064107.1,2.95,1,-6.9,9.22,24.2,
XP_010032358.1,3.41,3,-6.8,9.37,42.4,
XP_010037256.1,3.67,3,-6.8,6.25,41.9,
XP_010048013.1,2.99,2,-6.7,6.07,13.7,
XP_010053906.1,3.55,2,-6.7,7.06,80.7,
XP_010043237.1,2.54,1,-6.7,5.05,31.2,
XP_010049531.1,3.06,1,-6.7,6.07,31.3,
XP_010045506.1,3.36,2,-6.7,8.75,28.2,
XP_018732831.1,3,1,-6.7,10.61,42.4,
XP_018730250.1,3.11,1,-6.7,4.44,15.8,
XP_010049866.2,3.6,2,-6.6,5.86,79.3,
ADO23590.1,3.2,2,-6.6,6.58,82.4,no description available
XP_010026167.1,3.44,2,-6.6,9.45,54.6,
XP_010037499.1,2.85,1,-6.5,5.12,32.7,
XP_010037453.1,3.09,2,-6.5,9.47,26.6,
KCW51106.1,3.54,2,-6.5,4.99,19.5,
XP_010067820.1,2.57,1,-6.5,9.06,38.8,
XP_010067015.1:reversed,3.49,2,-6.4,8.64,132.1,
XP_010023455.1,3.29,2,-6.4,7.09,71.6,
XP_010069838.1,3.05,1,-6.4,6.31,35.5,
ADO23574.1,2.96,1,-6.3,5.13,38.9,no description available
XP_010045161.1,3.33,1,-6.3,5.83,43.4,
XP_010066421.1,2.84,1,-6.3,9.32,40.1,
XP_010060771.1,2.75,1,-6.3,9.46,30.5,
XP_010047472.1,2.99,1,-6.3,6.75,37.6,
XP_018730061.1:reversed,3.42,2,-6.2,5.89,110,
XP_010024830.1,3.33,2,-6.2,7.23,53.3,
XP_010035670.1,2.93,1,-6.1,9.82,10.8,
XP_010028489.1,3.13,1,-6.1,5.88,33.1,
XP_010024750.1,3.58,5,-6.1,5.59,17.9,
XP_010037338.1,2.97,1,-6.1,8.74,35.6,
XP_010063128.1,3.17,2,-6,7.3,142,
XP_010043387.1,3.01,1,-6,6.91,15.1,
XP_010035421.1,3.41,2,-5.9,6.73,20.8,
XP_010044623.1,3.03,1,-5.8,7.57,28.1,
XP_018726677.1,2.8,1,-5.8,8.92,50.6,
XP_010047581.1,2.84,1,-5.8,6.97,34.2,
XP_010056246.1,3,1,-5.7,4.83,40.7,
XP_010027979.2,2.97,1,-5.7,5.91,57.3,
XP_010046363.1,2.7,1,-5.5,9.47,24.8,
XP_010058067.1,3.14,1,-5.5,10.95,12.2,
XP_010024230.1,2.55,1,-5.5,9.88,29.8,
XP_010060271.1,3.07,1,-5.4,9.01,26,
XP_010036156.1,2.89,1,-5.4,4.8,49.2,
XP_018715347.1,2.58,1,-5.4,8.84,51.2,
XP_010053406.1,3,2,-5.4,4.79,16.5,
XP_010032645.1,3.25,1,-5.3,6.99,31.8,
ADO23626.1,2.51,1,-5.3,9.97,24.9,
XP_010058943.1,2.99,1,-5.2,4.75,16.1,
XP_010060993.1,2.9,1,-5.2,5.27,12.9,
XP_010055414.1,3.26,1,-5.2,9.5,32.9,
XP_010062095.1,3.11,1,-5.2,9.22,21.8,
XP_010023860.1,2.93,1,-5.2,6.45,22.6,
XP_010062388.1,3.14,1,-5.1,5.41,31.2,
XP_010066148.1,2.94,1,-5,6.19,38.6,
XP_018727932.1,2.77,1,-5,7.54,42.3,
XP_010042240.1,2.75,1,-5,10,31.8,
XP_010045407.1,3.18,1,-5,9.51,34.6,
XP_018716829.1,3.36,2,-5,5.73,56.8,
XP_010062232.1,2.79,1,-5,5.73,34.5,
XP_010024019.1,2.98,1,-5,5.31,52.2,
XP_010034072.1,3.02,1,-4.9,7.52,46.2,
XP_018721311.1,3.32,2,-4.9,5.86,12.2,
XP_010045109.1,3.08,1,-4.9,6.33,27.3,
XP_010034577.1,3.09,1,-4.9,5.78,32.8,
KCW87739.1,3.06,3,-4.8,9.44,11.4,
XP_010023711.1,2.8,1,-4.8,10.48,23.6,
XP_018730957.1,3,1,-4.8,6.31,21,
XP_010066197.1,3.46,2,-4.8,6.14,40.9,
XP_010032714.1,3.05,1,-4.8,11.33,29.6,
XP_010054473.1,3.29,1,-4.8,4.97,51.8,
XP_010055558.1,2.78,1,-4.8,9.23,24.9,
XP_010029146.1,3.29,2,-4.7,7.72,11.2,
XP_010065160.1,2.81,1,-4.7,5.9,66.1,
XP_010056170.1,3.23,1,-4.7,5.16,10,
XP_010055439.1,3.36,2,-4.6,8.95,46.9,
XP_010023565.1,2.97,1,-4.6,9.17,41.8,
XP_010053249.1,3,1,-4.6,6.42,34.2,
XP_018720584.1,3.57,2,-4.6,6.06,24.2,
ADO23625.1,2.95,1,-4.6,11.69,15.3,no description available
XP_010038091.1,3.11,1,-4.5,9.37,31.7,
XP_010061751.1,2.94,1,-4.5,9.47,13.8,
XP_010030181.1,2.76,1,-4.5,8.87,29.7,
XP_010034357.1,3.1,1,-4.4,9.33,36.6,
XP_010024971.2,2.82,1,-4.4,7.81,35.5,
XP_010053352.1,2.81,1,-4.4,6.23,51.1,
XP_010056645.1,2.8,1,-4.4,6.73,21.7,
XP_010026792.1,2.59,1,-4.4,8.69,42.1,
XP_010047138.1,2.88,1,-4.4,6.64,21.4,
XP_010061103.1,2.84,1,-4.4,6.5,25.9,
XP_010062711.1,3.66,4,-4.3,9.49,14.3,
XP_010030226.1,2.93,1,-4.3,8.87,99.8,
XP_018717674.1,3.24,2,-4.3,9.44,30.1,
XP_010067346.1,2.99,1,-4.3,5.25,56.7,
XP_010052576.1,3.36,2,-4.3,5.06,32.8,
XP_010036214.1,3.14,1,-4.3,7.66,38.7,
XP_010057095.1,3.25,1,-4.3,4.77,29.4,
XP_010044072.1,2.64,1,-4.2,6.61,25.3,
XP_010060532.1,2.99,1,-4.2,9.12,43.1,
XP_010044806.1,3.03,1,-4.2,7.84,11.2,
XP_010028648.1,3.45,3,-4.2,8.13,43,
XP_010035538.1,2.64,1,-4.2,10.15,16,
XP_010062276.1,3.04,1,-4.2,5.78,39.2,
XP_010067198.1,3.11,1,-4.2,5.59,34.5,
XP_010046660.1,3.42,2,-4.1,6.26,10.4,
KCW82755.1,2.93,1,-4.1,7,33.4,
XP_010061440.1,3.33,2,-4.1,6.03,24.6,
XP_018726723.1,3.09,1,-4.1,8.25,27.5,
XP_018727116.1,2.86,1,-4.1,6.69,57,
XP_010028684.1,2.98,1,-4.1,7.08,34,
XP_010040845.1,2.78,1,-4.1,11.9,15.9,
XP_010057836.1,3,1,-4,5.31,29,
XP_010033849.1,3.06,1,-4,5.54,76.6,
XP_010048107.1,2.87,1,-4,7.2,44.6,
XP_010069235.1,2.9,1,-4,9.02,34.5,
XP_010053668.1,3.1,1,-4,7.18,66.7,
XP_010044612.1,2.92,1,-4,8.09,56.6,
XP_010046994.1,2.98,1,-4,5.27,27.4,
XP_010055228.1,3.23,1,-4,9.92,25.9,
XP_010050951.1,2.84,1,-4,6.39,11.8,
XP_010057709.1,2.94,1,-3.9,5.76,26.2,
XP_010053196.1,2.88,1,-3.9,7.78,28,
XP_018732634.1,3.03,1,-3.9,5.26,27.1,
XP_010028398.1,3.07,1,-3.9,5.74,93.5,
XP_010056299.1,2.77,1,-3.8,6.89,24.6,
XP_010066596.1,2.76,1,-3.8,6.28,22.4,
XP_010036760.1,3.29,1,-3.8,5.29,29.5,
XP_010054116.1,2.88,1,-3.8,5.18,44.2,
XP_010032132.1,3.08,1,-3.8,8.63,29.6,
XP_010063163.1,2.7,1,-3.8,10,36.7,
XP_010066441.1,2.7,1,-3.7,5.01,14.8,
XP_010049985.1,3.03,1,-3.7,5.13,15.7,
XP_010031592.1,2.92,1,-3.7,6.97,16.4,
XP_018719923.1,2.8,1,-3.7,7.3,66.9,
XP_010063852.1,3.13,1,-3.7,5.56,19.8,
XP_010045009.1,2.94,1,-3.7,5.44,95.9,
XP_010043443.1,2.93,1,-3.7,5.54,16.6,
XP_010037698.1,3.01,1,-3.7,6.02,32.8,
XP_010028369.1,2.86,1,-3.6,9.12,42.6,
XP_010039812.1,2.96,1,-3.6,9.3,11,
XP_010067525.1,2.84,1,-3.6,5.85,30.3,
XP_010061836.1,2.82,1,-3.6,5.89,25.5,
XP_018724571.1,2.82,1,-3.5,6.06,16,
XP_010055495.2,3.09,1,-3.5,9.05,40.6,
XP_018725076.1,2.96,1,-3.5,6.26,71.2,
XP_010063458.1,2.69,1,-3.5,5.72,91.6,
XP_018718587.1,2.94,1,-3.5,7.13,41.9,
XP_018719819.1,2.92,1,-3.5,10.18,47.7,
XP_010063137.1,3.49,3,-3.5,7.75,16.2,
XP_010056530.1,3.09,1,-3.5,5.45,18.7,
XP_010067669.1,3.19,1,-3.4,4.38,21.9,
XP_010052307.1,2.76,1,-3.4,9.34,10.9,
XP_010037523.1,2.91,1,-3.4,10.46,16.4,
XP_010045037.1,3.12,2,-3.4,9.01,12.6,
XP_010043899.1,3.21,1,-3.4,7.69,12.4,
XP_010049442.1,2.86,1,-3.4,5.67,34.3,
XP_010060660.1,3.06,1,-3.4,6.72,76.4,
XP_010049602.1,2.7,1,-3.3,5.44,54.4,
ADO23594.1,2.87,1,-3.3,6.58,18.6,
XP_010048791.1,2.93,1,-3.3,7.02,20.8,
XP_010029445.1,3.11,1,-3.3,5.79,53.5,
XP_010044133.1,3.18,1,-3.3,8.8,43,
XP_010039803.1,2.76,1,-3.3,6.89,31.8,
XP_010032204.1,3.05,1,-3.2,5.84,26.6,
XP_010030656.1,3.18,1,-3.2,9.38,35.7,
XP_010033655.1,3.06,1,-3.2,4.69,25.9,
XP_010045193.1,2.6,1,-3.2,9.21,24.9,
XP_010045047.1,2.66,1,-3.2,8.15,44.1,
XP_010053138.1,2.71,1,-3.2,11.87,22.7,
XP_010062249.1:reversed,2.78,1,-3.2,4.61,19.5,
XP_010025347.1,2.68,1,-3.2,9.55,32.9,
XP_010042756.1:reversed,2.99,1,-3.2,10.93,17.5,
XP_010046707.1,2.76,1,-3.1,5.37,29.6,
XP_010063269.1,3.27,1,-3,5.57,78.2,
XP_018726692.1,3.26,2,-3,6.64,38.9,
XP_010035498.1,2.93,1,-3,5.36,47,
XP_010051031.1,2.91,1,-3,9.95,25.1,
XP_010062458.1,3.03,1,-3,7.02,34.4,
XP_010065496.1,2.55,2,-3,10.72,18.6,
XP_010034715.1,3.04,1,-3,9.27,62.4,
XP_010067145.1,3.15,1,-3,5.09,29.8,
XP_010028389.1,2.9,1,-3,9.5,9.6,
XP_010035643.1,2.7,1,-2.9,4.85,25.9,
XP_010056211.2,2.94,1,-2.9,5.18,17.9,
XP_018722492.1,2.5,1,-2.9,7.03,24,
XP_010063443.1,2.95,1,-2.9,5.48,24.6,
XP_010060696.1,2.97,1,-2.9,9.52,34.1,
XP_010061255.1,2.87,1,-2.9,7.81,22.1,
XP_010060040.1,3.08,1,-2.9,10.71,28.2,
XP_010058812.1,2.75,1,-2.9,5.8,47.4,
XP_018729628.1,2.87,1,-2.9,5.21,23.3,
XP_010062369.1,2.55,1,-2.9,4.75,44.6,
XP_010066608.1,3.1,1,-2.8,5.7,16.7,
XP_010053653.1,3.05,1,-2.8,10.29,24,
KCW48323.1,2.45,1,-2.8,8.06,8.2,no description available
XP_010032988.1,2.9,1,-2.8,4.97,24.7,
XP_018729538.1:reversed,3.22,2,-2.8,9.98,32.8,
XP_010025934.1,3.02,1,-2.8,4.33,21.2,
XP_010052515.1,3.32,2,-2.8,8.58,19.1,
XP_010042946.1,2.77,1,-2.8,9.05,19.6,
XP_010060673.1,3.05,1,-2.8,6.98,46,
XP_018730418.1,2.95,1,-2.8,9,27,
XP_018720884.1,3.07,1,-2.7,9.56,23.5,
XP_010032019.1,3.19,1,-2.7,11.51,10.9,
XP_010028963.1,3.14,1,-2.7,6.03,32.6,
XP_010029824.1,3.2,1,-2.7,8.81,68.3,
XP_010060138.1,2.47,1,-2.7,7.66,19.5,
XP_018720459.1,2.29,1,-2.7,9.18,26.8,
XP_010030043.1,2.74,1,-2.7,5.49,25.9,
XP_010025405.1,3.01,1,-2.7,6.06,26.7,
XP_010028272.1,3,1,-2.7,9.3,33,
XP_010061708.1,2.84,1,-2.6,4.34,19.9,
XP_018730618.1,3.09,1,-2.6,5.55,37.9,
XP_010034093.1,2.69,1,-2.6,9.84,15.8,
XP_010026684.1,2.83,1,-2.6,5.91,51.8,
XP_010052340.1,2.75,1,-2.6,5.41,35.5,
XP_010052604.1,2.95,1,-2.6,10.26,13.1,
XP_010065540.1,3.13,1,-2.6,9.07,22.9,
XP_010059607.1,2.77,1,-2.6,8.23,45.6,
XP_010059036.1,2.94,1,-2.6,4.96,15,
XP_010036248.1,2.95,1,-2.6,9.48,26.3,
XP_010045108.1,3.08,1,-2.5,9.19,41.8,
XP_010069949.1,2.93,1,-2.5,9.6,21.4,
XP_010062071.1,3.19,1,-2.5,8.7,44.2,
XP_010033471.1,2.94,1,-2.5,9.46,13.5,
XP_010048138.1,2.8,1,-2.5,9.11,30.3,
XP_010047430.1,3.28,1,-2.5,7.97,57.1,
XP_010038888.1,2.83,1,-2.5,9.21,20.9,
XP_010023609.1,2.96,1,-2.5,5.12,52.1,
XP_010057208.1:reversed,3.08,1,-2.5,5.35,41.6,
XP_010036769.1,2.74,1,-2.5,9.25,51.5,
XP_010064246.1,2.97,1,-2.5,5.08,37,
XP_018716949.1:reversed,2.95,1,-2.5,8.39,76.4,
XP_010060697.2,3.46,1,-2.5,8.85,48.7,
XP_010035249.1,3.2,1,-2.5,8,64.1,
XP_010051955.1,3.28,1,-2.5,5.2,32.9,
XP_010044940.1,2.95,2,-2.4,4.89,49.5,
XP_010045397.1,3.09,1,-2.4,9.25,25.8,
XP_010039942.1,2.93,1,-2.4,8.8,34.5,
XP_018722662.1,2.83,1,-2.4,5.06,18.4,
NP_001289663.1,2.65,1,-2.4,5.78,51.9,
XP_010036728.1,2.93,1,-2.4,6.54,54.3,
XP_010062990.1,2.91,1,-2.4,5.38,19.7,
XP_018725047.1,2.89,1,-2.4,10.33,44.6,
XP_018728578.1:reversed,2.98,1,-2.4,5.35,15.3,
XP_018723164.1,2.86,1,-2.4,10.49,15.5,
XP_010035889.1,3.1,1,-2.4,9.31,29.2,
XP_018725458.1,2.61,1,-2.4,8.32,88.1,
XP_010038022.1,2.95,1,-2.4,10.67,30,
XP_018721526.1:reversed,2.55,1,-2.4,9.37,9.8,
XP_010061211.1,2.99,1,-2.4,8.09,68.7,
XP_010032943.1:reversed,3.17,1,-2.4,9.19,57.9,
XP_010062551.1,3.23,1,-2.4,5.72,54.6,
XP_010030178.1,3.06,1,-2.4,10.16,44.5,
XP_018725206.1,3.06,1,-2.4,5.47,33.9,
XP_010037360.1,2.8,1,-2.3,4.73,21.1,
XP_010026889.1,3.04,1,-2.3,9.13,48.5,
XP_010029817.1,3.04,1,-2.3,9.3,16.9,
XP_018718045.1,3.13,1,-2.3,9.17,15,
XP_018727811.1,2.78,1,-2.3,9.17,19.8,
KCW60887.1:reversed,2.96,1,-2.3,8.95,87.8,
XP_010042096.1,2.83,1,-2.3,6.92,39.3,
XP_010038754.1,2.99,1,-2.3,5.55,38.6,
XP_010028635.1,3.29,1,-2.3,5.73,120.1,
KCW49877.1,3.38,1,-2.3,8.9,65.1,
XP_018722703.1,3.21,1,-2.3,7.08,41.7,
XP_010037538.1,2.48,1,-2.2,9.11,50,
XP_018727064.1,2.52,1,-2.2,9.9,18.8,
XP_010038204.1,2.88,1,-2.2,4.6,23,
XP_018728091.1,2.88,1,-2.2,9.54,103.5,
XP_010029371.1,3.05,1,-2.2,9.56,24.5,
XP_018717102.1,2.76,1,-2.2,9.12,28.8,
XP_010066854.1,2.97,1,-2.2,6.36,57.4,
XP_010031899.1:reversed,2.86,1,-2.2,5.85,80.9,
XP_010052662.1,2.87,1,-2.2,10.48,15.5,
XP_010033959.1,3.28,1,-2.2,7.52,19.1,
XP_010035928.1,2.92,1,-2.2,5.42,43.9,
XP_010049978.1:reversed,2.51,1,-2.2,10.23,19,
XP_018717463.1,2.96,1,-2.2,4.79,45.6,
XP_010067725.1,2.97,1,-2.2,9.27,47,
XP_010049978.1,3.09,1,-2.2,10.23,19,
XP_018716315.1:reversed,3.24,1,-2.2,8.97,55.5,
XP_010063208.1,2.67,1,-2.2,10.18,17,
XP_010029394.1,2.88,1,-2.2,4.86,45.9,
XP_010039930.1,2.67,1,-2.1,6.75,20.9,
KCW63640.1:reversed,3.19,1,-2.1,6.78,68.6,
XP_018727308.1,2.83,1,-2.1,6.73,14.3,
XP_010063897.1:reversed,3.17,1,-2.1,4.98,60.6,
XP_010024774.1:reversed,3.3,1,-2.1,9.07,74.3,
XP_010062999.1,2.89,1,-2.1,5.9,44.1,
XP_010047638.1,3.19,1,-2.1,5.38,97.9,
XP_010047510.1,2.93,1,-2.1,7.54,74.7,
XP_010030621.1,3.16,1,-2.1,5,44.4,
XP_010029366.1,2.91,1,-2.1,6.56,13.6,
KCW80653.1:reversed,2.96,1,-2.1,7.25,61.1,
XP_010057975.1,3.11,1,-2.1,9.18,37.9,
XP_010028323.1,2.69,1,-2.1,5.42,76.9,
KCW61158.1,2.58,1,-2.1,10.05,10,
XP_018728403.1:reversed,3.08,1,-2.1,5.26,28.1,
XP_018728174.1:reversed,2.97,1,-2.1,8.78,139.5,
XP_010051643.1,3.29,1,-2.1,8.67,72.9,
XP_010063124.1:reversed,2.91,1,-2.1,6.1,38.8,
XP_010062630.1,3.3,1,-2.1,6.35,61.4,
XP_010034730.1:reversed,3.3,1,-2.1,6.02,27.5,
XP_018724611.1,3.21,1,-2.1,5.26,108.2,
XP_010034959.1,2.75,1,-2.1,9.67,28.5,
XP_010057233.1,3.05,1,-2.1,10.26,29.8,
XP_010023435.1,2.98,1,-2,6.84,44.4,
KCW71017.1:reversed,2.73,1,-2,11.47,22.2,
XP_018729025.1,2.4,1,-2,9.9,27.9,
XP_010049413.2,3.36,1,-2,6.41,57.4,
XP_010064017.1,3,1,-2,4.89,88.7,
XP_018732051.1,2.9,1,-2,6.16,27.4,
XP_010026236.1:reversed,2.77,1,-2,8,44.8,
XP_010038261.1,3.14,1,-2,6.65,40.1,
XP_010028485.1,2.75,1,-2,5.3,33.8,
XP_010042753.1,2.98,1,-2,9.36,9.8,
XP_018721204.1,3.21,1,-2,7.09,20.2,
XP_010036680.1,3.21,1,-2,5.26,122.8,
XP_010069787.1:reversed,3.06,1,-2,8.56,70.9,
XP_010037093.1,2.77,1,-2,9.9,23.1,
XP_010062244.1,3.14,1,-2,7.21,36,
XP_010067428.1,3.18,2,-2,6.04,107.2,
KCW83956.1:reversed,3.29,1,-2,9.81,12.5,
XP_010063245.1:reversed,3.16,1,-2,8.75,120.1,
KCW47899.1,3.14,1,-2,10.59,16.6,
XP_018717832.1,3,1,-2,5.84,44.4,
XP_010038643.1,3.33,1,-2,9.19,26.3,
XP_010038186.1,2.88,1,-2,6.07,24.6,
KCW60374.1:reversed,3.1,1,-2,9.9,10.8,
XP_010053167.1,2.5,1,-2,6.63,23.3,
XP_010028363.1,3.19,1,-2,9.64,15.2,
XP_018725717.1:reversed,3.3,1,-2,8.25,50.2,
XP_010041045.1:reversed,3.21,2,-2,7.39,17.2,
XP_018718529.1,2.92,1,-2,6.55,90.5,
XP_010066515.1,3.15,1,-1.9,4.85,117.3,
XP_010061963.1,3.04,1,-1.9,5.35,43.5,
XP_010047144.1:reversed,3.24,1,-1.9,5.86,31.4,
XP_010031178.1,3.24,1,-1.9,9.61,26.6,
XP_010045182.1,3.11,1,-1.9,9.69,15.5,
KCW81623.1,3.27,1,-1.9,7.61,23.5,
XP_010035969.1,3.13,1,-1.9,5.18,89.5,
XP_010038117.1,2.78,1,-1.9,9.06,85.9,
XP_010023970.2,3.07,1,-1.9,5.74,51.6,
XP_010024217.1:reversed,2.71,1,-1.9,4.24,92.1,
XP_010055168.1,3.11,1,-1.9,9.07,20.5,
XP_010044326.1,3.08,1,-1.9,6.61,44.6,
XP_010032073.1,2.99,1,-1.9,8.61,45.5,
XP_018721233.1:reversed,3.24,1,-1.9,6.41,96.7,
XP_018718646.1,3.21,1,-1.9,9.41,56.3,
XP_018724335.1:reversed,2.85,1,-1.9,7.04,28.7,
KCW54300.1,3.38,1,-1.9,8.81,38.6,
XP_010023462.1,2.9,1,-1.9,6.16,25.9,
XP_018717795.1,2.84,1,-1.9,5.52,56.3,
XP_018731033.1,3.12,1,-1.9,5.62,40.9,
XP_018724825.1,3.03,1,-1.9,9.42,38.1,
XP_018727521.1,3,1,-1.9,7.78,18.8,
XP_010038046.1,3.06,1,-1.9,6.18,62.3,
XP_010031647.1,2.47,1,-1.9,5.59,69.2,
KCW72434.1:reversed,3.17,1,-1.9,6.14,95,
XP_010035302.1,2.54,1,-1.9,4.98,28.3,
XP_010060286.2,2.94,1,-1.9,5.95,58.8,
XP_010044476.1,3.12,1,-1.9,6.36,24.7,
XP_010061261.1,3.31,1,-1.9,6.27,81,
XP_010024762.1,3.07,1,-1.9,5.56,17.6,
XP_010036199.1,3.26,1,-1.9,8.64,28,
XP_010032814.1,3.08,2,-1.9,5.49,32,
XP_010039952.1,3.15,1,-1.9,5.41,139.6,
XP_010025569.1,3.26,1,-1.9,8.78,60,
XP_010034488.1:reversed,3.15,1,-1.9,6.03,78.3,
XP_018727745.1,2.98,1,-1.9,9.04,50.9,
XP_010054134.1,3.11,1,-1.8,8.85,62.1,
XP_018716989.1,3.13,1,-1.8,6.25,164.8,
XP_010053843.2,3.21,1,-1.8,10.67,25,
XP_010025503.1,3.25,1,-1.8,8.71,41.1,
XP_018732045.1:reversed,3.15,1,-1.8,7.6,53.7,
KCW80675.1,3.26,1,-1.8,7.69,12.9,
XP_010067882.1,3.16,1,-1.8,6.42,32.7,
XP_018719996.1,3.14,1,-1.8,4.98,50.9,
