Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010060161.1,3.16,2,-10.6,7.48,17.6,
XP_010031909.1,3.21,2,-10.5,8.58,44.8,
XP_010027818.1,3.58,3,-10.5,9.5,10.2,
XP_010060812.1,3.21,2,-10.5,5.58,25.4,
XP_010063208.1,3.51,4,-10.4,10.18,17,
XP_010048490.1,3.4,3,-10.3,5.05,25.3,
XP_010023959.1,3.16,2,-10.3,8.81,58.6,
XP_010051795.1,3.2,2,-10.3,5.22,35,
XP_010032239.1,3.25,2,-10.2,5.31,68.8,
XP_018726677.1,3.38,2,-10.1,8.92,50.6,
XP_010061414.1,3.12,1,-10.1,6.56,38.9,
XP_018718320.1,3.28,2,-10.1,6.43,20.7,
XP_010036199.1,3.42,3,-10.1,8.64,28,
XP_010032715.1,3.23,3,-10.1,10.29,26.8,
XP_010047940.1,3.3,2,-10,6.09,23.9,
XP_010063633.1,2.88,2,-10,8.55,67.4,
XP_018721153.1,3.3,3,-9.9,6.25,69.2,
XP_010043457.1,3.28,2,-9.9,5.53,66.9,
XP_010030127.1,3.92,8,-9.9,4.4,15.5,
XP_010055439.1,3.35,2,-9.9,8.95,46.9,
XP_010051514.1,3.13,2,-9.9,8.4,34.8,
XP_018719701.1,3.16,1,-9.8,6.2,59.5,
KCW48323.1,3.08,3,-9.8,8.06,8.2,no description available
XP_010058003.1,3.39,2,-9.8,6.52,23.1,
XP_010026684.1,3.22,1,-9.7,5.91,51.8,
XP_010032710.1,3.42,2,-9.7,10.65,18.7,
XP_010035630.1,3.45,3,-9.7,5.78,33.9,
XP_010065270.1,3.33,3,-9.7,6.31,34.9,
XP_010047507.1,3.55,2,-9.7,5.52,25.1,
XP_018727745.1,3.14,2,-9.7,9.04,50.9,
XP_010056624.1,2.94,2,-9.7,6.03,43.9,
XP_010069615.1,3.4,2,-9.7,6.72,16.2,
XP_010029220.2,3.15,2,-9.7,9.26,26,
XP_010065319.1,3.29,2,-9.6,5.66,68.4,
XP_018718587.1,3.63,4,-9.6,7.13,41.9,
XP_010023860.1,2.69,1,-9.6,6.45,22.6,
XP_010052236.1,3.27,2,-9.6,9.39,18,
KCW65872.1,3.07,2,-9.6,9.74,27.5,
XP_010061362.1,3.26,2,-9.6,5.86,44.7,
XP_010058101.1,3.36,3,-9.5,9.27,33.9,
KCW82755.1,3.06,2,-9.5,7,33.4,
XP_010023477.1,3.4,3,-9.5,6.57,53.4,
XP_010033772.1,3.2,2,-9.3,4.38,44.3,
XP_010035489.1,3.33,2,-9.3,6.23,50.3,
XP_010053632.1,3.56,3,-9.3,4.62,38.1,
XP_010060627.1,3.16,2,-9.3,5.42,16.6,
XP_010066514.1,3.2,2,-9.2,5.29,46.6,
ADO23590.1,3.41,3,-9.2,6.58,82.4,no description available
XP_010048762.1,3.46,4,-9.2,5.3,15.4,
XP_018732042.1,3.33,2,-9.2,6.78,15.7,
XP_018732862.1,3.13,2,-9.2,7.72,20.4,
XP_010029144.1,3.04,1,-9.2,6.06,11.1,
XP_010024739.1,3.31,2,-9.2,5.39,17.7,
XP_010060142.1,3.6,3,-9.2,4.96,49.6,
XP_010043849.1,3.24,2,-9.1,8.34,25.6,
XP_010028992.1,2.5,1,-9.1,10.23,20.8,
XP_018725744.1,3.21,2,-9.1,8.86,22,
XP_010025256.1,3.1,2,-9.1,11.25,21,
KCW86069.1,3.42,2,-9.1,5.93,82.1,
XP_010025934.1,2.73,1,-9.1,4.33,21.2,
XP_010053843.2,3.39,3,-9,10.67,25,
XP_010036803.1,3.26,2,-9,9.84,22.9,
XP_018717539.1,2.77,1,-9,5.91,47.1,
XP_010028264.1,3.52,4,-8.9,6.03,44.7,
XP_010037634.1,3.27,2,-8.8,6.23,105.1,
XP_010069657.1,2.99,1,-8.8,4.8,14.8,
XP_010047486.1,3.01,2,-8.8,8.86,43.5,
XP_010069118.1,3.03,1,-8.7,10.41,15.5,
XP_010062128.1,3.18,2,-8.7,8.06,39.4,
XP_010048563.1,3.24,2,-8.6,5.13,51.3,
XP_018721854.1:reversed,3.1,2,-8.6,5.8,57,
XP_010043430.1,2.78,2,-8.6,9.15,21.7,
XP_010028346.1,3.39,3,-8.6,5.15,52.1,
XP_010067145.1,3.56,2,-8.6,5.09,29.8,
XP_010052328.1,3.26,2,-8.6,6.17,29,
XP_010029522.1,3.28,2,-8.6,5.29,104.7,
XP_018730827.1,3.45,2,-8.5,5.26,26.5,
XP_010044444.1,3.7,3,-8.5,6.38,19.1,
ADO23619.1,2.95,2,-8.5,6.56,17.3,
XP_010033655.1,3.4,3,-8.5,4.69,25.9,
XP_010043384.1,3.17,2,-8.5,5.38,12.3,
XP_010034062.1,3.06,2,-8.5,5.48,30.8,
XP_010036041.1,3.09,2,-8.5,5.58,60.9,
XP_010049196.1,3.22,2,-8.5,6.44,114.4,
XP_010047466.1,3.15,2,-8.5,5.71,39.6,
XP_010063109.1,3.32,2,-8.4,9.04,60.7,
XP_010052928.1,2.88,1,-8.4,9.69,28,
XP_010024302.1,2.95,1,-8.3,5.54,16.4,
XP_018718291.1,3.63,3,-8.3,4.4,36.9,
XP_010047689.1,2.8,1,-8.3,6.79,64,
XP_010065899.1,3.35,2,-8.2,5.27,71,
XP_018731989.1,3.34,2,-8.2,9,34.4,
XP_010035060.1,3.18,2,-8.2,7.13,69.9,
XP_010025116.1,3.2,2,-8.2,6.65,57.5,
XP_010035020.1,2.93,1,-8.2,5.09,23.9,
XP_010042296.1,3.06,3,-8.2,10.11,15.8,
XP_010044409.1,3.51,3,-8.2,5.22,60.4,
XP_010070215.1,3.6,4,-8.1,7.16,43.6,
XP_018725118.1,2.92,1,-8.1,6.59,15.2,
XP_010069110.1,3.24,1,-8.1,7.02,46.1,
XP_010032980.1,3.36,2,-8.1,5.98,75.6,
XP_010045132.1,3.19,2,-8,7.34,65.5,
XP_010033801.1,3.45,3,-8,10.54,16.7,
XP_010036768.1,3.44,2,-8,5.04,63.9,
XP_010043386.1,3.21,2,-7.9,8.71,15.2,
XP_010054473.1,3.36,2,-7.9,4.97,51.8,
XP_010060271.1,2.95,1,-7.9,9.01,26,
XP_010055855.1,3.45,4,-7.8,5.41,48,
XP_010032958.1,2.83,1,-7.8,8.75,44.6,
KCW50978.1,3.46,3,-7.7,9.14,22.7,
XP_010029203.1,2.82,1,-7.7,5.04,50.1,
XP_010032130.1,3.11,2,-7.7,6.43,47.8,
XP_010041726.1,3.36,2,-7.7,8.71,35.5,
XP_010059958.1,3.3,2,-7.7,5.8,27.3,
XP_010046130.2,2.77,2,-7.7,7.05,46.4,
XP_010044796.1,3.34,2,-7.7,10.48,20.7,
XP_010057095.1,3.24,2,-7.6,4.77,29.4,
XP_010052537.1,2.67,1,-7.6,9.39,42.6,
XP_010035827.1,3.16,1,-7.6,5.98,25.7,
XP_010028281.1,3.43,3,-7.6,8.05,44.3,
XP_010067232.1,3.29,2,-7.6,10.36,37.3,
XP_010028389.1,3.36,3,-7.5,9.5,9.6,
XP_010055809.1,3,1,-7.5,8.69,21.1,
XP_010031670.1,3.38,2,-7.5,9.38,57.5,
XP_010062489.2,2.56,1,-7.4,10.72,17.8,
XP_010060993.1,3.16,1,-7.4,5.27,12.9,
XP_018733245.1,3.07,1,-7.4,9.16,21.3,
XP_010063537.1,2.91,1,-7.3,5.5,43.5,
XP_010035340.1,3.2,2,-7.3,9.63,27.3,
XP_010043227.1,3.16,1,-7.3,9.08,26.7,
XP_010066421.1,3.28,2,-7.3,9.32,40.1,
XP_018731264.1,3.45,3,-7.2,9.52,27.1,
XP_010038395.1:reversed,3.39,2,-7.2,5.85,50.9,
XP_010041628.2,2.85,1,-7.2,4.42,22.5,
XP_018721565.1,3.26,2,-7.2,5.69,171.1,
XP_010048138.1,3.43,2,-7.2,9.11,30.3,
XP_010053406.1,2.89,2,-7.1,4.79,16.5,
XP_010024141.1:reversed,3.22,2,-7.1,6.58,66.8,
KCW53482.1,2.8,1,-7.1,9.42,7.9,
XP_010058943.1,3.29,2,-7.1,4.75,16.1,
XP_010031264.1,2.93,2,-7,10.68,12.8,
XP_010044666.1:reversed,3.28,2,-7,9.78,106.1,
XP_010055535.1,2.92,1,-6.9,8.14,15.9,
XP_018732578.1:reversed,3.31,2,-6.9,6.95,152.8,
ADO23644.1,3.12,2,-6.9,11.28,17.4,no description available
XP_018720442.1,3.41,2,-6.9,8,103.1,
XP_010053418.1,3.22,2,-6.9,5.15,52.4,
XP_010069685.1,3.08,2,-6.8,9.82,14.4,
XP_018730418.1,2.69,1,-6.8,9,27,
XP_010052179.1,3.07,2,-6.8,10.01,20.8,
XP_010067125.1,3.11,2,-6.8,10.09,16,
sp|K1C10_HUMAN|:reversed,3.44,2,-6.8,5.13,59.5,
XP_010046447.1,3.31,2,-6.8,9.17,30.5,
sp|HBA_HUMAN|,2.91,1,-6.8,8.72,15.1,
XP_010048532.1,3.15,2,-6.7,7.58,57.2,
XP_018723543.1,3.34,2,-6.7,6.17,26.8,
XP_010037338.1,2.99,1,-6.7,8.74,35.6,
XP_010062711.1,2.69,1,-6.7,9.49,14.3,
XP_010027647.1,3.08,2,-6.7,7.07,44.6,
XP_010032196.1,3.82,5,-6.7,9.07,30.4,
XP_010025333.1,3.31,2,-6.7,6.25,29.4,
XP_010035314.1,2.76,1,-6.6,4.31,11.2,
XP_010069607.1,3.33,2,-6.6,10.68,15.6,
XP_010049098.1,3.02,1,-6.6,4.76,38.1,
XP_010029484.1,3.21,2,-6.5,5.1,34,
XP_010057883.1,2.98,1,-6.5,6.3,61.5,
XP_010061298.1,3.22,3,-6.5,6.09,29.6,
XP_010036312.2,2.68,1,-6.5,5.97,37.2,
XP_010027806.1,2.99,1,-6.4,4.67,75.6,
XP_018721513.1,2.77,1,-6.4,7.17,49.6,
XP_010061754.1,3.1,1,-6.4,4.98,47.6,
XP_010067346.1,3.15,2,-6.4,5.25,56.7,
XP_010041232.1,3.04,2,-6.4,8.45,20.5,
XP_010029770.1,3.2,2,-6.4,5.9,29.6,
XP_010036618.1,3.5,2,-6.4,6.87,104.4,
XP_010047296.1,2.82,1,-6.3,4.76,14.3,
XP_010064315.1,3.42,2,-6.3,8.23,37.7,
XP_010027759.1,3.11,2,-6.3,5.6,55.5,
XP_010061769.1:reversed,3.14,2,-6.2,8.52,42.7,
XP_010036497.1,3.34,2,-6.2,5.89,47,
XP_010045160.1,2.92,2,-6.1,6,52.3,
XP_010027844.1,2.63,1,-6.1,5.43,20.4,
XP_018733199.1,3.08,1,-6,9.13,17,
XP_010066559.1,2.81,1,-5.9,9.28,24.9,
ADO23574.1,3.65,5,-5.8,5.13,38.9,no description available
XP_010036076.1,3.21,2,-5.8,6.9,56.1,
XP_010049847.1,2.84,1,-5.7,8.22,51,
XP_010052888.1,2.85,1,-5.7,5.93,74.1,
XP_010025013.1,3.02,1,-5.7,8.46,15.7,
XP_010035237.1,3.12,2,-5.7,4.99,33.3,
XP_010035969.1,2.87,1,-5.6,5.18,89.5,
XP_018724820.1,3.01,1,-5.6,7.14,58.2,
XP_010036156.1,2.81,1,-5.6,4.8,49.2,
XP_010067422.1,2.68,1,-5.6,6.77,20.2,
KCW76293.1,2.94,1,-5.5,9.04,41.9,
XP_010049536.1,2.77,1,-5.5,9.55,26.5,
XP_010032721.1,2.8,1,-5.5,5.56,30.6,
XP_010052937.1,2.49,1,-5.5,5.68,27.9,
XP_010032856.1,2.96,1,-5.4,6.64,46.5,
XP_010054116.1,2.99,1,-5.4,5.18,44.2,
XP_010055414.1,3.16,1,-5.4,9.5,32.9,
XP_010046987.1,3.57,6,-5.4,8.77,29.2,
XP_010038001.1,2.88,1,-5.3,9.65,13.7,
XP_010067463.1,3.42,2,-5.3,6.91,36.3,
XP_010048943.1,2.85,1,-5.3,8.71,35.8,
XP_010037270.1,2.76,1,-5.3,9.21,21.1,
XP_010052814.1,2.71,1,-5.3,5.09,37.3,
XP_010038690.1,3.44,2,-5.2,9.49,38.4,
XP_010039627.1,2.91,1,-5.2,5.88,35.9,
XP_010068328.1,2.94,1,-5.2,5.4,27.6,
XP_010032073.1,2.89,1,-5.2,8.61,45.5,
XP_010040330.1,3.18,1,-5.2,6.38,26.8,
XP_010024759.1,2.47,1,-5.2,5.14,17.7,
XP_018724042.1,3.17,2,-5.2,7.81,9.1,
XP_010057240.1,3.04,1,-5.2,10.26,29.8,
XP_010029889.1,3.09,1,-5.1,9.32,51.3,
XP_010025251.1,2.59,1,-5.1,8.79,31.2,
XP_010055754.1,2.85,1,-5.1,5.27,52.4,
XP_010052307.1,2.51,1,-5,9.34,10.9,
XP_010036003.1,3.08,1,-5,6.8,37,
XP_010063520.1,2.98,1,-4.9,5,41,
XP_010032019.1,2.96,1,-4.9,11.51,10.9,
XP_010028734.1,3.25,2,-4.9,6.56,42.2,
XP_010036126.1,2.6,1,-4.9,5.98,89,
XP_018727416.1,3.15,2,-4.9,4.86,78.2,
XP_010062003.1,3,1,-4.8,9.66,24.5,
XP_010036728.1,3.02,1,-4.8,6.54,54.3,
XP_018732431.1,2.74,1,-4.8,6.91,15,
XP_010063743.1,3.33,2,-4.8,9.01,15.2,
XP_010069674.1,2.74,1,-4.7,4.32,11.3,
XP_018726021.1,2.97,1,-4.7,10.28,12,
XP_010051880.2,3.24,2,-4.7,5.57,53.5,
XP_010032735.1,3,1,-4.7,9.18,48.9,
XP_010028902.1,2.9,1,-4.7,9.13,20.1,
XP_010058021.1,2.89,1,-4.7,4.76,16.9,
XP_010032273.1,3.11,1,-4.6,10.83,14.4,
XP_010035949.1,2.78,1,-4.6,5.03,31.6,
XP_010042814.1,3.1,1,-4.5,9.1,13.4,
XP_010030052.1,2.86,1,-4.5,9.59,24.5,
XP_018729866.1,2.99,1,-4.5,7.67,64.9,
XP_018721521.1,2.92,1,-4.5,8.88,43.2,
XP_018727932.1,2.42,1,-4.5,7.54,42.3,
XP_010043743.1,3.14,1,-4.5,6.17,82.2,
XP_010058582.2,3.3,2,-4.5,8.35,47.7,
XP_018725280.1,3.14,2,-4.4,6.75,22,
XP_010055889.1,2.67,1,-4.4,4.83,30.5,
XP_010028998.1,3.19,1,-4.4,5.97,22.4,
XP_018716927.1,3.19,1,-4.4,5.7,74.6,
XP_018722926.1,2.74,1,-4.4,11.9,12.5,
XP_010032358.1,3.22,1,-4.4,9.37,42.4,
XP_010060040.1,3.2,1,-4.4,10.71,28.2,
XP_018725282.1,3.05,1,-4.4,4.96,58.9,
XP_010042351.1,3.01,1,-4.3,6.64,15.6,
XP_010033494.1,3.18,1,-4.3,6.64,28.4,
XP_010056494.1,2.91,1,-4.3,4.2,15.7,
XP_010028489.1,2.95,1,-4.3,5.88,33.1,
XP_018723233.1,2.87,1,-4.3,6.43,95.9,
XP_018727840.1,2.93,1,-4.2,6.6,70.5,
XP_010035150.1,3.06,2,-4.2,11.32,12.4,
XP_010042753.1,2.83,1,-4.2,9.36,9.8,
XP_010052320.1,3.09,1,-4.2,5.15,52.5,
XP_010037469.1,3.33,2,-4.2,5.28,60,
XP_010047378.1,2.87,1,-4.2,8.71,39.6,
XP_010041169.1,3.43,2,-4.2,10.24,10.3,
XP_010045897.1,3.15,1,-4.1,4.62,13.7,
XP_018721168.1,3.03,1,-4.1,9.18,67.1,
XP_010063618.1,3.09,1,-4.1,6.86,33.4,
XP_010037973.1,3.13,1,-4.1,5.84,74.9,
XP_018717145.1,3.18,1,-4,6.56,63.7,
XP_018719682.1,2.71,1,-4,5.15,93.7,
XP_010061708.1,2.8,1,-4,4.34,19.9,
XP_010056893.1,3.1,1,-4,6.75,16.9,
XP_010054571.1,2.67,1,-3.9,7.88,10.4,
XP_010054231.2,3.01,1,-3.9,5.81,31.6,
KCW56095.1,2.75,1,-3.9,9.62,10.2,
XP_010069046.1,3.29,2,-3.9,4.83,14.8,
XP_010055429.1,2.94,1,-3.9,7.67,25.1,
XP_010053196.1,3.01,1,-3.9,7.78,28,
XP_010024004.1,2.99,1,-3.9,4.43,25.3,
XP_010070529.1,2.39,1,-3.9,6.19,15.5,
XP_010037221.1,3.14,1,-3.9,10.39,16.1,
XP_010030181.1,2.94,1,-3.8,8.87,29.7,
XP_010032986.2,3.08,1,-3.8,8.88,44.1,
XP_010057473.1,2.93,1,-3.8,9.32,31.1,
XP_018722899.1,2.5,1,-3.8,6.79,50.6,
XP_010055593.1,2.95,2,-3.8,6.77,62.5,
XP_010037411.1,2.81,1,-3.8,6.91,71.2,
XP_018732437.1,2.94,1,-3.8,5.16,43.9,
XP_010060036.1,2.87,1,-3.8,9.08,32.2,
XP_010028184.1,3.06,1,-3.7,8.27,58.2,
XP_010060967.1,3.28,2,-3.7,9.47,22.1,
XP_010027770.1,2.83,1,-3.7,6.27,11.2,
XP_010066423.1,2.83,1,-3.7,5.78,41.8,
XP_010063754.1,2.57,1,-3.7,4.7,67.9,
XP_010043884.1,2.84,1,-3.7,8.93,8.6,
XP_010023583.1,3.14,1,-3.6,6.67,109.4,
XP_010049602.1,2.82,1,-3.6,5.44,54.4,
XP_010034996.1,2.67,1,-3.6,10.11,12.1,
XP_010055873.1,2.64,1,-3.6,6.01,51.8,
XP_018720459.1,2.76,1,-3.6,9.18,26.8,
XP_010035643.1,3.01,1,-3.6,4.85,25.9,
XP_010067290.1,3.16,1,-3.6,9.19,59.2,
XP_010046994.1,2.66,1,-3.6,5.27,27.4,
XP_010036269.1,3.05,1,-3.5,8.74,30.7,
XP_010044556.1,2.58,1,-3.5,8.52,42.6,
XP_010038395.1,3.22,1,-3.5,5.85,50.9,
XP_010067525.1,2.69,1,-3.5,5.85,30.3,
XP_010033773.1,2.54,1,-3.4,10.37,10.4,
XP_010024910.2,3.27,1,-3.4,6.18,24.2,
XP_010025232.1,2.9,1,-3.4,8.94,35.7,
XP_010056238.1,2.66,1,-3.4,5.36,146.7,
XP_018724447.1,2.62,1,-3.4,9.36,40.9,
KCW87739.1,3.21,3,-3.3,9.44,11.4,
XP_010031776.1,2.9,1,-3.3,9.13,40.7,
XP_010053072.1,2.94,1,-3.3,9.61,51.6,
XP_010023435.1,3.01,1,-3.3,6.84,44.4,
XP_010043178.1,2.88,1,-3.3,9.72,12.1,
XP_010069729.1,3.09,1,-3.3,10.27,12.9,
XP_010053611.1,3.14,1,-3.3,8.84,43.3,
XP_010065642.1,3.37,2,-3.2,9.45,31.5,
XP_010052515.1,3.05,1,-3.2,8.58,19.1,
XP_010028369.1,3.07,1,-3.2,9.12,42.6,
XP_018717611.1,2.64,1,-3.2,9.48,32,
XP_018718529.1,2.5,1,-3.2,6.55,90.5,
XP_010033326.1,2.87,1,-3.2,5.5,249,
XP_010033957.1,2.81,1,-3.2,4.9,45.8,
XP_010067356.1,2.71,1,-3.2,6.61,41.9,
XP_018721988.1,2.95,1,-3.2,6.22,22.7,
XP_010060252.1,2.98,1,-3.2,10.44,25,
XP_010047139.1,3,1,-3.1,6.05,56.6,
XP_018719941.1,2.68,1,-3.1,5.57,61.9,
XP_010037186.1,2.91,1,-3.1,5.59,17.3,
XP_010048942.1,2.99,1,-3.1,8.72,35.6,
XP_010045009.1,3.35,3,-3.1,5.44,95.9,
XP_018721673.1,3.07,1,-3.1,8.69,97,
XP_010049442.1,3.09,1,-3.1,5.67,34.3,
XP_010027067.1:reversed,2.84,1,-3.1,5.34,76.7,
XP_010028323.1,2.52,1,-3.1,5.42,76.9,
XP_010056396.1,2.9,1,-3.1,5.32,30.2,
XP_010023346.1,2.83,1,-3.1,4.95,59.5,
XP_010067198.1,3.16,1,-3.1,5.59,34.5,
XP_010057365.1,2.94,1,-3.1,9.69,45.5,
XP_010047469.1,3,1,-3.1,9.03,80.6,
XP_010053426.1,3.02,1,-3.1,5.85,65.1,
KCW87316.1,2.89,1,-3.1,4.79,30.2,
XP_010036163.1,2.78,1,-3,10.43,11.2,
XP_010056726.1,2.96,1,-3,6.21,12.8,
XP_018716594.1,2.7,1,-3,6.75,17.5,
XP_010052213.1,2.86,1,-3,5.69,39.6,
XP_010034641.1,3.08,2,-3,9.87,29.8,
XP_010024401.1,2.78,1,-3,8.71,46.6,
XP_018731870.1,2.89,1,-3,6.57,50.9,
XP_010024748.1,2.96,1,-3,5.82,17.7,
XP_010047621.1,2.92,1,-3,9.9,13.9,
XP_010053946.1,2.98,1,-3,9.64,29.8,
XP_010053352.1,2.74,1,-2.9,6.23,51.1,
XP_010055671.1,3.23,1,-2.9,7.83,40.3,
XP_010044212.1,2.99,1,-2.9,9.06,60.7,
XP_010036760.1,2.76,1,-2.9,5.29,29.5,
XP_010027491.1,2.95,1,-2.9,5.64,35.8,
XP_018729859.1,2.85,1,-2.9,5.51,13.6,
XP_010040579.1,3.23,2,-2.9,5.09,16.4,
XP_010055554.1,2.9,1,-2.9,9.5,31,
XP_010044646.1,2.73,1,-2.9,6.88,59,
XP_018715524.1,2.83,1,-2.9,10.48,12.1,
XP_018731115.1,3.12,1,-2.8,6.09,51.7,
XP_018725710.1,2.92,1,-2.8,8.8,39.7,
ADO23618.1,3.11,1,-2.8,8.89,24.2,no description available
XP_010032296.1,3.04,1,-2.8,8.76,21.4,
XP_018731179.1,2.73,1,-2.8,5.35,82.7,
XP_010065731.1,2.82,1,-2.8,5.27,77.2,
XP_010060496.1,2.9,1,-2.8,4.89,25.8,
XP_010053061.1,2.83,1,-2.8,8.92,57.2,
XP_010047451.1,2.97,1,-2.8,9.68,23.3,
XP_010044921.1,2.91,1,-2.8,4.61,72.2,
XP_010040844.1,2.95,1,-2.7,5.27,53,
XP_010052576.1,3.03,1,-2.7,5.06,32.8,
XP_018729585.1,3,1,-2.7,5.65,53.9,
XP_010043043.1,2.96,1,-2.7,11.14,21,
XP_010042017.2,2.95,1,-2.7,5.83,43.7,
XP_010042460.1,3.08,1,-2.7,8.84,18.7,
XP_010062375.1,2.77,1,-2.7,6.77,41.4,
XP_010059860.1,2.31,1,-2.7,5.12,44,
XP_010034072.1,2.62,1,-2.7,7.52,46.2,
XP_010028086.1,2.87,1,-2.7,9.86,17,
XP_010038513.1,2.7,1,-2.7,8.55,138.1,
XP_010032790.1,2.86,1,-2.7,4.94,32.5,
XP_010038186.1,2.84,1,-2.7,6.07,24.6,
XP_010062388.1,2.85,1,-2.7,5.41,31.2,
XP_010069958.1,3.13,1,-2.7,5.77,23.8,
XP_018726692.1,2.76,1,-2.7,6.64,38.9,
XP_010026912.1,3.15,1,-2.7,6.52,21.2,
XP_010034397.1,2.89,1,-2.6,7.13,24.2,
XP_010051873.1,2.78,1,-2.6,8.38,60.4,
XP_010033124.1,3.17,1,-2.6,5.35,27.8,
XP_010064026.1:reversed,2.7,1,-2.6,5.53,111.2,
XP_010045430.1,2.54,1,-2.6,5.43,46.3,
XP_018727118.1:reversed,2.84,1,-2.6,6.81,129.4,
XP_010031998.1,2.67,1,-2.6,7.63,30.5,
XP_018720922.1,2.91,1,-2.6,6.32,30.6,
XP_010043744.1,2.87,1,-2.6,4.58,64.2,
XP_018716923.1,2.95,1,-2.6,9.54,35.2,
XP_018715199.1,2.88,1,-2.6,8.99,44.3,
XP_018719021.1:reversed,2.65,1,-2.6,8.76,62.8,
XP_010053336.1,2.71,1,-2.6,4.88,36.3,
XP_010066634.1,3.61,5,-2.6,5.83,70.9,
XP_018731576.1,3.08,1,-2.6,4.62,151.8,
XP_010031496.1,2.5,1,-2.6,8.12,43.3,
XP_010023934.1,3.3,2,-2.5,6.6,35.6,
XP_010029666.1,3.06,1,-2.5,7.73,27.2,
XP_010025196.1,2.75,1,-2.5,5.48,97.9,
XP_010063423.1:reversed,3.28,1,-2.5,9.19,53,
XP_010047581.1,3.15,1,-2.5,6.97,34.2,
XP_010049973.1,2.73,1,-2.5,4.65,32.9,
XP_010069114.1,2.33,1,-2.5,5.74,45.2,
XP_010024946.1:reversed,2.68,1,-2.5,5.51,47.3,
XP_010043793.1:reversed,2.83,1,-2.5,5.89,79.8,
XP_010044864.1:reversed,2.93,1,-2.5,7.13,53.6,
XP_010051031.1,2.84,1,-2.5,9.95,25.1,
XP_010025153.1,2.5,1,-2.5,8.43,26.7,
XP_010062037.1,2.8,1,-2.5,7.64,63.4,
XP_010034093.1,2.66,1,-2.5,9.84,15.8,
XP_018732936.1:reversed,2.81,1,-2.4,6.06,152.8,
XP_018718855.1,3.25,2,-2.4,9.56,39.9,
XP_018718438.1,2.93,1,-2.4,5.77,38.4,
XP_018721040.1,2.72,1,-2.4,9.23,10.6,
KCW64843.1:reversed,2.63,1,-2.4,6.14,23.3,
XP_010060937.1,2.98,1,-2.4,6.2,62.6,
XP_010023485.1:reversed,3.1,1,-2.4,9.01,55.8,
XP_010070228.1:reversed,3.08,1,-2.4,6.17,74.1,
XP_010061927.1,2.84,1,-2.4,5.47,14.3,
XP_010037934.1,2.63,1,-2.4,10.46,15.7,
XP_010050568.2:reversed,2.61,1,-2.4,9.36,78.3,
XP_018723232.1:reversed,2.85,1,-2.4,5.89,27.1,
XP_010049644.1,3.23,1,-2.4,5.03,46.7,
XP_010036214.1,2.97,1,-2.3,7.66,38.7,
XP_010025179.1,2.96,1,-2.3,6.09,51.3,
XP_018718784.1,3.05,1,-2.3,6.29,19.3,
XP_010036863.1,3.26,1,-2.3,8.69,53.9,
XP_010059599.1:reversed,3.13,1,-2.3,9.27,54.8,
XP_010055168.1,3.18,1,-2.3,9.07,20.5,
XP_018726723.1,3.46,4,-2.3,8.25,27.5,
XP_010036946.1,2.42,1,-2.3,9.12,27,
KCW64156.1,3.03,1,-2.3,8.45,97.2,
XP_010052755.1,3.02,1,-2.3,9.41,14.4,
XP_018719151.1,2.95,1,-2.3,5.18,30.5,
XP_018729589.1:reversed,3.02,1,-2.3,8.88,48.2,
XP_010066718.1,2.79,1,-2.3,11.05,28.9,
XP_010046660.1,2.87,1,-2.3,6.26,10.4,
XP_018730607.1:reversed,3.23,1,-2.3,9.24,67.6,
XP_010038166.1,3.05,1,-2.3,7.62,41.7,
XP_010031506.1:reversed,3.42,1,-2.3,9.51,47.3,
XP_010030046.1,2.8,1,-2.3,9.07,32.4,
XP_018717350.1:reversed,2.84,1,-2.3,4.49,46.9,
ADO23594.1,2.91,1,-2.3,6.58,18.6,
XP_010037431.1,2.72,1,-2.2,7.1,54.8,
XP_018730520.1,2.69,1,-2.2,5.1,23,
XP_018725323.1,3.14,1,-2.2,5.38,22,
XP_018716396.1:reversed,3.17,1,-2.2,9.02,167.7,
XP_010033863.1,2.74,1,-2.2,9.95,15,
XP_018719196.1,3.07,1,-2.2,6.73,132.4,
XP_010039104.1:reversed,2.82,1,-2.2,6.23,45.2,
XP_010035302.1,2.47,1,-2.2,4.98,28.3,
XP_010067867.1,2.83,1,-2.2,5.98,62.3,
XP_010052529.1,3.01,1,-2.2,4.78,16.9,
XP_018727668.1,3.13,1,-2.2,8.44,75.1,
XP_010070155.1,2.88,1,-2.2,6.16,33.5,
XP_010052185.1:reversed,2.93,1,-2.2,8.39,113.1,
XP_010063770.1,2.75,1,-2.2,8.66,18.5,
KCW49121.1,2.76,1,-2.1,9.74,7.8,
XP_010030178.1,3.23,2,-2.1,10.16,44.5,
XP_010032271.1,2.96,1,-2.1,7.59,37.2,
XP_010028719.1,3.08,1,-2.1,6.67,31.5,
XP_010055744.1:reversed,3.03,1,-2.1,5.71,53,
XP_018726316.1,3.04,1,-2.1,8.9,137.4,
XP_010068766.1,3.12,1,-2.1,6.47,46.5,
XP_010028124.1,2.88,1,-2.1,5.24,25.7,
XP_010043093.1,3.08,1,-2.1,6.03,40.9,
XP_018731604.1,2.99,1,-2.1,8.21,33.7,
XP_010062564.1,2.98,1,-2.1,9.25,45.2,
XP_010044600.1,2.84,1,-2.1,5.49,46.7,
XP_018723203.1,2.85,1,-2.1,8.64,59.7,
XP_018720996.1,2.87,1,-2.1,8.66,9.8,
