Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010069480.1,3.71,4,-19.6,6.37,56.3,
ADO23596.1,3.52,4,-19.6,5.18,14.6,no description available
XP_010068413.1,3.56,4,-19.5,5.11,43,
XP_018720304.1,3.39,3,-19.5,4.57,24.1,
XP_010043043.1,3.37,3,-19.4,11.14,21,
XP_010037221.1,3.47,3,-19.4,10.39,16.1,
XP_010068233.1,3.7,5,-19.4,8.68,52,
XP_010055609.1,3.38,3,-19.4,4.72,24.4,
XP_010048231.2,3.56,4,-19.3,8.52,58.3,
XP_010059954.1,3.51,4,-19.3,6.72,38.1,
XP_010046969.1,3.48,4,-19.2,8.5,41.3,
XP_010058407.1,3.35,3,-19.2,10.39,18.7,
XP_010045193.1,3.38,3,-19.1,9.21,24.9,
XP_010032777.1,3.28,3,-19.1,8.52,33.6,
XP_010066421.1,3.61,4,-18.9,9.32,40.1,
KCW87739.1,3.55,6,-18.9,9.44,11.4,
XP_010036387.1,3.5,4,-18.9,8.95,29.6,
XP_010060690.1,3.48,3,-18.9,5.58,110.1,
XP_010044046.1,3.51,3,-18.8,5.25,44.6,
XP_010024952.1,3.38,3,-18.7,10.39,22.4,
XP_010060433.1,3.66,5,-18.7,5.04,80.6,
XP_010061502.1,3.64,5,-18.7,5.81,29.4,
XP_010034049.1,3.57,4,-18.6,6.55,52,
XP_018729627.1,3.47,4,-18.6,9.49,30.4,
XP_018721496.1,3.28,3,-18.5,9.16,20.4,
XP_010057095.1,3.21,2,-18.5,4.77,29.4,
XP_010031003.1,3.36,2,-18.3,5.92,16,
XP_010029198.1,3.92,10,-18.2,7.67,33.5,
XP_010027708.1,3.69,6,-18.2,6.36,51.8,
XP_010048719.1,3.38,3,-18.2,8.8,34.3,
XP_010037698.1,3.28,2,-18.1,6.02,32.8,
XP_010037256.1,3.37,3,-18,6.25,41.9,
XP_010047663.1,3.75,7,-17.9,4.63,14.1,
XP_010062375.1,3.01,2,-17.9,6.77,41.4,
XP_010028689.1,3.56,3,-17.9,6.95,33.5,
XP_018717278.1,3.5,4,-17.8,7.57,65.8,
XP_010025154.1,3.54,4,-17.8,7.64,32,
XP_010069118.1,3.38,2,-17.7,10.41,15.5,
XP_010033123.1,3.34,3,-17.7,9.86,28.3,
XP_018728764.1,3.49,3,-17.7,8.18,28.6,
XP_010042470.1,3.54,5,-17.7,8.95,20.1,
XP_010032725.1,3.69,4,-17.7,5.95,39.3,
XP_010049078.1,3.4,3,-17.6,8.09,39.1,
KCW76293.1,3.54,3,-17.6,9.04,41.9,
XP_010025569.1,3.46,3,-17.5,8.78,60,
XP_010045004.1,3.22,3,-17.5,8.82,38.9,
XP_010031256.1,3.45,3,-17.5,6.07,34.9,
XP_010060771.1,3.68,4,-17.5,9.46,30.5,
XP_010043743.1,3.53,4,-17.4,6.17,82.2,
XP_010048762.1,3.28,3,-17.3,5.3,15.4,
XP_010070155.1,3.35,4,-17.3,6.16,33.5,
XP_010068852.1,3.43,3,-17.3,10.38,16.9,
XP_010039555.1,3.52,3,-17.3,4.34,49.1,
XP_010043475.1,3.53,3,-17.2,6.89,18,
XP_010067218.1,3.56,4,-17.2,6.25,23.6,
XP_010062377.1,3.44,3,-17.2,9.29,43,
XP_010043528.1,3.25,3,-17.2,5.66,15.1,
XP_018726677.1,3.41,3,-17.2,8.92,50.6,
XP_010066947.1,3.17,2,-17.1,9.79,31.2,
XP_018727463.1,3.28,2,-17.1,6.21,23.3,
XP_010029522.1,3.42,3,-16.9,5.29,104.7,
XP_010065270.1,3.66,4,-16.9,6.31,34.9,
XP_010046521.1,3.4,3,-16.9,5.52,68.7,
XP_018721419.1,3.43,3,-16.9,9.61,32.2,
KCW57488.1,3.37,4,-16.8,6.45,28.5,no description available
XP_010037934.1,3.48,5,-16.8,10.46,15.7,
XP_010038022.1,3.61,6,-16.8,10.67,30,
XP_010032814.1,3.53,3,-16.7,5.49,32,
XP_010035489.1,3.47,4,-16.7,6.23,50.3,
XP_018720975.1,3.19,2,-16.7,6.54,58.2,
XP_010034168.1,3.53,4,-16.7,6.46,47,
XP_010037684.1,3.58,4,-16.7,10.28,29.9,
KCW55862.1,3.36,2,-16.7,8.17,48.5,
XP_010070498.1,3.4,3,-16.6,8.95,59.6,
XP_010036630.1,3.25,3,-16.6,6.38,103.8,
XP_010042063.1,3.36,3,-16.6,8.95,44.4,
XP_010063754.1,3.21,3,-16.5,4.7,67.9,
XP_010067290.1,3.43,3,-16.4,9.19,59.2,
XP_018730418.1,3.48,3,-16.4,9,27,
XP_010055874.1,3.41,3,-16.4,6.16,38,
ADO23638.1,3.6,7,-16.3,6.67,9,no description available
XP_018727860.1,3.16,2,-16.3,7.72,39.6,
XP_010044055.1,3.16,2,-16.3,5.43,22.1,
XP_018721521.1,3.2,3,-16.2,8.88,43.2,
XP_010031094.1,3.76,6,-16.2,10.94,14.9,
XP_018723237.1,3.35,2,-16.1,4.54,28.6,
XP_010067131.1,3.37,3,-16.1,10.59,12,
XP_010030656.1,3.59,3,-16,9.38,35.7,
XP_010062123.1,3.68,3,-15.9,6.1,37.2,
XP_010061259.1,3.55,3,-15.9,5.79,49.4,
XP_010028902.1,3.53,3,-15.9,9.13,20.1,
XP_018715111.1,3.6,3,-15.7,4.96,69.7,
XP_010025116.1,3.43,3,-15.6,6.65,57.5,
XP_010067669.1,3.32,2,-15.6,4.38,21.9,
XP_010064526.1,3.19,2,-15.5,5.03,25.8,
XP_010055735.1,3.57,4,-15.5,4.46,29.4,
XP_010052928.1,3.54,3,-15.4,9.69,28,
XP_010057371.1,3.15,2,-15.4,4.46,39.7,
XP_010035421.1,3.32,2,-15.4,6.73,20.8,
XP_010057233.1,3.42,2,-15.4,10.26,29.8,
XP_010067029.1,3.46,4,-15.3,5.82,50,
XP_010028346.1,3.29,2,-15.2,5.15,52.1,
XP_010053589.1,4.04,10,-15.1,5.04,17.3,
XP_010063308.1,3.34,3,-15,8.99,24.6,
XP_010062177.1,3.32,3,-14.9,9.19,20.6,
XP_010028489.1,3.03,2,-14.9,5.88,33.1,
XP_010031396.1,3.4,2,-14.8,6.95,52.5,
XP_010027859.1,3.47,3,-14.8,10.79,20.8,
XP_018733071.1,3.23,2,-14.7,5.33,53.4,
XP_010061864.1,3.43,3,-14.7,9.16,27.3,
XP_010053406.1,3.1,2,-14.6,4.79,16.5,
XP_010043806.1,3.19,2,-14.6,5.77,20.3,
XP_010047378.1,3.2,2,-14.6,8.71,39.6,
XP_010049597.1,3.39,3,-14.5,5.81,54.5,
XP_010029593.1,3.35,3,-14.5,8.69,46.5,
XP_010025043.1,3.27,3,-14.5,6.22,38.9,
XP_010028734.1,3.37,3,-14.4,6.56,42.2,
XP_018720922.1,3.57,4,-14.4,6.32,30.6,
XP_018715922.1,3.49,3,-14.3,6.89,63.7,
XP_010033775.1,3.44,3,-14.3,10.51,28,
XP_010062310.1,3.39,2,-14.2,4.85,25.4,
XP_010033156.1,3.47,3,-14.2,8.38,23.9,
XP_010060252.1,3.36,3,-14.2,10.44,25,
XP_018718646.1,3.44,3,-14.2,9.41,56.3,
XP_010061512.1,3.68,5,-14.2,4.78,28.3,
XP_010036587.1,3.51,3,-14.2,8.89,26.7,
XP_010024151.1,3.81,7,-14.1,8.78,42.5,
XP_010052179.1,3.5,3,-14.1,10.01,20.8,
XP_010031331.1,3.27,2,-14.1,6.56,35.6,
XP_018722734.1,3.31,2,-14.1,6.89,18.8,
XP_010038001.1,3.34,3,-14,9.65,13.7,
XP_010063137.1,3.35,2,-14,7.75,16.2,
XP_018715524.1,2.79,1,-13.9,10.48,12.1,
XP_010044209.1,3.3,3,-13.8,10.82,20.3,
XP_010064234.1,3.12,2,-13.8,8.23,52.2,
XP_010047476.1,3.35,3,-13.8,6.46,39.4,
XP_010069890.1,3.22,2,-13.7,11.43,24.1,
XP_010042699.1,3.21,2,-13.7,6.18,23.8,
XP_010048945.1,3.07,2,-13.7,8.81,35.8,
XP_018728502.1,3.15,2,-13.5,4.51,30.9,
XP_018723759.1,3.73,5,-13.5,9.54,14.6,
XP_018718291.1,3.61,3,-13.5,4.4,36.9,
XP_010053945.1,3.32,2,-13.5,11.63,8.2,
XP_010036149.1,3.4,3,-13.3,9.01,43.1,
XP_010066423.1,3.33,2,-13.3,5.78,41.8,
XP_010046363.1,3.17,2,-13.3,9.47,24.8,
XP_010029477.1,3.07,2,-13.3,10.32,23,
XP_010044072.1,3.47,3,-13.2,6.61,25.3,
XP_018720848.1,3.42,3,-13.2,4.11,16.8,
XP_010052670.1,3.08,2,-13.2,10.42,15.7,
XP_010061721.1,3.3,3,-13.1,4.83,51.9,
XP_010027650.1,3.21,2,-13.1,9.01,17.9,
XP_010069657.1,3.47,2,-13,4.8,14.8,
XP_010024240.1,3.25,2,-13,5.65,22.4,
XP_010067124.1,3.36,3,-13,6.2,16.6,
XP_010048953.1,3.01,2,-13,6.5,12,
XP_010065640.1,3.23,2,-13,8.73,31.3,
XP_010063520.1,3.38,4,-12.9,5,41,
XP_010063208.1,3.08,2,-12.9,10.18,17,
XP_010056726.1,3.39,3,-12.9,6.21,12.8,
XP_010035314.1,3.27,2,-12.9,4.31,11.2,
XP_010053765.1,3.19,2,-12.9,4.96,16.4,
XP_010055554.1,3.35,2,-12.8,9.5,31,
XP_010036671.1,2.95,2,-12.8,5.55,15,
XP_010060595.1,3.65,4,-12.8,8.83,37.5,
XP_018716594.1,3.26,2,-12.7,6.75,17.5,
XP_010028435.1,2.91,2,-12.7,10.34,16.4,
XP_010051591.1,3.49,4,-12.6,5.14,26.8,
XP_010056890.1,3.29,2,-12.5,4.71,42.7,
XP_010062212.1,3.19,2,-12.5,4.55,72.3,
XP_010033772.1,3.31,2,-12.4,4.38,44.3,
XP_010064666.1,3.15,2,-12.4,5.95,18.1,
XP_010031373.1,3.17,2,-12.4,6.39,34.5,
XP_010063381.1,2.55,1,-12.4,4.86,33.5,
XP_010023918.1,3.07,2,-12.4,10.37,15.5,
XP_010062823.1,3.52,4,-12.3,9.23,65.2,
XP_010029606.1,3.33,2,-12.3,9.08,29.6,
XP_010028692.1,3.05,2,-12.3,4.8,27.5,
XP_010026954.1,3.12,2,-12.3,4.69,40.2,
XP_010033727.1,3.19,2,-12.2,6.34,89,
XP_010060937.1,3.03,2,-12.2,6.2,62.6,
XP_010053352.1,3.23,2,-12.1,6.23,51.1,
XP_010029506.1,3.34,3,-12.1,8.96,82,
XP_010060968.1,3.54,4,-12,5.05,29.8,
XP_010049715.1,3.44,3,-12,6.21,55.3,
XP_010031688.1,2.74,1,-12,5.87,11.2,
XP_010032323.1,3.28,2,-11.9,5.22,70.5,
XP_010025830.2,3.31,2,-11.9,5.72,45,
XP_010060685.2,3.82,8,-11.9,8.05,47.2,
XP_018718320.1,3.46,3,-11.9,6.43,20.7,
XP_018717102.1,3.2,2,-11.9,9.12,28.8,
XP_010055754.1,3.25,3,-11.9,5.27,52.4,
XP_010053612.1,3.35,2,-11.8,8.65,41,
XP_010033466.1,3.27,2,-11.7,5.68,53.9,
XP_010061330.1,3.32,2,-11.7,9.27,23.4,
XP_010062480.1,3.26,2,-11.7,4.65,47.7,
XP_018721153.1,3.27,2,-11.7,6.25,69.2,
XP_010069676.1,3.53,3,-11.7,5.91,49.6,
XP_010030178.1,3.51,4,-11.7,10.16,44.5,
XP_010045028.1,3.44,3,-11.6,7.61,35.7,
XP_010056284.1,3.29,2,-11.5,4.57,25.4,
XP_010056706.1,3.27,2,-11.5,9.62,25.3,
XP_010062489.2,3.37,2,-11.4,10.72,17.8,
XP_010038395.1,3.15,2,-11.4,5.85,50.9,
XP_010025971.1,3.05,2,-11.4,4.36,15.3,
XP_010062581.1,3.12,2,-11.3,10.8,16.8,
XP_010048138.1,3.08,2,-11.3,9.11,30.3,
XP_010066841.1,3.25,2,-11.3,5.32,47.1,
XP_010028870.1,2.7,1,-11.2,5.3,49,
XP_010045407.1,3.24,2,-11.2,9.51,34.6,
XP_010025333.1,3.09,2,-11.2,6.25,29.4,
XP_010024486.1,2.76,1,-11.2,6.12,12.1,
XP_010028896.1,3.2,2,-11.1,5.37,48.8,
XP_010023934.1,3.25,3,-11.1,6.6,35.6,
XP_010066652.1,3.12,2,-11.1,6.07,67.8,
ADO23647.1,3.06,2,-11.1,10.85,10.8,
XP_010067198.1,3.34,2,-11,5.59,34.5,
XP_018724820.1,3.36,2,-11,7.14,58.2,
XP_010067434.1,3.54,3,-11,5.43,22.7,
XP_018723719.1,3.28,2,-11,6.67,34.8,
XP_010027676.1,3.16,2,-11,9.29,42.4,
XP_010043963.1,3.35,2,-11,8.87,69.4,
XP_010044556.1,3.3,3,-10.9,8.52,42.6,
XP_010042338.1,3.21,2,-10.9,9.51,16.9,
XP_010023696.1,3.45,4,-10.9,5.81,69.8,
XP_010062976.2,3.84,7,-10.8,9.29,60.9,
XP_010061924.1,3.1,2,-10.8,7.02,20,
XP_010061895.1,3.23,2,-10.8,6.22,55.1,
XP_010023768.1,3.34,2,-10.8,8.48,46.9,
ADO23579.1,3.36,3,-10.7,6.84,20.8,no description available
XP_010066388.1,3.33,2,-10.7,6.53,33.9,
XP_010052236.1,3.19,2,-10.7,9.39,18,
XP_018724280.1,3.41,4,-10.5,8.6,56.7,
XP_010055257.1,3.28,2,-10.5,5.53,51.8,
XP_010029994.1,2.96,1,-10.5,9.2,13.9,
XP_010052741.1,3.13,2,-10.5,5.04,23.1,
XP_010041232.1,3.27,2,-10.4,8.45,20.5,
XP_010031001.1,3.34,2,-10.4,5.92,16.1,
XP_010028810.1,2.89,2,-10.4,8.45,28.2,
XP_010067125.1,3.1,2,-10.4,10.09,16,
XP_010042629.1,3.24,2,-10.4,6.77,16.3,
XP_010032710.1,2.94,2,-10.4,10.65,18.7,
XP_010048107.1,3.44,3,-10.3,7.2,44.6,
XP_010062324.1,3.3,2,-10.3,4.7,45,
XP_010066914.1,3.27,4,-10.3,11.6,13.7,
XP_010046987.1,3.04,2,-10.3,8.77,29.2,
XP_010033861.1,3.04,1,-10.2,9,15.8,
XP_018719762.1,3.29,2,-10.2,9.11,85.2,
XP_010043679.1,3.14,2,-10.2,5.29,27.3,
XP_018723203.1,3.44,2,-10.2,8.64,59.7,
XP_018722748.1,3.44,2,-10.2,5.56,31.3,
XP_010033142.1,3.38,3,-10.2,8.35,26.8,
XP_010024340.1,3.25,3,-10.1,6.13,76,
XP_010053221.1,3.22,2,-10.1,5.52,52.7,
XP_010025126.1,3.22,3,-10.1,10.28,14.9,
XP_018727821.1,3.05,2,-10,11.25,24.6,
XP_010047296.1,3.14,2,-10,4.76,14.3,
XP_010028264.1,3.57,4,-9.9,6.03,44.7,
XP_018727023.1,2.76,1,-9.9,5.75,42.9,
NP_001289661.1,3.23,2,-9.9,6.05,92.6,
XP_010028424.1,3.29,2,-9.9,7.56,71.1,
XP_010047621.1,3.21,3,-9.9,9.9,13.9,
XP_010045390.1,3.34,2,-9.9,5.92,64.1,
XP_010037240.1,3.1,2,-9.9,8.54,32,
XP_010030079.2,3.39,2,-9.9,6.71,64,
XP_010038048.1,3.27,3,-9.8,10.39,14.6,
XP_010061434.1,3.22,2,-9.8,5.46,23,
ADO23605.1,3.24,3,-9.8,4.84,9.4,no description available
XP_010055111.1,3.3,3,-9.8,8.37,40.6,
XP_010062244.1,3.31,2,-9.7,7.21,36,
XP_010044133.1,3.12,2,-9.7,8.8,43,
XP_010062711.1,3.09,2,-9.7,9.49,14.3,
XP_018730109.1,3,1,-9.7,8.46,32.2,
XP_010030990.1,3.28,2,-9.7,10.5,17.8,
XP_010025489.1,3.31,2,-9.7,5.58,56.3,
XP_010066468.1,3.54,3,-9.6,6.91,47.9,
XP_010024756.1,3.08,2,-9.6,5.14,17.6,
XP_010055598.1,3.45,2,-9.6,4.59,65.8,
XP_010032881.1,3.53,3,-9.6,7.92,20.9,
XP_010061963.1,3.34,2,-9.6,5.35,43.5,
XP_010045161.1,3.03,1,-9.6,5.83,43.4,
XP_018720305.1,3.29,2,-9.6,9.28,49.9,
XP_010047469.1,3.43,3,-9.5,9.03,80.6,
XP_010049881.1,3.03,1,-9.5,10.55,14.4,
XP_010060009.1,3.4,2,-9.5,4.83,28.7,
XP_010069481.1,3.35,2,-9.4,8.82,48.5,
XP_010031113.1,3.19,2,-9.4,9.01,35.3,
XP_010053668.1,3.36,2,-9.4,7.18,66.7,
XP_010062707.1,3.22,2,-9.4,9.04,30.6,
XP_010069615.1,3.26,2,-9.4,6.72,16.2,
XP_010036917.1,3.14,2,-9.3,6.74,57.5,
XP_010023959.1,3,2,-9.3,8.81,58.6,
XP_018731601.1,3.25,2,-9.3,8.23,39.8,
XP_010044906.1,3.16,2,-9.2,10.33,18.7,
XP_010061298.1,3.11,2,-9.2,6.09,29.6,
XP_010043171.1,3.37,3,-9.2,9.21,11.7,
XP_010061433.1,3.09,2,-9.2,8.84,35.9,
XP_010025365.1,3.27,2,-9.1,6.3,48.9,
XP_010028410.1,3.56,2,-9.1,5.49,55.9,
XP_010025235.1,3.29,2,-9.1,4.67,19,
XP_010060171.1,3.29,2,-9,5.46,51.9,
XP_010055855.1,3.29,2,-9,5.41,48,
XP_010070185.1,3.3,2,-9,6.17,32.2,
XP_010063109.1,3.39,2,-9,9.04,60.7,
XP_010063227.1,3.11,2,-9,8.95,83,
XP_010066598.1,3.13,2,-9,5.06,55,
XP_010054473.1,3.58,4,-8.9,4.97,51.8,
XP_010036841.1,3.13,1,-8.9,6.57,108,
XP_010024230.1,3.55,3,-8.9,9.88,29.8,
XP_018726011.1,3.22,2,-8.9,4.67,131.2,
XP_010053041.1,3.02,3,-8.9,9.77,24.1,
XP_010061103.1,3.41,2,-8.9,6.5,25.9,
XP_010070252.1,3.15,2,-8.9,6.48,48.9,
XP_010051623.1,3.39,2,-8.8,8.98,14.2,
XP_010045007.1,3.15,2,-8.8,5.44,95.8,
XP_018724823.1,3.37,2,-8.8,8.41,26.3,
XP_018733076.1,3.09,2,-8.7,5.35,53.2,
XP_010029371.1,3.18,2,-8.7,9.56,24.5,
XP_018727805.1,3.04,2,-8.6,7.36,26.2,
XP_010037015.1,3.24,2,-8.6,5.56,19.7,
XP_010063458.1,3.11,2,-8.5,5.72,91.6,
XP_018732157.1,2.5,1,-8.5,4.89,24.6,
XP_010055414.1,3.26,2,-8.5,9.5,32.9,
XP_018727064.1,3.06,2,-8.5,9.9,18.8,
XP_018731989.1,3.33,3,-8.5,9,34.4,
XP_010057999.1,2.38,1,-8.4,4.86,62.5,
XP_010051482.1,2.98,1,-8.4,6.98,24.1,
XP_010060713.1,3.39,3,-8.4,9.07,52.2,
XP_010063401.1,3.31,2,-8.4,7.59,46.4,
XP_010034397.1,3.09,1,-8.3,7.13,24.2,
XP_010029344.1,2.98,2,-8.3,8.64,27.6,
XP_010065245.1,3.15,2,-8.3,9.19,100.2,
XP_010058980.1,3.37,2,-8.3,4.72,35,
XP_010055873.1,3.34,4,-8.3,6.01,51.8,
XP_010069948.1,3.35,2,-8.3,4.7,147.8,
XP_010038274.1,3.61,3,-8.2,5.92,38.8,
XP_010067674.1,3.51,2,-8.2,9.14,121.2,
XP_010023772.1,3.23,2,-8.2,5.84,61.2,
XP_010045666.1,3.43,2,-8.2,5.3,54.7,
XP_018733370.1,2.78,1,-8.2,6.34,35.7,
XP_010045430.1,3.51,2,-8.2,5.43,46.3,
XP_018725380.1:reversed,3.27,2,-8.2,8.2,102.6,
XP_010032204.1,3.18,2,-8.2,5.84,26.6,
XP_010036279.1,3.39,2,-8.2,5.24,37.3,
XP_010040376.1,2.3,1,-8.1,9.86,19.2,
XP_010065601.1,3.37,2,-8.1,6.39,26.1,
XP_010027759.1,3.35,2,-8.1,5.6,55.5,
XP_018729585.1,3.56,3,-8.1,5.65,53.9,
XP_010061458.1,2.91,1,-8.1,5.8,43.7,
XP_018718529.1,3.33,2,-8.1,6.55,90.5,
XP_010049856.1,3.21,2,-8.1,6.83,19.6,
XP_010025196.1,3.41,3,-8,5.48,97.9,
XP_010065642.1,3.28,2,-8,9.45,31.5,
XP_010064077.1,3.32,2,-8,7.77,41.1,
XP_010034898.1,3.14,1,-8,4.98,28.3,
XP_010050503.1,3.38,2,-8,4.62,38.9,
XP_010047778.2,2.98,1,-8,6.49,19.5,
XP_010067752.1,3.34,2,-8,6.79,37.8,
XP_010035014.1,2.97,1,-7.9,9.19,39.1,
XP_010037499.1,2.84,1,-7.9,5.12,32.7,
XP_010033976.1,3.09,2,-7.9,8.55,42.4,
XP_010025094.1,2.87,1,-7.8,9.04,63.4,
XP_010048382.1,3.11,2,-7.8,4.48,27.5,
XP_010041954.1,2.9,2,-7.8,5.64,15.3,
XP_018721988.1,3.16,2,-7.7,6.22,22.7,
XP_010025405.1,3.16,2,-7.7,6.06,26.7,
XP_010060035.1,3.38,2,-7.7,8.88,34.2,
XP_010059891.1,3.11,1,-7.7,6.01,57,
XP_010047486.1,3.25,2,-7.7,8.86,43.5,
XP_010032735.1,3.04,1,-7.7,9.18,48.9,
XP_010067332.1,3.25,2,-7.6,5.91,21.8,
XP_010034084.1,2.8,1,-7.6,5.37,68.7,
XP_010041628.2,2.84,1,-7.6,4.42,22.5,
XP_010060025.1,3.27,2,-7.6,8.06,33.1,
XP_010043884.1,2.97,1,-7.5,8.93,8.6,
XP_010033655.1,3.62,4,-7.5,4.69,25.9,
XP_010031899.1,3.09,2,-7.5,5.85,80.9,
XP_010048936.1,2.74,1,-7.5,9.39,22.3,
XP_010069896.1,3.35,2,-7.5,9.02,60.9,
XP_010029666.1,3.36,3,-7.5,7.73,27.2,
XP_010029473.1,3.26,2,-7.4,9.71,39.8,
KCW65511.1,3.11,2,-7.4,7.66,24,
XP_010037912.1,3.15,2,-7.4,9.25,28.5,
XP_010044940.1,3.3,2,-7.4,4.89,49.5,
XP_010058059.1,3.29,2,-7.4,8.79,41.5,
XP_010062486.1,3.17,1,-7.4,6.41,34.2,
XP_018719817.1,3.12,1,-7.3,4.65,18.5,
XP_010041508.1,2.71,1,-7.3,4.97,19.3,
XP_010056468.1,2.88,2,-7.3,6.2,22,
XP_010062247.1,3.4,3,-7.3,5.62,41.3,
XP_010028184.1,2.94,1,-7.3,8.27,58.2,
XP_010031859.1,3.61,3,-7.2,8.1,58.6,
XP_010059608.1,3.27,2,-7.2,7.64,44.3,
XP_010036010.1,3.3,2,-7.2,6.51,23.1,
XP_010044808.1,3.15,2,-7.2,6.08,28.4,
XP_010026802.1,3.12,2,-7.2,10.25,29.2,
XP_010025286.1,3.14,2,-7.2,9.68,27.2,
XP_018716174.1:reversed,3.23,2,-7.1,5.97,128.7,
XP_010024750.1,3.53,5,-7.1,5.59,17.9,
XP_010035827.1,3.45,2,-7.1,5.98,25.7,
XP_010037232.1,3.42,2,-7.1,5.83,101.3,
XP_010027979.2,3.06,2,-7.1,5.91,57.3,
XP_010032945.1,3.39,2,-7.1,5.89,105.8,
XP_010069589.1,3.02,1,-7.1,5.58,55.4,
XP_010046052.1,3.19,2,-7.1,4.89,26.5,
XP_010025413.1,2.95,2,-7.1,10.56,12.9,
XP_010032130.1,3.27,2,-7.1,6.43,47.8,
XP_010055439.1,3.27,2,-7.1,8.95,46.9,
XP_018724495.1,3.57,2,-7,10.03,17,
XP_010049912.1,3.16,2,-7,5.53,71.7,
XP_010031640.1,2.73,1,-7,9.61,12.3,
XP_010047919.1,2.69,1,-7,5.22,103.1,
XP_010028788.1,3.05,1,-7,6.06,28.2,
XP_010055472.1:reversed,3.23,2,-7,5.74,108.5,
XP_010049196.1,3.31,2,-7,6.44,114.4,
KCW69365.1,3.19,1,-7,9.04,56.8,
XP_018723164.1,2.94,2,-6.9,10.49,15.5,
XP_018732226.1,3.1,1,-6.9,9.59,20.1,
XP_010054297.1,3.3,2,-6.9,8.71,40.2,
XP_010046975.1,3.27,3,-6.9,5,56.3,
XP_018725545.1,3.21,2,-6.8,8.62,88.7,
XP_010036163.1,2.83,1,-6.8,10.43,11.2,
XP_010057770.1,3.32,2,-6.8,5.5,39.2,
XP_010033868.1,3.26,2,-6.8,5.23,23.2,
XP_010062388.1,2.32,1,-6.8,5.41,31.2,
XP_010035150.1,3.14,2,-6.8,11.32,12.4,
XP_018720495.1,3.47,3,-6.7,6.19,207.9,
XP_010054127.1,2.62,1,-6.7,9.77,30.2,
XP_010032796.1,3.06,2,-6.7,6.59,22.7,
XP_010051960.1,3.39,2,-6.7,6.09,92.8,
XP_010048942.1,3.3,2,-6.7,8.72,35.6,
KCW67086.1,3.3,2,-6.7,6.53,85.9,
XP_018723233.1,3.21,2,-6.7,6.43,95.9,
XP_018719701.1,3.59,2,-6.7,6.2,59.5,
KCW57736.1,3.29,2,-6.7,8.33,28,
XP_018715653.1,3.16,2,-6.7,5.14,26.5,
XP_018717463.1,3.41,2,-6.6,4.79,45.6,
XP_010029333.1,3.21,2,-6.6,5.57,99.8,
XP_010069727.1,3.45,2,-6.6,6.89,49.1,
XP_018716595.1:reversed,3.31,2,-6.6,9.6,58.6,
XP_010027950.1,3.09,1,-6.6,5.28,22.6,
XP_010050948.1,3.17,2,-6.5,6.55,121.9,
XP_010062395.1,3.1,2,-6.5,9.6,12.3,
XP_010033863.1,2.87,1,-6.5,9.95,15,
XP_010037783.1,2.67,1,-6.5,5.1,31.7,
XP_010066260.1,3.35,2,-6.4,4.83,132.7,
XP_010027598.1,3.22,2,-6.4,10.4,45.6,
XP_010027818.1,3.13,2,-6.4,9.5,10.2,
XP_010049637.1,2.99,1,-6.3,8.91,68.1,
KCW59410.1,3.51,2,-6.3,6.07,120.4,
XP_018732255.1,2.79,1,-6.2,5.31,27.2,
XP_010055186.1,3.01,1,-6.2,5.84,28.2,
XP_018717488.1,2.93,1,-6.2,9.48,16.1,
XP_010067882.1,3.05,1,-6.1,6.42,32.7,
ADO23617.1,3.17,2,-6.1,6.03,7.7,no description available
XP_010056166.1,2.97,1,-6.1,6.13,40.8,
XP_018730611.1,2.81,1,-6,5.83,33.9,
XP_010034091.1,3.24,1,-6,9.18,47.2,
XP_010062605.1,2.95,1,-6,9.85,21,
XP_018732049.1,3.45,3,-5.9,9.3,9.6,
XP_018727894.1,3.22,1,-5.9,5.59,32.1,
XP_010031855.1,3.04,1,-5.9,6.37,101.8,
XP_010032739.1,2.86,1,-5.9,9,27,
XP_018725075.1,2.77,1,-5.9,4.79,32.3,
XP_010066601.1,2.65,1,-5.9,9.48,22.6,
XP_010038837.1,3.14,1,-5.9,8.77,26.1,
XP_010061315.1,3.02,1,-5.8,8.38,26.7,
XP_010043580.1,2.89,1,-5.8,10.11,26.4,
XP_010046994.1,2.51,1,-5.8,5.27,27.4,
XP_010043384.1,3.26,1,-5.7,5.38,12.3,
XP_010038359.1,2.94,1,-5.7,8.67,25,
XP_010050337.1,2.94,2,-5.6,5.74,39.3,
XP_018715152.1,2.85,1,-5.6,6.37,54.9,
XP_010038116.1,3.18,1,-5.6,6.06,173.5,
XP_010070152.1,3.1,1,-5.6,9.88,11.4,
XP_010036728.1,2.9,1,-5.6,6.54,54.3,
XP_010026026.1,2.49,1,-5.6,6.98,33.8,
XP_010029949.1,3.03,1,-5.5,5.75,73.3,
XP_018730850.1,2.99,1,-5.5,4.94,10.5,
XP_010069958.1,3.34,2,-5.5,5.77,23.8,
XP_010064092.1,2.83,1,-5.5,4.97,45.5,
XP_010069046.1,3.36,3,-5.5,4.83,14.8,
XP_010048833.1,3.01,1,-5.5,9.53,26.9,
XP_010028337.1,2.74,1,-5.4,5.33,54.9,
XP_010024302.1,3.13,1,-5.4,5.54,16.4,
XP_010063301.1,3.35,2,-5.4,4.75,43.8,
XP_010062488.1,2.94,1,-5.3,10.09,15.2,
XP_018720995.1,2.94,1,-5.3,10.37,28.6,
