Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010056030.1,3.1,2,-8.2,7.59,47.4,
XP_010023959.1,3.33,2,-8.2,8.81,58.6,
XP_010034921.1,3.56,4,-8.2,9.52,22.1,
XP_010052937.1,3.42,3,-8.2,5.68,27.9,
XP_010047425.1,3.31,2,-8.2,8.83,64,
XP_010025422.1,3.32,2,-8.1,8.85,58.7,
XP_018727607.1,3.39,2,-8.1,5.78,24,
XP_018732226.1,3.3,2,-8,9.59,20.1,
XP_010029606.1,3.04,1,-8,9.08,29.6,
XP_010050008.1,3.35,2,-8,5.5,47.9,
XP_010059775.1,3.19,2,-7.9,5.81,42,
XP_010062488.1,3.14,2,-7.9,10.09,15.2,
XP_010049299.1,3.14,2,-7.9,6.7,53.5,
KCW73802.1,3.38,3,-7.8,5.57,24.1,
XP_010049602.1,2.79,1,-7.8,5.44,54.4,
XP_010066391.1,3.04,2,-7.8,5.68,29.5,
XP_010028719.1,3.27,2,-7.7,6.67,31.5,
XP_010028579.1,3.18,2,-7.7,5.12,106.5,
XP_010069614.1,3.43,2,-7.7,10.39,25,
XP_010052016.1,3.11,2,-7.7,9.12,81.6,
XP_010069102.1,3.11,1,-7.6,8.73,31.7,
XP_018719762.1,3.29,2,-7.6,9.11,85.2,
XP_010024288.1,3.32,2,-7.6,5.38,34.2,
XP_010061502.1,3.2,2,-7.6,5.81,29.4,
XP_010052071.1,3.32,2,-7.6,10.47,21.2,
XP_018717611.1,3.07,2,-7.6,9.48,32,
XP_010042470.1,3.26,3,-7.6,8.95,20.1,
XP_010031113.1,3.32,2,-7.5,9.01,35.3,
XP_010027759.1,2.96,1,-7.5,5.6,55.5,
XP_010024778.1,3.26,2,-7.5,9.17,84.9,
XP_010034247.1,3.21,2,-7.5,6.13,68.4,
XP_010034577.1,3.11,1,-7.5,5.78,32.8,
XP_018719941.1,3.29,2,-7.5,5.57,61.9,
KCW76293.1,3.34,2,-7.4,9.04,41.9,
XP_010067384.1,2.89,1,-7.4,9.85,14.8,
XP_010024486.1,3.22,2,-7.3,6.12,12.1,
XP_010039587.2,3.34,2,-7.3,6.29,16.7,
XP_010037698.1,3.03,1,-7.2,6.02,32.8,
XP_018729627.1,3.06,2,-7.2,9.49,30.4,
XP_010036587.1,2.67,1,-7.2,8.89,26.7,
XP_010067172.1:reversed,3.34,2,-7.2,9.25,87.4,
XP_010041498.1,2.47,1,-7.2,5.39,25.6,
ADO23638.1,3.43,3,-7.2,6.67,9,no description available
XP_010024151.1,3.33,3,-7.1,8.78,42.5,
XP_010049097.1,3.3,2,-7.1,4.68,37.8,
XP_010035248.1,2.91,2,-7.1,9.73,23.2,
XP_010034062.1,2.99,2,-7.1,5.48,30.8,
XP_018730667.1:reversed,3.23,2,-7.1,6.06,81.5,
XP_018716936.1,3.22,2,-7,9.05,113.8,
XP_010033910.1:reversed,3.17,2,-7,6.16,97.8,
XP_010041232.1,3.43,3,-7,8.45,20.5,
XP_010047476.1,3.12,3,-7,6.46,39.4,
XP_010051795.1,3.43,2,-6.9,5.22,35,
XP_010043386.1,3.15,2,-6.9,8.71,15.2,
XP_010032881.1,2.97,1,-6.9,7.92,20.9,
ADO23609.1,3.03,1,-6.9,9.97,7.7,
XP_010037523.1,3.01,2,-6.9,10.46,16.4,
XP_010036312.2,2.61,1,-6.9,5.97,37.2,
KCW57488.1,3.4,2,-6.9,6.45,28.5,no description available
XP_018724670.1,3.44,2,-6.9,9.24,103.5,
XP_010047424.1,2.96,2,-6.8,5.95,62.3,
XP_010052295.1,3.16,2,-6.8,9.83,32.9,
XP_010063844.1,3.42,2,-6.8,10.19,44.5,
XP_010034250.1,3.17,2,-6.8,6.53,86.1,
XP_010036156.1,3.13,2,-6.7,4.8,49.2,
XP_010052755.1,3.01,1,-6.7,9.41,14.4,
KCW51749.1:reversed,2.93,2,-6.7,9.48,14,
XP_018720495.1,3.38,2,-6.7,6.19,207.9,
XP_010031003.1,3.28,2,-6.7,5.92,16,
XP_010061924.1,3.28,2,-6.7,7.02,20,
XP_018732774.1,3.17,2,-6.7,7.27,214.9,
XP_010038247.1,3.38,2,-6.6,11.43,24.3,
XP_010053873.1,3.18,2,-6.6,8.96,81.2,
XP_010030204.1,3.29,2,-6.6,6.21,23.8,
XP_010066854.1,3.21,2,-6.5,6.36,57.4,
XP_010055439.1,2.87,1,-6.5,8.95,46.9,
XP_010067228.1,3.23,2,-6.5,5.44,150.3,
XP_010043744.1,3.07,1,-6.5,4.58,64.2,
XP_010069674.1:reversed,3.51,2,-6.5,4.32,11.3,
KCW54868.1:reversed,3.14,2,-6.5,9.96,31.2,
KCW62387.1:reversed,3.1,2,-6.4,7.14,52.6,
XP_010035630.1,3.13,2,-6.4,5.78,33.9,
XP_010056776.1,3.28,2,-6.4,4.71,29.4,
XP_018717539.1,3.03,1,-6.4,5.91,47.1,
XP_010052576.1,3.42,2,-6.4,5.06,32.8,
XP_010031680.1,3.32,3,-6.4,4.7,23.8,
XP_010032130.1,3.23,2,-6.3,6.43,47.8,
XP_018718394.1,3.11,1,-6.3,6.39,46.3,
XP_010056893.1,2.76,1,-6.3,6.75,16.9,
XP_010028022.2:reversed,3.38,2,-6.3,9.57,80.8,
XP_010047111.1,3.86,5,-6.2,5.6,17.5,
XP_010069948.1,2.75,1,-6.2,4.7,147.8,
KCW53946.1,3.24,2,-6.2,8.18,99.1,
XP_018730810.1,3.43,2,-6.2,8.77,38.1,
XP_010052393.1:reversed,3.47,2,-6.2,8.3,101.3,
XP_010047778.2,3.11,1,-6.2,6.49,19.5,
XP_010036387.1,2.97,1,-6.2,8.95,29.6,
XP_010055872.1,2.56,1,-6.2,11.05,8.2,
XP_018725143.1,2.92,1,-6.2,5.66,15.2,
XP_010052330.1,3.29,2,-6.1,5.36,39.9,
XP_010026792.1,3.03,1,-6.1,8.69,42.1,
XP_018722032.1,3.05,1,-6.1,4.5,9.9,
XP_010069144.1,2.46,1,-6.1,9.49,18.1,
XP_010053221.1,3,1,-6,5.52,52.7,
XP_010033583.1,3,1,-6,7.75,17,
XP_010029394.1,2.83,1,-6,4.86,45.9,
XP_010052307.1,3.1,1,-5.9,9.34,10.9,
XP_010057976.1,3.02,1,-5.9,8.27,35.1,
XP_010048939.2,2.98,1,-5.9,7.96,35.3,
XP_010046363.1,3.05,1,-5.8,9.47,24.8,
XP_018717371.1,3.11,1,-5.8,6.01,45.2,
ADO23625.1,2.99,1,-5.8,11.69,15.3,no description available
XP_010023772.1,2.8,1,-5.8,5.84,61.2,
XP_010043849.1,3.09,2,-5.8,8.34,25.6,
XP_010062375.1,2.89,1,-5.8,6.77,41.4,
XP_010030052.1,2.66,1,-5.8,9.59,24.5,
XP_010047430.1,3.33,2,-5.8,7.97,57.1,
XP_010057233.1,3.49,4,-5.6,10.26,29.8,
XP_018732431.1,2.71,1,-5.6,6.91,15,
XP_010031780.1,3.25,3,-5.6,9.25,8.6,
XP_010055598.1,3.47,2,-5.6,4.59,65.8,
XP_010063137.1,2.99,1,-5.6,7.75,16.2,
XP_010025900.2,2.94,1,-5.6,9.69,22.3,
XP_010028870.1,2.94,1,-5.5,5.3,49,
XP_010036706.1,2.96,1,-5.5,9.38,24,
XP_010033957.1,3.31,2,-5.5,4.9,45.8,
XP_010044444.1,3.43,3,-5.5,6.38,19.1,
XP_010028398.1,2.95,1,-5.5,5.74,93.5,
XP_010060595.1,2.9,1,-5.4,8.83,37.5,
XP_010033326.1,2.97,1,-5.4,5.5,249,
XP_010042239.1,2.56,1,-5.4,9.67,22.4,
XP_010025570.1,3.02,1,-5.4,6.33,58.9,
XP_010037015.1,3.17,1,-5.3,5.56,19.7,
XP_010047469.1,3.34,2,-5.3,9.03,80.6,
XP_010061415.1,3.07,1,-5.3,6.78,38.2,
XP_010035349.1,3.08,1,-5.3,9.63,13.3,
XP_010052795.1,2.9,1,-5.3,5.61,18,
XP_018731829.1,2.73,1,-5.2,5.42,68.7,
XP_010024750.1,3.48,4,-5.2,5.59,17.9,
XP_010051031.1,2.9,1,-5.2,9.95,25.1,
XP_010044352.1,2.54,1,-5.1,4.91,90.5,
XP_010043899.1,3.08,1,-5.1,7.69,12.4,
XP_010048791.1,3.14,1,-5.1,7.02,20.8,
XP_010069705.1,2.91,1,-5,6.46,41.5,
XP_010062890.1,2.73,1,-5,8.62,20.1,
XP_010029506.1,3.06,1,-5,8.96,82,
XP_010033861.1,2.95,1,-5,9,15.8,
XP_010055186.1,3.04,1,-4.9,5.84,28.2,
XP_010029282.1,3.11,1,-4.9,6.83,15.2,
XP_010056890.1,3.05,1,-4.8,4.71,42.7,
XP_010054571.1,2.76,1,-4.7,7.88,10.4,
XP_010053196.1,2.88,1,-4.7,7.78,28,
XP_010025239.1,2.88,1,-4.6,10.6,32.3,
XP_018715566.1,2.94,1,-4.6,6.64,62.4,
XP_010045407.1,2.93,1,-4.6,9.51,34.6,
XP_010042017.2,2.98,1,-4.6,5.83,43.7,
XP_018718273.1,2.73,1,-4.6,6.46,54.5,
XP_018725075.1,2.79,1,-4.5,4.79,32.3,
XP_010032789.1,3.34,2,-4.5,5.37,49.2,
KCW87739.1,3.17,3,-4.5,9.44,11.4,
XP_010049856.1,3.24,2,-4.5,6.83,19.6,
XP_010038837.1,2.8,1,-4.4,8.77,26.1,
XP_010027676.1,2.85,1,-4.4,9.29,42.4,
XP_010028689.1,2.71,1,-4.4,6.95,33.5,
XP_010046355.2,3.27,2,-4.3,5.17,19.2,
XP_010042782.2,3.07,1,-4.3,5.42,23.8,
XP_018718257.1,2.99,1,-4.3,5.83,65.5,
XP_010046052.1,3.01,1,-4.3,4.89,26.5,
XP_010061751.1,3.02,1,-4.3,9.47,13.8,
XP_010062711.1,3.16,1,-4.2,9.49,14.3,
XP_010049304.1,3.1,1,-4.2,8.62,58.1,
XP_010024004.1,3.25,2,-4.2,4.43,25.3,
XP_010067310.1,2.99,1,-4.2,7.73,52.2,
XP_010053668.1,3.01,1,-4.2,7.18,66.7,
XP_010069003.1,3.07,1,-4.2,11.63,8.3,
XP_018732049.1,3.07,1,-4.1,9.3,9.6,
XP_010053352.1,2.87,1,-4.1,6.23,51.1,
XP_018730250.1,2.92,1,-4.1,4.44,15.8,
XP_010029666.1,2.88,1,-4.1,7.73,27.2,
XP_010043043.1,3.06,2,-4.1,11.14,21,
XP_010060988.1,3.03,1,-4.1,8.25,44.5,
XP_010042338.1,2.79,1,-4.1,9.51,16.9,
XP_018729940.1,3.01,1,-4.1,6.14,34.2,
XP_010028455.1,3.01,1,-4,8.33,39.4,
XP_010028734.1,3.1,1,-4,6.56,42.2,
XP_010043291.1,2.43,1,-4,9.4,11.8,
XP_010066421.1,3.03,1,-4,9.32,40.1,
XP_010069371.1,2.94,1,-4,5.72,35.7,
XP_010064993.1,3.11,1,-4,4.93,9.2,
XP_010033127.1,3.14,2,-4,9.07,15.5,
XP_018717674.1,3.1,1,-4,9.44,30.1,
XP_010041282.1,2.82,1,-3.9,6.47,19.2,
XP_010028369.1,2.95,1,-3.9,9.12,42.6,
XP_010043884.1,3.14,2,-3.9,8.93,8.6,
ADO23647.1,3.07,1,-3.8,10.85,10.8,
XP_010069569.1,2.93,1,-3.8,7.72,12.6,
XP_010062244.1,2.83,1,-3.8,7.21,36,
XP_010067198.1,3.07,1,-3.7,5.59,34.5,
XP_010063034.1,2.96,1,-3.7,7.31,60.7,
XP_010028205.1,2.67,1,-3.7,5.01,39.5,
XP_010060685.2,2.45,1,-3.7,8.05,47.2,
XP_018718731.1,3.01,1,-3.7,6.44,65.8,
XP_010066441.1,2.81,1,-3.6,5.01,14.8,
XP_010052888.1,2.76,1,-3.6,5.93,74.1,
XP_010038204.1,2.45,1,-3.6,4.6,23,
XP_018716501.1,2.95,1,-3.6,9.02,43.7,
XP_010042063.1,3.22,2,-3.6,8.95,44.4,
XP_010036917.1,3.01,1,-3.6,6.74,57.5,
XP_010037240.1,2.59,1,-3.6,8.54,32,
XP_010035302.1,3.03,1,-3.6,4.98,28.3,
XP_018727463.1,2.8,1,-3.6,6.21,23.3,
XP_018724605.1,2.61,1,-3.6,6.28,45.7,
XP_010048138.1,3.12,1,-3.6,9.11,30.3,
XP_018724240.1,3.01,1,-3.6,9.22,55.8,
XP_010062312.1,2.64,1,-3.6,4.89,25.3,
XP_010026954.1,2.96,1,-3.6,4.69,40.2,
XP_010066434.1,2.96,1,-3.6,7.56,42.2,
NP_001289660.1,2.59,1,-3.5,4.93,49.6,
XP_010035177.1,2.89,1,-3.5,7.77,28.4,
XP_010044612.1,3.02,1,-3.5,8.09,56.6,
XP_010069674.1,2.45,1,-3.5,4.32,11.3,
XP_018726066.1,3.3,4,-3.4,9.34,27.6,
XP_018723543.1,3.03,2,-3.4,6.17,26.8,
XP_010067463.1,2.88,1,-3.4,6.91,36.3,
XP_018722899.1,2.78,1,-3.4,6.79,50.6,
XP_010066423.1,2.7,1,-3.4,5.78,41.8,
XP_010048719.1,3.07,1,-3.4,8.8,34.3,
XP_010051514.1,2.88,1,-3.3,8.4,34.8,
XP_010038444.1,3.02,1,-3.3,6.03,51,
XP_010055873.1,2.85,1,-3.3,6.01,51.8,
XP_010043558.1,2.55,1,-3.3,5.04,43.7,
XP_010027752.1,3.13,1,-3.3,5.55,44.3,
XP_010044209.1,2.69,1,-3.3,10.82,20.3,
XP_010030120.1,2.95,2,-3.3,5.48,184.9,
XP_018723203.1,3.04,1,-3.3,8.64,59.7,
XP_010063491.1,2.81,1,-3.3,9.33,17.6,
XP_010028824.1,3.39,2,-3.3,6.22,23.3,
XP_010037256.1,2.56,1,-3.2,6.25,41.9,
XP_010061114.1,3.08,1,-3.2,5.84,40.1,
XP_010058582.2,2.96,1,-3.2,8.35,47.7,
XP_018726692.1,2.75,1,-3.2,6.64,38.9,
XP_010036845.1,2.91,1,-3.2,9.98,16.8,
XP_010064666.1,2.91,1,-3.2,5.95,18.1,
XP_010027647.1,2.81,1,-3.2,7.07,44.6,
XP_010032665.1,3.03,1,-3.2,8.5,35.4,
XP_010063142.1,2.67,1,-3.2,9.34,17.5,
XP_010052213.1,2.99,1,-3.2,5.69,39.6,
XP_010044940.1,2.72,1,-3.2,4.89,49.5,
XP_010053270.1,3.31,2,-3.1,8.68,18.8,
XP_018729774.1,2.79,1,-3.1,9.16,27.3,
XP_018719609.1:reversed,3.36,1,-3.1,6.95,101.6,
XP_010063744.1,2.8,1,-3.1,6.41,16.2,
XP_018715972.1,2.73,1,-3.1,4.7,13.4,
XP_010063051.1,2.81,1,-3.1,5.37,34.1,
XP_010049442.1,2.57,1,-3.1,5.67,34.3,
XP_010057674.1,2.95,1,-3,6.01,73.8,
ADO23596.1,3.3,2,-3,5.18,14.6,no description available
XP_010047394.1,2.84,1,-3,6.09,23.2,
XP_010066639.1,2.94,1,-3,6.43,64.9,
XP_010035538.1,2.97,1,-3,10.15,16,
XP_010049955.1,2.85,1,-3,8.7,47.8,
XP_010056284.1,3.21,1,-3,4.57,25.4,
XP_010060846.1,3.03,1,-3,5.86,93.9,
XP_018717575.1,3.06,1,-3,5.06,20.1,
XP_018719996.1,3.23,1,-3,4.98,50.9,
XP_010061449.1,2.69,1,-3,4.87,37.5,
XP_010036787.1,3.28,1,-3,9.24,63.5,
XP_010032908.1,3.2,1,-3,11.06,27.8,
XP_010061969.1,2.96,1,-3,5.4,47.7,
XP_010050030.1,3.22,1,-3,8.48,24.4,
XP_018720839.1:reversed,3.1,1,-2.9,5.5,72.3,
XP_010067450.1,2.99,1,-2.9,8.83,32.4,
XP_010032204.1,2.91,3,-2.9,5.84,26.6,
XP_010061414.1,2.96,1,-2.9,6.56,38.9,
XP_018727338.1,3.1,1,-2.9,10.9,13.2,
XP_010065916.1,2.9,1,-2.9,8.91,24.3,
XP_010028435.1,2.9,1,-2.9,10.34,16.4,
XP_010067290.1,3.04,1,-2.9,9.19,59.2,
XP_010039942.1,2.8,1,-2.9,8.8,34.5,
KCW69288.1:reversed,3.07,1,-2.9,6,51.5,
ADO23579.1,2.85,1,-2.8,6.84,20.8,no description available
XP_018732345.1,3.16,1,-2.8,5.13,114.6,
XP_018719485.1,3.07,1,-2.8,6.09,173.4,
XP_010066599.1,3.03,1,-2.8,9.43,44.8,
XP_010043178.1,2.95,1,-2.8,9.72,12.1,
XP_010069896.1,2.82,1,-2.8,9.02,60.9,
XP_010035103.1,2.95,1,-2.8,8.07,72.1,
XP_018719867.1,3.14,1,-2.8,6.1,29.4,
XP_010069838.1,3.01,1,-2.8,6.31,35.5,
XP_010023870.2,2.88,1,-2.8,9.38,76.6,
XP_010063935.1,2.94,1,-2.8,5.82,78.7,
XP_010061754.1,3.09,1,-2.7,4.98,47.6,
XP_010062546.1,3.2,1,-2.7,4.65,71.3,
AIU48057.1,2.91,1,-2.7,6.76,117.5,
XP_010062212.1,2.66,1,-2.7,4.55,72.3,
XP_010062810.1,3.01,1,-2.7,6.73,17.2,
XP_010045486.1,3,1,-2.7,6.83,22.9,
XP_010036023.1,2.58,1,-2.7,8.54,39.2,
XP_010033471.1,2.9,1,-2.7,9.46,13.5,
XP_010040845.1,2.87,1,-2.7,11.9,15.9,
XP_010046900.1:reversed,3.32,1,-2.7,6.7,11.3,
XP_018721326.1,3.05,1,-2.7,5.87,58.1,
XP_010029719.1,2.79,1,-2.7,9.67,69.6,
XP_010063367.1:reversed,3.25,1,-2.7,4.84,10,
XP_010030656.1,2.8,1,-2.6,9.38,35.7,
XP_010038705.1:reversed,3.05,1,-2.6,7.94,16.8,
XP_010028323.1,2.64,1,-2.6,5.42,76.9,
XP_010031800.1,3.11,1,-2.6,5.37,46.2,
XP_010033727.1,2.53,1,-2.6,6.34,89,
XP_010061708.1,2.96,1,-2.6,4.34,19.9,
XP_010042306.1:reversed,2.94,1,-2.6,10.06,31.6,
XP_010036671.1,2.76,1,-2.6,5.55,15,
XP_010056494.1,3.23,2,-2.6,4.2,15.7,
XP_018721346.1,2.51,1,-2.6,8.67,34,
XP_018733389.1,3.12,1,-2.6,6.19,42.5,
XP_018729628.1,3.02,1,-2.6,5.21,23.3,
XP_010035024.1,2.84,1,-2.6,5.79,66,
XP_010034641.1,3.1,2,-2.5,9.87,29.8,
XP_018726232.1,3.03,1,-2.5,8.51,36.9,
XP_010066152.1,2.94,1,-2.5,8.54,31.5,
XP_010065261.1,3.16,1,-2.5,10.38,11.9,
XP_010053336.1,3.24,2,-2.5,4.88,36.3,
XP_018730109.1,2.55,1,-2.5,8.46,32.2,
XP_018732787.1,3.19,1,-2.5,7.64,39,
XP_010053641.1,2.75,1,-2.5,5.1,31.2,
XP_010054231.2,2.99,1,-2.5,5.81,31.6,
XP_018715542.1,2.62,1,-2.5,9.16,17.6,
XP_010070035.1,2.96,1,-2.5,6.13,28.1,
XP_010025153.1,3.08,1,-2.5,8.43,26.7,
XP_010054278.1,2.65,1,-2.5,9.2,81.3,
XP_010033655.1,2.45,1,-2.5,4.69,25.9,
XP_010025449.1,2.96,1,-2.5,5.95,27.3,
XP_018720256.1,2.89,1,-2.5,8.21,58,
XP_010037205.1,3.03,1,-2.5,8.63,60,
XP_010047296.1,3.02,1,-2.5,4.76,14.3,
XP_010033484.1,2.96,2,-2.5,5.52,57.8,
XP_018715346.1,2.82,1,-2.5,9.79,31.3,
XP_010064173.1:reversed,3.14,2,-2.4,6.83,27.7,
XP_018717932.1,2.92,1,-2.4,6.52,99,
KCW85748.1,3.11,1,-2.4,8.91,53.4,
XP_010058407.1,2.88,1,-2.4,10.39,18.7,
XP_010023903.1,2.91,1,-2.4,10.24,21.3,
XP_010028684.1,2.8,1,-2.4,7.08,34,
XP_010036795.1,2.36,1,-2.4,6.18,35.6,
XP_010057280.1:reversed,2.93,1,-2.4,8.8,12.8,
XP_010026889.1,2.43,1,-2.4,9.13,48.5,
KCW87908.1:reversed,3.23,1,-2.4,6.88,33,
XP_010063900.1,2.97,1,-2.3,9.75,13.6,
XP_010025045.1,3,1,-2.3,9.2,30.6,
XP_018732271.1:reversed,2.72,1,-2.3,10.33,45,
XP_010062272.1:reversed,3.23,1,-2.3,8.51,70.5,
XP_018721594.1:reversed,2.84,1,-2.3,7.98,125.5,
XP_010046310.1:reversed,2.83,1,-2.3,7.59,64.7,
XP_018723502.1,3.21,1,-2.3,6.09,154.3,
XP_010029994.1,2.87,1,-2.3,9.2,13.9,
XP_010060910.1,2.94,1,-2.3,9.63,38.9,
XP_010062800.1,2.9,1,-2.3,8.38,43.2,
XP_010029899.1:reversed,3.02,1,-2.3,6.43,46,
XP_010048490.1,2.96,1,-2.3,5.05,25.3,
KCW87317.1,2.92,1,-2.3,7.25,75.4,
XP_010052928.1,3.04,1,-2.3,9.69,28,
XP_010050880.1:reversed,2.77,1,-2.3,6.03,78.3,
XP_010055575.1:reversed,3.33,1,-2.3,5.47,35.7,
XP_010052945.1,3.03,1,-2.3,5.46,61.3,
XP_010047874.1,2.97,1,-2.3,6.07,35.4,
XP_010038022.1,2.78,1,-2.2,10.67,30,
KCW56603.1,2.93,1,-2.2,4.8,30,
XP_018717994.1,2.91,1,-2.2,8.19,31.9,
XP_010065540.1,2.94,1,-2.2,9.07,22.9,
XP_010043475.1,2.86,1,-2.2,6.89,18,
XP_010032595.1,3.3,1,-2.2,8.22,54.4,
XP_010066841.1:reversed,3.01,1,-2.2,5.32,47.1,
KCW87997.1,3.06,1,-2.2,6.65,53.5,
XP_010037143.1,2.84,1,-2.2,4.95,23.7,
XP_010054888.2,3.01,1,-2.2,8.23,29.5,
XP_010054750.1,2.69,1,-2.2,9.13,116.6,
XP_010049172.1,3.11,2,-2.2,5.47,70.7,
XP_010028169.1,2.55,1,-2.2,9.21,36.9,
XP_010031645.1:reversed,3.13,1,-2.2,5.76,105.4,
XP_010061045.1,3.18,1,-2.2,5.26,30.8,
XP_010030658.2,3.24,1,-2.2,9.45,40.5,
XP_010044213.1,2.87,1,-2.2,5.42,22.5,
KCW44131.1,3.27,1,-2.2,6.26,38.5,
XP_010029231.1,2.83,1,-2.2,6.35,33.9,
XP_010040845.1:reversed,3.04,1,-2.2,11.9,15.9,
XP_010044002.1,2.9,1,-2.2,6.52,35,
XP_010031819.1,3.03,1,-2.2,8.45,76.6,
XP_010040207.1,2.94,1,-2.2,4.85,37.5,
XP_010057836.1,3.24,1,-2.2,5.31,29,
XP_010032878.1,3.25,1,-2.1,6.23,112.2,
XP_010046503.1,2.82,1,-2.1,9.38,32.4,
XP_010044222.1,2.82,1,-2.1,9.15,15,
XP_010055128.1,2.79,1,-2.1,8.88,226.2,
KCW86331.1:reversed,3.24,1,-2.1,7.03,38.6,
XP_018730414.1:reversed,2.88,1,-2.1,7.9,61.5,
XP_010044796.1,2.96,1,-2.1,10.48,20.7,
XP_010033849.1,2.89,1,-2.1,5.54,76.6,
XP_010029813.1,3.05,1,-2.1,6.14,68.8,
XP_018715446.1:reversed,2.57,1,-2.1,5.52,37.9,
KCW67028.1:reversed,2.86,1,-2.1,7.7,36.4,
XP_018731673.1,2.95,1,-2.1,6.11,59.3,
XP_018719664.1,3.01,1,-2.1,7.03,135,
XP_018729538.1:reversed,2.99,1,-2.1,9.98,32.8,
XP_010033540.1,3.41,2,-2.1,11.43,27.3,
ADO23604.1,3.05,1,-2.1,10.75,4.4,no description available
XP_018715347.1,3.07,2,-2.1,8.84,51.2,
XP_010046058.1,2.74,1,-2.1,7.23,59.5,
XP_010067179.1,2.82,1,-2.1,5.26,93.3,
XP_010051743.1:reversed,3.26,1,-2.1,9.19,38,
XP_010053564.1,2.84,1,-2.1,4.91,26.3,
KCW72631.1,2.85,1,-2.1,6.01,35.5,
XP_018727790.1,2.81,1,-2.1,5.01,41.1,
XP_010027548.1:reversed,3.19,1,-2.1,6.49,42.5,
XP_010060912.1,2.99,1,-2.1,5.08,44.6,
XP_018727894.1,3.21,1,-2.1,5.59,32.1,
XP_018727982.1:reversed,2.99,1,-2.1,5.64,51.5,
XP_010061866.1,2.85,1,-2,9.28,31.3,
XP_018731989.1,3.2,2,-2,9,34.4,
XP_010066634.1,3.2,2,-2,5.83,70.9,
XP_010030740.1,2.99,1,-2,9.39,21,
XP_010034878.1:reversed,3.01,1,-2,8.02,52.5,
XP_010036199.1,3.28,1,-2,8.64,28,
XP_010053653.1,2.74,1,-2,10.29,24,
KCW57160.1,3.02,1,-2,9.03,99.3,
XP_010042865.2,2.91,1,-2,6.15,30.4,
XP_018730414.1,3.03,1,-2,7.9,61.5,
XP_010033713.2,2.88,2,-2,9.25,32.1,
XP_018715490.1,3.13,1,-2,5.9,24.1,
XP_010065396.1,3.04,2,-2,5.42,50,
XP_010069043.1,2.84,1,-2,10.55,23.6,
XP_010056969.1:reversed,3.11,1,-2,7.14,29.9,
XP_010034618.2,3.14,1,-2,7.67,72.2,
XP_018718268.1,2.87,1,-2,7.65,39.5,
XP_018722942.1,2.78,1,-2,4.63,47.5,
XP_018718976.1,3.35,1,-2,5.32,60.1,
XP_018728129.1,2.95,1,-2,6.04,151.2,
XP_010042010.1,2.97,2,-2,9.04,39,
XP_018717703.1,2.94,1,-2,6.12,40.2,
XP_010069949.1,3.17,1,-2,9.6,21.4,
XP_010048633.1,2.92,1,-2,5.36,13.7,
XP_010062122.1,2.87,1,-2,4.78,11.1,
XP_018732544.1:reversed,2.99,1,-2,7.36,59.5,
XP_010032996.1,2.86,1,-2,6.54,45.6,
XP_018726518.1,3.02,1,-2,9.69,25.3,
XP_018718815.1,2.65,1,-2,6.05,29.1,
XP_010067411.1:reversed,3.06,1,-2,5.57,74.6,
XP_010042182.1,2.82,1,-2,5.63,10.1,
XP_018731208.1,3.33,1,-2,6.79,42.5,
XP_010068041.1,3.12,2,-2,5.27,28.4,
XP_010058943.1,2.81,1,-1.9,4.75,16.1,
XP_010024802.1:reversed,2.54,1,-1.9,4.79,12.3,
XP_018733050.1:reversed,3.3,1,-1.9,7.93,53.4,
XP_010061293.1,2.51,1,-1.9,9.76,14.8,
XP_010062170.1,2.79,1,-1.9,5.25,19.3,
XP_010041867.1,2.59,1,-1.9,9.16,28.6,
XP_010056225.1:reversed,3.24,1,-1.9,6.42,80.3,
XP_010067517.1,3,1,-1.9,6.9,64.9,
XP_018728100.1,3.32,2,-1.9,6.49,39.5,
XP_010060439.1:reversed,3.27,1,-1.9,8.85,24.7,
ADO23610.1,2.57,1,-1.9,11.84,11.9,
XP_010038433.1:reversed,3.25,1,-1.9,8.62,57.6,
XP_010032602.1,2.87,1,-1.9,8.3,47.2,
XP_010068968.1:reversed,3.05,1,-1.9,6.82,87,
XP_010025499.1:reversed,2.49,1,-1.9,9.4,87.5,
XP_018728689.1:reversed,2.93,1,-1.9,6.04,58.9,
XP_018719734.1,3.01,1,-1.9,5.72,56.7,
XP_010065337.1:reversed,3.05,1,-1.9,6.13,153.8,
XP_018732147.1:reversed,3.08,1,-1.9,9.23,17.3,
XP_010024170.1,2.76,1,-1.9,5.21,42,
XP_010038305.1,2.95,1,-1.9,5.53,47.1,
XP_010037917.2:reversed,2.87,1,-1.9,9.12,22.1,
XP_010067346.1,2.87,1,-1.9,5.25,56.7,
XP_018721807.1:reversed,3.01,1,-1.9,5.9,76.2,
XP_010035060.1,2.89,1,-1.9,7.13,69.9,
KCW54409.1,2.81,1,-1.9,6.04,25.4,
XP_010051670.2,2.96,1,-1.9,5.18,83.1,
XP_018726384.1,2.62,1,-1.9,7.65,83.1,
XP_010063537.1,2.98,1,-1.9,5.5,43.5,
XP_010035623.1:reversed,2.77,1,-1.9,5.59,66.6,
XP_010043342.1,2.78,1,-1.9,5.86,54.3,
XP_010032305.1,2.96,1,-1.9,6.86,155.7,
XP_018733142.1,2.93,1,-1.9,6.2,233.5,
XP_010053615.2,2.75,1,-1.9,6.55,19.5,
