Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010069144.1,2.81,1,-3.3,9.49,18.1,
XP_010049171.1,3.05,1,-3.3,9.68,72.4,
XP_010069156.1,3.31,2,-3.3,10.44,17.2,
XP_018715857.1,2.96,1,-3.3,9.41,22.7,
XP_010069596.1,3.04,1,-3.3,4.65,16.5,
XP_010037453.1,2.72,1,-3.2,9.47,26.6,
XP_010066634.1,3.22,2,-3.2,5.83,70.9,
XP_010025734.1,3.05,1,-3.2,8.46,47.6,
XP_018729627.1,3.35,2,-3.2,9.49,30.4,
XP_010062212.1,3.13,1,-3.2,4.55,72.3,
XP_010059854.1,3.22,2,-3.2,6.11,80.3,
XP_010065209.1,3.04,1,-3.2,5.68,36.1,
XP_010053843.2,3.12,2,-3.2,10.67,25,
XP_010036214.1,2.83,1,-3.1,7.66,38.7,
XP_010024463.1,3.09,1,-3.1,6.18,21.8,
XP_010031747.1,2.86,1,-3.1,6.71,35.5,
XP_010066729.1,3.08,2,-3.1,5.93,102.2,
XP_018720146.1,2.29,1,-3.1,8.87,35.3,
XP_018721531.1,2.97,1,-3.1,9.27,34.3,
XP_010063827.1,3.37,2,-3.1,10.56,17.6,
KCW72898.1:reversed,3.24,1,-3.1,5.26,33,
XP_010032204.1,3.01,4,-3,5.84,26.6,
XP_010066226.1,3.12,1,-3,6.55,35.2,
XP_010056206.1,2.79,1,-3,9.34,56.9,
XP_010038336.1,2.71,1,-3,9.24,40.7,
XP_010025021.1,2.83,1,-3,6.04,42.5,
XP_010037756.1,3.01,1,-2.9,8.99,62.7,
XP_010023583.1,3.03,1,-2.9,6.67,109.4,
XP_010057928.1:reversed,2.85,1,-2.9,6.64,148,
XP_010042517.2,2.88,1,-2.9,5.01,37.7,
XP_010053946.1,3.1,1,-2.9,9.64,29.8,
XP_010068989.1,2.94,1,-2.8,9.07,22.6,
XP_010031003.1,3.12,1,-2.8,5.92,16,
XP_010044940.1,2.56,1,-2.8,4.89,49.5,
XP_010031800.1,3.02,1,-2.8,5.37,46.2,
XP_010038664.1,3.29,1,-2.8,6.51,71.7,
XP_010035464.1,3.08,1,-2.8,4.25,19.2,
XP_010045160.1,3.02,2,-2.8,6,52.3,
XP_010035237.1,2.98,1,-2.8,4.99,33.3,
XP_018720459.1,2.78,1,-2.7,9.18,26.8,
XP_010065270.1,3.13,1,-2.7,6.31,34.9,
XP_018717118.1:reversed,2.95,1,-2.7,7.59,57.2,
XP_010028506.1,3.18,1,-2.7,5.96,36.1,
XP_010053194.1,2.95,1,-2.7,6.23,93.4,
XP_010031501.1,3.22,1,-2.7,7.66,48.2,
XP_010048694.1:reversed,3.04,1,-2.7,10.98,18.8,
XP_010044267.1,2.68,1,-2.7,4.76,42,
XP_010030182.1,2.84,1,-2.7,5.45,76,
XP_010024151.1,3.22,2,-2.7,8.78,42.5,
XP_010023636.1,3,1,-2.7,5.52,13.1,
XP_010031680.1,2.75,1,-2.7,4.7,23.8,
KCW61413.1,2.92,1,-2.7,6.05,12.3,
XP_010069832.1,2.52,1,-2.6,5.6,86.1,
XP_018723651.1,3.33,1,-2.6,6.5,112.7,
XP_010035574.1,3.08,1,-2.6,6.12,46.6,
XP_010061927.1,2.94,1,-2.6,5.47,14.3,
XP_010031998.1,3.01,1,-2.6,7.63,30.5,
sp|REF_HEVBR|,2.68,1,-2.6,5.04,14.7, Rubber elongation factor protein; REF; Hev b 1; 
XP_010042658.2,3,1,-2.6,5.37,30.8,
XP_010054591.1,3.14,1,-2.6,7.08,53.9,
XP_010060828.1,2.67,1,-2.6,9.65,12.1,
XP_010031115.1,2.88,1,-2.5,5.26,33.3,
KCW69604.1:reversed,2.88,1,-2.5,11.73,20.4,
XP_010061864.1,3.17,1,-2.5,9.16,27.3,
KCW51543.1,3.08,1,-2.5,9.52,33.8,
XP_010066854.1,3.05,1,-2.5,6.36,57.4,
XP_010070647.1,2.94,1,-2.5,5.6,49.6,
XP_010023648.1,3.12,1,-2.5,5.93,54.3,
XP_018731503.1,3.01,1,-2.5,4.63,49.2,
XP_010069291.1,3.06,1,-2.5,9.18,30.2,
XP_010029457.1,3.1,1,-2.5,7.27,46.7,
XP_010044808.1,2.99,1,-2.5,6.08,28.4,
XP_010059958.1,3.16,1,-2.5,5.8,27.3,
XP_010033473.1,3.34,1,-2.5,10.9,28.1,
XP_010031404.1,3.08,1,-2.5,5.1,55.2,
XP_010055826.2,3.29,1,-2.5,5.56,142.9,
XP_010025049.1,2.89,1,-2.5,6.21,37.4,
XP_018715955.1,3.04,1,-2.4,6.42,22.5,
XP_010055103.1:reversed,2.72,1,-2.4,5.1,29.7,
XP_010049304.1,2.75,1,-2.4,8.62,58.1,
XP_010028873.2,3.04,1,-2.4,6.49,64.2,
XP_018719508.1:reversed,2.86,1,-2.4,4.85,94.5,
XP_010027491.1,2.75,1,-2.4,5.64,35.8,
XP_018723543.1,2.96,1,-2.4,6.17,26.8,
XP_010063251.1,2.99,1,-2.4,5.86,80.7,
XP_010044275.1,2.94,1,-2.4,6.13,47.5,
XP_010062711.1,3.08,1,-2.4,9.49,14.3,
XP_010045430.1,3.07,1,-2.4,5.43,46.3,
XP_010032014.1,2.96,1,-2.4,8.38,38.2,
XP_018727262.1,3.08,1,-2.4,6.88,17.2,
XP_010031432.1,2.78,1,-2.3,6.64,55.8,
XP_010047138.1,2.93,1,-2.3,6.64,21.4,
XP_010049746.1,3.15,1,-2.3,8.51,80.1,
XP_018715793.1,2.73,1,-2.3,5.93,44.9,
XP_010038246.1:reversed,3.01,1,-2.3,8.83,18.6,
XP_010047774.1,3.16,1,-2.3,8.82,70.5,
XP_018718601.1,3.21,1,-2.3,5.72,34.3,
XP_010031720.1,2.94,1,-2.3,6.91,58.9,
XP_010025491.1:reversed,2.63,1,-2.3,5.26,122.2,
XP_018717273.1,3.49,2,-2.3,9.81,17.7,
XP_018732242.1,3.16,1,-2.3,5.5,80.5,
KCW74948.1,3.03,2,-2.3,9.13,8,
XP_010067124.1,3.01,1,-2.3,6.2,16.6,
XP_010062541.1:reversed,2.97,1,-2.3,8.38,36.3,
XP_010067610.1,3.1,1,-2.3,10.94,14.9,
KCW64696.1:reversed,2.79,1,-2.2,4.8,48.1,
XP_018717858.1,2.67,1,-2.2,5.43,113.7,
XP_010063118.1,3.06,1,-2.2,6.77,80.8,
XP_010049531.1,2.74,1,-2.2,6.07,31.3,
XP_018728612.1:reversed,2.93,1,-2.2,6.04,57.1,
XP_010032811.1:reversed,2.81,1,-2.2,6.35,66.3,
XP_018715061.1:reversed,2.81,1,-2.2,5.92,157.6,
XP_010057722.2,2.83,1,-2.2,6.02,135.9,
XP_010044409.1,3.26,1,-2.2,5.22,60.4,
XP_018728949.1,2.79,1,-2.2,11.13,14.3,
XP_018730645.1,3.06,1,-2.2,9.13,38.6,
XP_010036122.1,2.81,1,-2.2,6.41,17.7,
XP_010061924.1,3.09,1,-2.1,7.02,20,
XP_010039114.2:reversed,3.16,1,-2.1,6.31,40.4,
XP_010042470.1,2.81,1,-2.1,8.95,20.1,
XP_010029201.1:reversed,3.07,1,-2.1,8.3,31.9,
KCW59519.1:reversed,3,1,-2.1,10.58,32.9,
KCW52783.1:reversed,2.79,1,-2.1,6.76,35.3,
XP_010061336.1,2.88,1,-2.1,9.39,27,
XP_010053425.1,2.85,1,-2.1,5.43,85.5,
XP_018720808.1:reversed,2.9,1,-2.1,6.33,61.8,
XP_010049862.1:reversed,2.84,1,-2.1,5.55,93.7,
XP_010062569.1,3.29,1,-2.1,5.88,48.8,
XP_010055406.1,2.98,1,-2.1,5.46,33.8,
XP_010045011.1:reversed,2.96,1,-2.1,9.44,47.2,
XP_018718320.1,2.95,1,-2.1,6.43,20.7,
XP_010028079.1,3.23,1,-2.1,5.3,51.2,
XP_010032730.1:reversed,2.95,1,-2,6.83,64.1,
sp|K2M2_SHEEP|,2.57,1,-2,5.51,53.6,
KCW56341.1,2.97,1,-2,7.94,12.6,
XP_018725197.1:reversed,2.84,1,-2,8.45,67.4,
XP_018726988.1,2.88,1,-2,10.75,17.6,
XP_010048829.1,2.88,1,-2,7.87,53.1,
XP_010045109.1,2.86,1,-2,6.33,27.3,
XP_010034084.1,2.79,1,-2,5.37,68.7,
XP_010069512.1,2.66,1,-2,4.38,41,
XP_010033612.1,3.14,1,-2,9.47,47,
XP_010060685.2,2.98,1,-2,8.05,47.2,
XP_010045759.2,3.15,1,-2,9.35,28.3,
XP_010042617.1:reversed,2.96,1,-2,9.06,49.9,
XP_010025286.1,2.58,1,-2,9.68,27.2,
XP_010026209.1,3.15,1,-2,5.61,62,
XP_010023906.1:reversed,2.91,1,-2,7.44,84.4,
XP_010053965.1:reversed,3,1,-2,6.49,92,
XP_010046975.1,2.97,1,-2,5,56.3,
XP_010052100.1:reversed,3.13,1,-2,9.82,39.4,
XP_018724820.1,3.04,1,-2,7.14,58.2,
XP_010037011.1,3.06,1,-2,6.49,100.8,
XP_010036881.1,3.26,1,-2,4.27,18.3,
XP_010055141.1,3.16,1,-2,6.11,40.2,
XP_010033735.1,3.21,1,-2,6.71,66.5,
XP_018720892.1,2.85,1,-2,5.93,65.7,
XP_010061895.1,2.68,1,-2,6.22,55.1,
XP_010042741.1,2.95,1,-1.9,4.91,31.9,
XP_010057342.1,3.26,1,-1.9,8.96,18.5,
XP_018732045.1:reversed,3.41,3,-1.9,7.6,53.7,
XP_010037889.2,2.94,1,-1.9,8.56,23.7,
XP_010035444.1:reversed,2.86,1,-1.9,8.89,55.8,
XP_010054116.1,3.12,1,-1.9,5.18,44.2,
KCW72574.1,3.36,1,-1.9,7.59,52.4,
XP_010063798.1,2.87,1,-1.9,4.99,62.4,
XP_010063760.1,2.69,1,-1.9,5.5,25.7,
XP_010046962.1,3.02,1,-1.9,6.41,37,
XP_010066960.1:reversed,2.97,1,-1.9,9.16,56,
XP_010040505.1:reversed,3.21,1,-1.9,5.95,18.7,
XP_010026792.1,3.14,1,-1.9,8.69,42.1,
XP_010031326.1,2.83,1,-1.9,4.78,43.5,
XP_018725990.1,3.09,1,-1.9,8.35,77.7,
XP_018719568.1:reversed,2.93,1,-1.9,6.25,139,
XP_010058581.1:reversed,2.9,1,-1.9,4.62,46.8,
XP_018718602.1,3.11,1,-1.9,5.96,112.1,
XP_010066156.1,2.87,1,-1.9,5.87,10,
XP_010047689.1,2.73,1,-1.9,6.79,64,
XP_010058471.1,2.99,1,-1.9,7.9,62.5,
XP_018723537.1,2.75,1,-1.9,5.66,47.9,
XP_018725768.1:reversed,3.09,1,-1.9,7.48,28.3,
XP_010037683.1,2.49,1,-1.9,5.32,29.2,
XP_010029925.2:reversed,2.89,1,-1.9,7.21,94.8,
XP_010023434.1:reversed,2.98,1,-1.9,9.17,68.1,
XP_010045210.1,3.16,1,-1.9,5.12,47.4,
XP_010045462.1,3.22,1,-1.9,4.65,16,
XP_010024692.1,3.08,1,-1.9,9.1,34.7,
XP_010023650.1,3.08,1,-1.9,6.1,53.1,
XP_010070035.1,3.06,1,-1.9,6.13,28.1,
XP_010064551.1:reversed,3.02,1,-1.9,8.47,77.3,
XP_018715076.1:reversed,3.05,1,-1.9,6.34,109.4,
XP_018719821.1,3.17,1,-1.9,8.35,57,
XP_010059954.1,2.69,1,-1.9,6.72,38.1,
XP_010062859.1,2.78,1,-1.8,10.01,21.9,
XP_018721834.1:reversed,3.26,1,-1.8,8.64,17.4,
XP_018719784.1,2.53,1,-1.8,9.25,27.1,
XP_010049925.2,3.23,1,-1.8,7.3,73.4,
XP_010043502.1:reversed,2.7,1,-1.8,5.99,111.6,
XP_010042610.1,2.87,1,-1.8,6.84,24.8,
KCW64204.1,3.13,1,-1.8,6.68,108.3,
XP_018725152.1,2.94,1,-1.8,5.8,31.8,
KCW49553.1:reversed,3.21,1,-1.8,8.06,11.1,
XP_010062497.1,3.08,1,-1.8,4.98,17.5,
XP_018719938.1:reversed,2.98,1,-1.8,8.84,23.3,
XP_010043586.1,3.16,1,-1.8,10.08,18.8,
XP_010028734.1,2.86,1,-1.8,6.56,42.2,
XP_018727602.1,2.65,1,-1.8,6.46,92.6,
KCW68667.1,3.02,1,-1.8,10.74,9.4,
XP_010033053.1:reversed,3.26,1,-1.8,5.82,18.7,
KCW76139.1:reversed,2.78,1,-1.8,5.2,37,
XP_010063208.1,2.66,1,-1.8,10.18,17,
XP_010046521.1,2.83,1,-1.8,5.52,68.7,
XP_010027480.1,2.77,1,-1.8,7.25,51.8,
XP_018717334.1:reversed,2.82,1,-1.8,9.13,77,
KCW90234.1,3.05,1,-1.8,10.52,9.5,
XP_018721927.1,2.76,1,-1.8,10,28.3,
KCW45607.1,2.88,1,-1.8,8.57,40.3,
KCW90796.1,3.05,1,-1.8,6.05,53.9,
XP_010063874.1:reversed,3.24,1,-1.8,5.28,123.4,
XP_010031054.1,3,1,-1.8,9.17,59.7,
XP_010043375.1,2.73,1,-1.8,7.67,37.2,
XP_010035932.1,2.64,1,-1.8,5.56,51.7,
XP_010023554.1,2.78,1,-1.8,5.31,54,
XP_018732275.1,3.41,1,-1.8,8.47,54.1,
XP_010057127.1,2.83,1,-1.8,5.38,47.6,
XP_010032855.1,2.41,1,-1.8,6.21,66.8,
XP_010053067.1:reversed,3.2,1,-1.8,9.14,59.3,
XP_018731632.1,2.9,1,-1.8,5.55,13.3,
XP_018727735.1,2.73,1,-1.8,7.67,133.8,
XP_010036038.1,2.59,1,-1.8,9.51,22.5,
XP_010028337.1,2.59,1,-1.8,5.33,54.9,
XP_018728764.1,2.52,1,-1.8,8.18,28.6,
XP_010065821.1,2.88,1,-1.8,6.86,33.3,
XP_010067048.1,2.8,1,-1.8,8.25,35.1,
XP_010056032.1:reversed,2.95,1,-1.8,6.62,47.4,
XP_018722777.1,2.76,1,-1.7,5.01,35.5,
XP_010058062.1,2.87,1,-1.7,9.24,33.9,
XP_010029567.1:reversed,3.19,1,-1.7,8.32,20.3,
XP_010042756.1:reversed,2.65,1,-1.7,10.93,17.5,
XP_010043556.1,3.36,1,-1.7,5.56,7.5,
XP_018729866.1,2.65,1,-1.7,7.67,64.9,
XP_010067172.1,3.21,1,-1.7,9.25,87.4,
XP_010034097.1,2.99,1,-1.7,5.39,54.4,
KCW61396.1,2.98,1,-1.7,6.56,35.9,
XP_018722224.1,3.1,1,-1.7,11.9,10.4,
XP_010056113.1,3.05,1,-1.7,6.3,177.8,
XP_010024141.1:reversed,2.98,1,-1.7,6.58,66.8,
XP_010027753.1,3.17,1,-1.7,5.83,129.5,
XP_010028722.1:reversed,2.94,1,-1.7,5.59,190.4,
XP_010055988.1,3.1,1,-1.7,5.72,79.3,
XP_010029657.1:reversed,2.88,1,-1.7,9.13,35.4,
XP_010031933.1:reversed,3.11,1,-1.7,6.91,139.9,
XP_018725623.1,3.46,2,-1.7,5.07,31.5,
XP_010053520.1,3.02,1,-1.7,7.63,37,
XP_018727940.1,3.13,1,-1.7,5.91,44.1,
XP_010067181.1:reversed,3.17,1,-1.7,5.09,54.4,
XP_018721240.1,3.01,1,-1.7,6.47,64.8,
XP_010050654.1,2.81,1,-1.7,9.67,13.4,
XP_010033108.1,2.63,1,-1.7,4.84,34.5,
KCW76904.1:reversed,3.01,1,-1.7,5.85,22.7,
KCW73611.1,3.1,1,-1.7,6.59,125.7,
XP_018715907.1:reversed,3.29,1,-1.7,9.03,19.5,
XP_010057273.1,2.55,1,-1.7,5.69,82.5,
XP_010050811.1:reversed,3.25,1,-1.7,5.9,38.6,
XP_010031350.1:reversed,3.01,1,-1.7,8.85,36.4,
XP_010065589.1:reversed,3.07,1,-1.7,8.92,47.8,
XP_010033251.1,3.01,1,-1.7,7.09,35.6,
KCW61569.1,2.79,1,-1.7,10.06,17.5,
XP_010044413.1:reversed,2.69,1,-1.7,5.93,43.3,
XP_010059780.1,3.11,1,-1.7,8.57,25.5,
KCW48921.1,2.8,1,-1.7,9.57,14.2,
XP_010062343.1,3.2,1,-1.7,6.43,24.9,
KCW45773.1:reversed,2.95,1,-1.7,7.72,9.4,
XP_010062448.2,2.93,1,-1.7,6.21,76.4,
XP_010038318.1,2.94,1,-1.7,5.92,26.9,
XP_010064085.1,2.87,1,-1.7,5.82,42.2,
XP_010028022.2:reversed,2.86,1,-1.7,9.57,80.8,
XP_010038505.1:reversed,2.97,1,-1.7,6.24,85.4,
XP_018733198.1,3.09,1,-1.7,10.92,23.6,
XP_018718176.1,3.15,1,-1.7,7.92,41.9,
XP_010031226.1:reversed,3.02,1,-1.7,8.27,60.1,
XP_010043827.1,3.03,1,-1.7,5.02,60.7,
XP_010056151.1:reversed,2.81,1,-1.7,6.04,36.5,
XP_010035039.1,3.11,1,-1.7,5.87,86.3,
KCW65861.1:reversed,3.05,1,-1.6,6.33,41.1,
XP_010028563.1:reversed,3.13,1,-1.6,5.51,52.1,
XP_018728455.1:reversed,2.78,1,-1.6,6.67,31.8,
XP_010052327.1,2.78,1,-1.6,5.06,40.9,
XP_010062764.1:reversed,2.96,1,-1.6,5.29,39.6,
XP_018730634.1,3.17,1,-1.6,6.44,254.3,
XP_010037437.1:reversed,3.06,1,-1.6,6.06,27.5,
XP_010066421.1,2.75,1,-1.6,9.32,40.1,
XP_010043965.1,3.05,1,-1.6,5.65,114,
XP_010062074.1,2.96,1,-1.6,10.11,71.6,
XP_018728790.1:reversed,2.97,1,-1.6,6.36,82,
XP_018715949.1,3.13,1,-1.6,6.66,27.7,
XP_010066254.1:reversed,3.24,1,-1.6,6.36,35,
KCW67910.1,3.28,1,-1.6,7.66,25.5,
KCW70862.1:reversed,3.18,1,-1.6,5.38,43,
XP_018716811.1:reversed,3.02,1,-1.6,7.19,53.2,
XP_018719967.1,2.71,1,-1.6,6.42,63.3,
XP_010037628.1,3.04,1,-1.6,5.49,130.3,
XP_010061250.1,3.15,1,-1.6,9.2,60.3,
XP_010060771.1,2.96,1,-1.6,9.46,30.5,
XP_010024064.1:reversed,3.12,1,-1.6,5.64,38.6,
XP_010061812.1:reversed,2.68,1,-1.6,6.63,32.8,
XP_010031946.1,3.01,1,-1.6,8.86,57.4,
XP_010053796.1:reversed,3.16,1,-1.6,6.12,52.9,
XP_018730012.1,3.06,1,-1.6,6.46,58.6,
XP_018728390.1,2.84,1,-1.6,7.02,54.6,
XP_010044312.1:reversed,3.29,1,-1.6,6.24,135.5,
XP_010045849.1,2.8,1,-1.6,5.09,45.1,
XP_018731660.1:reversed,2.66,1,-1.6,5.57,84.9,
XP_010046305.1:reversed,2.79,1,-1.6,4.77,74.8,
XP_010045313.1,2.79,1,-1.6,9.56,21.9,
XP_010062122.1,2.81,1,-1.6,4.78,11.1,
XP_010059088.1:reversed,2.79,1,-1.6,7.57,27.6,
XP_010036022.1:reversed,3.1,1,-1.6,7.17,61.3,
XP_010053668.1:reversed,2.88,1,-1.6,7.18,66.7,
XP_010044496.1,2.82,1,-1.6,8.24,69.1,
KCW88272.1,2.82,1,-1.6,9.78,12.9,
XP_010065642.1,3.19,1,-1.6,9.45,31.5,
XP_010052361.1:reversed,2.74,1,-1.6,10.43,28.5,
KCW65764.1,2.88,1,-1.6,11.3,13.9,
XP_010041119.1,2.78,1,-1.6,8.87,32.7,
XP_018715483.1,3.09,1,-1.6,8.98,37.3,
XP_010056114.1:reversed,2.84,1,-1.6,4.68,34.3,
XP_018722938.1,2.71,1,-1.6,4.69,33.1,
XP_010057976.1,3.09,1,-1.6,8.27,35.1,
XP_018717873.1:reversed,3.23,1,-1.6,9.92,24.1,
XP_010061902.2:reversed,3.31,1,-1.6,9.25,54.3,
XP_010061615.1:reversed,3.14,1,-1.6,9.4,24.2,
XP_018724711.1,2.63,1,-1.6,6.3,55,
XP_018732617.1:reversed,2.5,1,-1.6,6.06,128.5,
XP_010066523.2,3.34,1,-1.6,6.04,32.1,
KCW71864.1:reversed,2.96,1,-1.6,9.28,20.9,
XP_018723018.1,3.19,1,-1.6,5.7,28.6,
XP_010043593.1,2.98,1,-1.6,8.78,45.8,
KCW44192.1,2.61,1,-1.6,8.2,38.4,
XP_018722531.1,2.83,1,-1.6,5.71,61.2,
XP_010036227.1,3.18,1,-1.6,6.46,29.9,
XP_010070027.1:reversed,2.87,1,-1.6,5.42,53.5,
XP_010060107.1,3.1,1,-1.6,5.11,53.3,
XP_010031172.1,3.02,1,-1.6,5.69,80.1,
XP_010066634.1:reversed,2.72,1,-1.6,5.83,70.9,
XP_018718622.1:reversed,3,1,-1.6,11.66,20.7,
XP_018720305.1,2.81,1,-1.6,9.28,49.9,
XP_010037164.1,2.92,1,-1.6,10.32,23,
XP_018722451.1,2.97,1,-1.6,7.21,51.5,
XP_010031449.1:reversed,3.02,1,-1.6,8.34,114.5,
XP_010033886.1:reversed,3.2,1,-1.6,4.54,45.9,
XP_010035220.1,2.94,1,-1.5,5.46,40.4,
KCW69263.1:reversed,2.84,1,-1.5,10.72,8.9,
XP_010067172.1:reversed,3.21,1,-1.5,9.25,87.4,
XP_010031436.1:reversed,3.11,1,-1.5,4.69,50.9,
XP_010066822.1,2.7,1,-1.5,4.58,19.3,
XP_010044269.1:reversed,2.73,1,-1.5,8.31,64.3,
XP_018718840.1:reversed,2.7,1,-1.5,8.45,42.2,
XP_010047911.1,2.85,1,-1.5,4.46,53.8,
XP_018731540.1:reversed,3.17,1,-1.5,9.08,31.1,
XP_010047639.1:reversed,3.02,1,-1.5,7.18,86.7,
XP_010055066.1,2.77,1,-1.5,8.96,117.7,
XP_010052459.1,3.14,1,-1.5,5.47,49.3,
XP_018722907.1:reversed,2.74,1,-1.5,5.47,172.9,
XP_010023352.1,2.95,1,-1.5,6.14,109.2,
XP_010034258.1,3.17,1,-1.5,9.33,9.6,
XP_018718547.1,2.82,1,-1.5,4.7,51.5,
KCW51461.1,2.75,1,-1.5,7.94,10,
KCW72294.1,3.03,1,-1.5,5.83,10.8,
XP_018718300.1:reversed,2.95,1,-1.5,9.74,21.5,
XP_010067346.1,2.94,1,-1.5,5.25,56.7,
XP_010053907.1,3.13,1,-1.5,6.29,80.2,
XP_018717786.1:reversed,2.88,1,-1.5,6.65,128.8,
XP_018715890.1:reversed,3.27,1,-1.5,11.58,36.4,
XP_010025968.2:reversed,2.72,1,-1.5,9.62,87.1,
XP_010062133.1:reversed,3.14,1,-1.5,8.83,27.2,
XP_010028323.1:reversed,3.11,1,-1.5,5.42,76.9,
XP_010043251.1,2.68,1,-1.5,4.89,19.6,
XP_018725923.1,3.2,1,-1.5,8.55,26.9,
XP_010039340.1:reversed,2.61,1,-1.5,9.13,9.8,
XP_018726685.1,3.21,1,-1.5,6.39,62.8,
XP_018732040.1:reversed,2.95,1,-1.5,6.77,35,
XP_010049611.1,2.73,1,-1.5,6.13,54,
XP_010053513.1,2.83,1,-1.5,7.52,34.1,
XP_010023684.1,2.99,1,-1.5,8.2,19.8,
XP_010069867.1,2.68,1,-1.5,8.39,83.2,
XP_010034641.1,3.18,1,-1.5,9.87,29.8,
XP_010061323.1:reversed,2.89,1,-1.5,8.58,68.7,
XP_010034254.1,2.86,1,-1.5,6.5,58.4,
XP_010054102.1,3.19,1,-1.5,9.46,84.6,
XP_010048997.1,3.04,1,-1.5,6.63,48.9,
XP_010044066.1:reversed,2.74,1,-1.5,6.25,84.7,
XP_010046271.2:reversed,2.96,1,-1.5,6.21,259,
XP_018721348.1,2.79,1,-1.5,6.35,50.4,
XP_010055607.1,2.82,1,-1.5,6.16,109.9,
XP_018732006.1,2.81,1,-1.5,6.17,44.2,
XP_018720190.1,3.04,1,-1.5,5.56,36.1,
XP_010026853.1:reversed,3.05,1,-1.5,5.67,67.9,
XP_010033885.1,3.07,1,-1.5,8.23,73.1,
XP_018717123.1:reversed,3.24,1,-1.5,6.04,38.3,
XP_010054981.1:reversed,2.72,1,-1.5,5.46,115.6,
XP_018719491.1:reversed,2.83,1,-1.5,5.46,16.2,
XP_010063618.1,3.08,1,-1.5,6.86,33.4,
XP_018731246.1:reversed,3.28,1,-1.5,5.66,156.6,
XP_010061139.1,2.56,1,-1.5,6.47,41.2,
XP_018720581.1,2.75,1,-1.5,6.41,101.9,
XP_010034062.1,3.11,1,-1.5,5.48,30.8,
XP_018733295.1:reversed,3.32,1,-1.5,6.33,26.6,
XP_010038303.1:reversed,2.59,1,-1.5,9.55,47.8,
XP_010026811.1,2.88,1,-1.5,7.05,111.1,
XP_010032757.1:reversed,3.08,1,-1.5,9.12,62.1,
XP_010023473.1:reversed,2.58,1,-1.5,8.79,70.9,
XP_010054997.1:reversed,3.12,1,-1.5,6.08,249.8,
XP_018721022.1,2.84,1,-1.5,6.61,29,
KCW45346.1,2.73,1,-1.5,7.69,19.7,
XP_010052744.1,2.97,1,-1.5,6.68,68.7,
XP_018721158.1,2.87,1,-1.5,6.82,18.5,
XP_010033727.1,2.99,1,-1.5,6.34,89,
XP_010066213.1,3.33,1,-1.5,9.24,22.8,
XP_010032585.1:reversed,3.17,1,-1.5,9.37,107.3,
XP_010028692.1,2.41,1,-1.5,4.8,27.5,
XP_018724856.1:reversed,2.96,1,-1.5,6.07,87.1,
XP_010053271.1:reversed,2.91,1,-1.5,7.19,62.8,
XP_010047378.1,3.09,1,-1.5,8.71,39.6,
KCW75253.1,3.1,1,-1.4,11.5,30.6,
XP_010051753.1:reversed,3.21,1,-1.4,5.18,22.5,
XP_010037637.1:reversed,3.04,1,-1.4,9.21,66,
XP_018723232.1,3.12,1,-1.4,5.89,27.1,
XP_018729423.1:reversed,3.23,1,-1.4,8.74,73.7,
XP_010053522.1,3.25,1,-1.4,5.52,22.5,
XP_010051699.1,2.88,1,-1.4,4.9,36.3,
KCW88813.1,3.04,1,-1.4,5.2,8,
XP_010048260.1:reversed,2.88,1,-1.4,9.46,46.5,
XP_010057579.1:reversed,2.97,1,-1.4,6,42.1,
XP_018724611.1:reversed,3.18,1,-1.4,5.26,108.2,
KCW45344.1:reversed,2.67,1,-1.4,11.9,16.9,
KCW77652.1:reversed,2.79,1,-1.4,9.55,7.6,
XP_018717480.1,3.1,1,-1.4,5.54,30.6,
KCW62465.1:reversed,3.12,1,-1.4,9.36,31.4,
XP_010041373.1,3.41,1,-1.4,8.8,19.3,
XP_010027489.1,2.99,1,-1.4,5.71,67,
XP_010024564.1,2.99,1,-1.4,9.36,63.9,
XP_010025069.1,3.07,1,-1.4,6.07,34.4,
XP_010029853.1,2.77,1,-1.4,5.26,48.6,
XP_018731849.1,2.86,1,-1.4,5.34,40.5,
XP_010045329.1,3.21,1,-1.4,6.29,95.7,
XP_010037763.1:reversed,3.13,1,-1.4,9.3,105.2,
XP_018725937.1,3.32,1,-1.4,6.41,79.5,
XP_010067756.1,3.05,1,-1.4,6.16,29.5,
XP_010058512.2:reversed,3.03,1,-1.4,6.96,94.9,
XP_010040984.1,2.95,1,-1.4,4.56,29.2,
XP_018719330.1,2.96,1,-1.4,5.09,16.4,
XP_010031622.1,3.1,1,-1.4,9.41,71.7,
XP_010030882.1,3.02,1,-1.4,5.76,54.3,
XP_018731278.1:reversed,3.24,1,-1.4,5.91,38.8,
XP_010033470.1,3.24,1,-1.4,6.54,41.6,
XP_010069154.1,2.84,1,-1.4,6.43,57.7,
XP_018715797.1:reversed,2.91,1,-1.4,11.41,43.1,
XP_010053955.1,2.84,1,-1.4,8.45,38.3,
XP_010031302.1,2.72,1,-1.4,6.48,99.5,
XP_010054021.1,2.9,1,-1.4,8.1,89.3,
XP_010069423.1,3.21,1,-1.4,5.29,42,
XP_010070067.1:reversed,2.95,1,-1.4,5.3,40.5,
XP_018731869.1,3.37,1,-1.4,5.09,97.5,
XP_010042853.1,3.12,1,-1.4,4.88,43.4,
XP_010039009.1:reversed,2.91,1,-1.4,7.75,55.8,
XP_018731029.1:reversed,3.05,1,-1.4,7.54,32.9,
