Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010033801.1,3.05,1,-2.3,10.54,16.7,
XP_010031340.1,2.98,1,-2.3,8.53,104.7,
XP_018730466.1,2.86,1,-2.3,10.64,14.8,
XP_010052375.1:reversed,3.1,1,-2.2,9.56,32.9,
XP_010035773.1,2.93,1,-2.2,9.82,41.4,
XP_010042861.1,2.79,1,-2.2,6.1,15.4,
XP_018725547.1:reversed,3.09,1,-2.2,9.59,22.7,
XP_018725699.1:reversed,2.75,1,-2.2,4.72,303.7,
XP_018719716.1,2.98,1,-2.2,9.15,69.2,
XP_018725416.1:reversed,2.84,1,-2.2,9.52,44.5,
XP_010054128.1:reversed,2.85,1,-2.2,8.77,27.6,
XP_010036726.1,3.09,1,-2.2,6.56,38.5,
XP_010027351.1:reversed,2.94,1,-2.2,9.08,60.2,
XP_010031780.1,2.9,1,-2.2,9.25,8.6,
XP_018728902.1,2.82,1,-2.2,6.49,28.3,
XP_010033770.1,2.94,1,-2.2,8.34,20.7,
XP_010055598.1,3,1,-2.2,4.59,65.8,
XP_010062128.1,3.08,1,-2.2,8.06,39.4,
XP_010024942.1,2.92,1,-2.2,6.55,73.9,
XP_010052236.1:reversed,2.51,1,-2.2,9.39,18,
XP_010068289.2:reversed,3.3,1,-2.2,6.7,190.5,
XP_010048775.1,2.77,1,-2.2,8.68,72.2,
XP_010053416.1:reversed,3.4,2,-2.2,9.02,59.4,
XP_018728774.1,2.93,1,-2.2,9.23,24.3,
XP_010044602.2,3.08,1,-2.1,6.07,167.7,
XP_010024085.1,3.28,1,-2.1,6.09,86.6,
KCW71269.1,2.65,1,-2.1,9.09,8.6,
XP_010043250.1,3.2,1,-2.1,7.7,30.9,
XP_010028100.1,3.11,1,-2.1,8.8,29.7,
XP_018725447.1:reversed,3.16,1,-2.1,8.79,47.4,
XP_010031496.1,3.06,1,-2.1,8.12,43.3,
XP_010030990.1,3.22,1,-2.1,10.5,17.8,
XP_010042082.1,3.17,1,-2.1,5.14,29.3,
XP_010043860.1,2.77,1,-2.1,8.62,41.5,
KCW45766.1,3.05,1,-2.1,6.43,21.1,
XP_018732157.1,2.6,1,-2.1,4.89,24.6,
XP_010032814.1,2.83,1,-2.1,5.49,32,
XP_018720557.1:reversed,2.98,1,-2.1,7.45,118.4,
XP_010067818.1,3.08,2,-2.1,9.46,41.2,
XP_010047663.1,3.04,1,-2.1,4.63,14.1,
XP_018722529.1:reversed,3.08,1,-2.1,6.16,37.3,
XP_010044055.1,3.23,1,-2.1,5.43,22.1,
XP_010062990.1,3,1,-2.1,5.38,19.7,
XP_018728759.1,2.64,1,-2.1,7.81,18.9,
XP_010041726.1,2.88,1,-2.1,8.71,35.5,
XP_018730109.1,3.01,1,-2.1,8.46,32.2,
XP_010030038.1,3.06,1,-2.1,9.16,66.4,
XP_018728778.1:reversed,3.03,1,-2.1,8.67,20.9,
XP_010028485.1,2.81,1,-2.1,5.3,33.8,
XP_010029646.1,2.94,1,-2.1,4.63,25.5,
XP_010064993.1,2.81,1,-2,4.93,9.2,
XP_010061961.1,2.85,1,-2,8.57,40.9,
XP_018720109.1,3.23,1,-2,5.14,45.9,
XP_010031656.1,2.95,1,-2,5,32.4,
XP_010045083.1,3.12,1,-2,9.54,14.3,
XP_018720274.1,3.09,1,-2,5.44,32.1,
XP_018732726.1,3.05,1,-2,7.86,94,
KCW75284.1,3.03,1,-2,8.58,47.8,
XP_010060260.1,3.25,1,-2,5.67,77.1,
XP_018715346.1,2.87,1,-2,9.79,31.3,
XP_010028661.1,3.14,1,-2,6.35,62.9,
XP_010045342.1:reversed,2.77,1,-2,7.76,52,
XP_010037628.1:reversed,3.27,1,-2,5.49,130.3,
XP_010065042.1,3.2,1,-2,6.07,78.8,
XP_010024208.1,2.96,1,-2,5.81,59.2,
XP_010062244.1,2.52,1,-2,7.21,36,
XP_018715317.1,2.97,1,-2,5.59,61.1,
ADO23646.1,3.29,1,-2,8.81,268.1,no description available
XP_010038069.1:reversed,3.32,1,-2,4.93,210.9,
XP_010067528.1:reversed,3.18,1,-2,4.67,81.5,
XP_010032227.1,2.78,1,-2,9.15,49.3,
XP_010052458.1,3.12,1,-2,9.66,24.6,
XP_010035237.1,3.12,1,-2,4.99,33.3,
XP_010043690.1:reversed,3.12,1,-2,5,147.8,
XP_010038993.1:reversed,2.96,1,-2,5.38,21.5,
XP_010045194.1,2.75,1,-2,5.35,20.4,
XP_010050814.1,2.83,1,-2,5.28,70.3,
XP_010028675.1:reversed,3.33,1,-2,6.18,105.2,
XP_010049273.1,2.73,1,-2,8.7,43.6,
XP_018729661.1,2.79,1,-2,5.8,65.8,
XP_010038357.1,2.93,1,-2,10.55,26.4,
XP_010057174.2,3,1,-1.9,6.08,44.4,
XP_010067725.1,2.54,1,-1.9,9.27,47,
XP_010062430.2,2.91,1,-1.9,6.65,56.3,
XP_018724488.1:reversed,3.21,1,-1.9,7.29,77.8,
XP_010031257.1,3.22,1,-1.9,6.88,54.6,
XP_010044923.1,2.99,1,-1.9,6.66,75.3,
XP_018717921.1:reversed,3.33,1,-1.9,8.91,29.3,
XP_018733146.1,2.76,1,-1.9,8.46,51.6,
XP_010025013.1,3.08,1,-1.9,8.46,15.7,
XP_018721858.1,3.29,1,-1.9,9.99,29.7,
XP_010038067.1,2.72,1,-1.9,7.58,52.6,
XP_010034048.1,2.84,1,-1.9,4.92,23.9,
KCW66779.1,3.22,1,-1.9,6.15,111.2,
XP_018719100.1,2.91,1,-1.9,6.11,61.3,
XP_010056975.1,2.76,1,-1.9,7.06,23.1,
XP_010037446.1:reversed,2.86,1,-1.9,5.05,65.8,
XP_018715538.1,3.06,1,-1.9,6.15,102.3,
XP_018733254.1,2.85,1,-1.9,9.19,60.1,
XP_010027180.1:reversed,3.07,1,-1.9,5.7,23.9,
XP_010028489.1,2.84,1,-1.9,5.88,33.1,
XP_010033251.1:reversed,3.16,1,-1.9,7.09,35.6,
XP_010043849.1,3.26,1,-1.9,8.34,25.6,
XP_010023505.1:reversed,3.21,1,-1.9,6.5,33.7,
XP_018720201.1,2.9,1,-1.9,8.34,44.1,
XP_010046212.1,2.91,1,-1.9,5.36,46.7,
XP_010065290.1,3.04,1,-1.9,6.14,21.5,
XP_018727458.1,3.09,1,-1.9,9.12,54.6,
XP_010043066.1:reversed,2.98,1,-1.9,5.24,74.6,
XP_010036190.1,3.01,1,-1.9,5.17,52.5,
XP_010026088.2,2.97,1,-1.9,8.79,100.3,
XP_010034299.1,3.26,1,-1.9,8.69,63,
XP_010041558.1,2.98,1,-1.9,10.64,15.7,
XP_010068803.1,3.15,1,-1.9,8.62,22.4,
XP_018728078.1,2.93,1,-1.9,5.18,261.6,
XP_010061578.1:reversed,2.71,1,-1.8,5.61,121.7,
XP_010030967.1,2.86,1,-1.8,9.35,25.2,
XP_010045529.1:reversed,2.96,1,-1.8,8.76,67.9,
XP_010060040.1,2.99,1,-1.8,10.71,28.2,
XP_018726814.1:reversed,2.94,1,-1.8,6.23,180.2,
KCW73659.1,3.16,1,-1.8,8.34,101.1,
XP_018726862.1,2.77,1,-1.8,6.28,188.1,
XP_010024435.1,2.98,1,-1.8,5.26,25.9,
KCW46337.1:reversed,2.95,1,-1.8,9.8,7.9,
XP_010067163.1,2.98,1,-1.8,7.67,46.2,
XP_010065304.1:reversed,3.08,1,-1.8,7.13,42,
KCW87514.1:reversed,3.06,1,-1.8,7.59,135.5,
XP_010031000.2:reversed,3.18,1,-1.8,6.64,96,
XP_010068044.2:reversed,2.94,1,-1.8,6.34,39,
XP_018719829.1,3.01,1,-1.8,9.13,50.2,
XP_010067610.1,3.15,1,-1.8,10.94,14.9,
XP_010056025.2:reversed,3.06,1,-1.8,5.84,46.3,
XP_010069415.1,3.13,1,-1.8,4.05,17.1,
KCW69378.1:reversed,3.19,1,-1.8,9.36,7.3,
XP_018717998.1,2.89,1,-1.8,5.89,254.7,
XP_010023679.2,3.01,1,-1.8,5.71,218.2,
XP_010024797.1,2.98,1,-1.8,6.48,85.5,
XP_018716205.1,2.96,1,-1.8,6.39,93,
XP_010033264.1:reversed,3.01,1,-1.8,8.57,86.8,
XP_010053236.1:reversed,3.14,1,-1.8,9.24,113.1,
XP_010050038.1,2.95,1,-1.8,5.32,47.7,
XP_018727242.1:reversed,3.28,1,-1.8,6.6,38.7,
XP_018730319.1:reversed,3.11,1,-1.8,8.43,52.9,
XP_010031829.1,2.69,1,-1.8,8.25,39.4,
XP_010036309.1,2.95,1,-1.8,8.18,57.9,
XP_010045570.1,3.1,1,-1.8,5.98,27.2,
XP_010024966.1,3.27,1,-1.8,5.93,49.9,
XP_010043850.1,3.02,1,-1.8,6.07,56.4,
XP_018716901.1,3.11,1,-1.8,9.88,12.6,
XP_010048146.1:reversed,2.87,1,-1.8,7.8,24.4,
XP_010069933.1,3.12,1,-1.8,8.96,58.6,
KCW87872.1:reversed,3.05,1,-1.8,6.18,28.9,
XP_018723293.1,3.29,1,-1.8,5.16,37.7,
XP_018719990.1:reversed,3.04,1,-1.8,5.3,13,
XP_018721932.1,3.02,1,-1.8,4.69,20.5,
XP_018723263.1:reversed,2.88,1,-1.8,5.72,50.4,
XP_010046539.1:reversed,3,1,-1.8,6.2,27.8,
XP_010025286.1,3.19,1,-1.8,9.68,27.2,
XP_010038690.1,3.12,1,-1.8,9.49,38.4,
XP_010064077.1,2.66,1,-1.7,7.77,41.1,
XP_010053426.1,3.1,1,-1.7,5.85,65.1,
XP_018727302.1,3.04,1,-1.7,6.15,270.7,
XP_018726453.1,3.09,1,-1.7,7.31,118.3,
XP_010037453.1,3.18,1,-1.7,9.47,26.6,
XP_018717993.1:reversed,2.85,1,-1.7,7.91,125,
XP_010060685.2,3,1,-1.7,8.05,47.2,
XP_010035290.1,2.85,1,-1.7,8.62,25.5,
XP_010024117.1:reversed,3,1,-1.7,9.19,23.6,
XP_010037104.1,3.26,1,-1.7,6.26,51.1,
XP_010042470.1,3.19,2,-1.7,8.95,20.1,
KCW71180.1,3.22,1,-1.7,8.45,31.1,
XP_018722662.1,3.03,1,-1.7,5.06,18.4,
XP_010052036.1:reversed,2.98,1,-1.7,5.05,55.6,
XP_010027852.1,2.88,1,-1.7,6.29,71.1,
XP_018721849.1:reversed,3.17,1,-1.7,8.96,63.2,
XP_010054591.1,3.07,1,-1.7,7.08,53.9,
XP_010061927.1,2.81,1,-1.7,5.47,14.3,
XP_010028843.1,3.18,1,-1.7,8.45,73.4,
XP_010024454.1,3.07,1,-1.7,6.34,188.6,
XP_018731044.1:reversed,3.21,1,-1.7,6.7,111.7,
XP_018720496.1:reversed,3.05,1,-1.7,4.66,36.5,
XP_010026528.1,3.02,1,-1.7,5.93,109.5,
XP_010059511.1,3.03,1,-1.7,4.75,38.7,
XP_010030570.1,2.91,1,-1.7,7.3,75.1,
XP_018715821.1:reversed,2.89,1,-1.7,9.51,105.3,
XP_010051493.1,2.89,1,-1.7,8.58,82.8,
XP_018719844.1,3.02,1,-1.7,4.95,58.1,
XP_018728819.1:reversed,2.77,1,-1.7,9.08,29.4,
XP_010057095.1,2.75,1,-1.7,4.77,29.4,
XP_018721898.1,3.09,1,-1.7,8.63,72.2,
XP_010039956.2,3.09,1,-1.7,8.33,96.3,
XP_010033729.1,3.25,1,-1.7,8.66,102.5,
KCW90783.1:reversed,2.82,1,-1.7,6.66,30.4,
XP_010048195.1,2.52,1,-1.7,8.48,36.1,
XP_010035464.1,2.95,1,-1.7,4.25,19.2,
XP_018715368.1:reversed,3.16,1,-1.7,9.07,66,
XP_010040844.1,2.84,1,-1.7,5.27,53,
KCW77912.1:reversed,2.73,1,-1.7,8.56,60.9,
XP_010034238.1:reversed,2.92,1,-1.7,6.96,54.4,
XP_010061902.2,3.12,1,-1.7,9.25,54.3,
XP_010034084.1,2.89,1,-1.7,5.37,68.7,
XP_010051916.1,3,1,-1.7,6.47,114.7,
XP_010055243.1,3.12,1,-1.7,7.04,30.2,
XP_018731257.1,2.7,1,-1.7,5.45,86.9,
XP_010050043.1:reversed,3.16,1,-1.7,8.8,33.6,
XP_010065510.1,3.03,1,-1.7,10.36,51.4,
XP_018720038.1:reversed,3.3,1,-1.7,8.96,95.7,
KCW85214.1,3.15,1,-1.7,9.75,9.7,
XP_010053374.2,2.9,1,-1.7,6.03,81.1,
XP_018720584.1:reversed,2.82,1,-1.7,6.06,24.2,
XP_010039329.1,3.14,1,-1.7,5.75,148.7,
XP_018729611.1:reversed,2.7,1,-1.7,5.76,117.8,
KCW65890.1,3.03,1,-1.7,10.04,24.4,
XP_010065751.1,3.03,1,-1.7,5.62,73,
XP_010053618.1,3.02,1,-1.7,9.38,33.3,
XP_018722533.1,3.09,1,-1.6,5.71,14.5,
XP_010064573.1:reversed,3.09,1,-1.6,5.44,60.7,
XP_018715805.1,3.01,1,-1.6,5.94,175.1,
XP_010065273.1:reversed,2.66,1,-1.6,7.62,62.7,
XP_018731191.1:reversed,3.07,1,-1.6,5.43,28.8,
XP_010042548.1,2.95,1,-1.6,6.91,27.1,
XP_010029774.1,2.56,1,-1.6,5.98,24,
XP_010066634.1,2.78,1,-1.6,5.83,70.9,
XP_018724777.1,3.05,1,-1.6,4.44,16.3,
XP_010068198.2,3.02,1,-1.6,9.47,43.5,
XP_010040862.1:reversed,2.84,1,-1.6,6.81,131.4,
XP_010063510.1,3.04,1,-1.6,9.17,44.2,
XP_018720448.1:reversed,2.94,1,-1.6,9.13,49.2,
XP_010035795.1,2.98,1,-1.6,5.31,97.6,
XP_010060923.1,2.76,1,-1.6,8.98,84.3,
XP_010066538.1:reversed,2.81,1,-1.6,6.18,124.5,
XP_018720928.1:reversed,3.25,1,-1.6,5.9,208.1,
XP_010036383.1,2.67,1,-1.6,9.13,52.2,
XP_010055092.1,2.89,1,-1.6,8.44,52.3,
KCW49258.1:reversed,2.83,1,-1.6,4.63,19.5,
XP_018731970.1,3.07,1,-1.6,5.02,103,
KCW85792.1:reversed,2.9,1,-1.6,9.57,45.5,
XP_018724738.1,2.87,1,-1.6,9.31,66.4,
XP_018728181.1:reversed,3.04,1,-1.6,8.93,20.5,
XP_010045025.1,3.06,1,-1.6,9.55,11.7,
XP_010028575.1,2.96,1,-1.6,9.32,58.7,
XP_010028323.1,2.61,1,-1.6,5.42,76.9,
XP_010066773.1:reversed,2.87,1,-1.6,8.36,163.3,
XP_010031996.1:reversed,3.22,1,-1.6,9.74,43,
XP_010062170.1,2.81,1,-1.6,5.25,19.3,
XP_018719893.1,2.9,1,-1.6,6.6,39.7,
XP_010041368.1:reversed,2.84,1,-1.6,5.34,70.6,
XP_010043798.1:reversed,3.12,1,-1.6,9.02,63,
XP_010035489.1,3.06,1,-1.6,6.23,50.3,
XP_018727872.1:reversed,2.85,1,-1.6,5.78,485.6,
KCW65519.1:reversed,2.9,1,-1.6,10.14,32.2,
XP_010053486.1,3.07,1,-1.6,6.05,43,
XP_010036201.1,2.93,1,-1.6,8.23,28.1,
KCW75191.1:reversed,2.99,1,-1.6,7.09,58.7,
XP_010033156.1,2.43,1,-1.6,8.38,23.9,
KCW49274.1,3.23,1,-1.6,9.8,20.2,
XP_018715288.1:reversed,2.79,1,-1.6,6.18,114.7,
XP_010050937.1,2.78,1,-1.6,8.8,12.2,
XP_018724823.1,2.86,1,-1.6,8.41,26.3,
XP_018724395.1,3.11,1,-1.6,6.28,114.4,
XP_018719274.1:reversed,3.05,1,-1.6,6.51,84.6,
XP_018728782.1,2.9,1,-1.6,9.37,19,
XP_010043058.1,2.84,1,-1.6,8.52,27.4,
XP_010038680.1,2.88,1,-1.6,8.15,65.4,
XP_010037513.1,3.06,1,-1.6,5.36,66.2,
XP_010058369.1:reversed,3.03,1,-1.6,6.95,50,
XP_018729538.1:reversed,3.03,1,-1.6,9.98,32.8,
XP_010024693.1,2.88,1,-1.6,6.73,42.8,
XP_010030860.2,3.04,1,-1.6,5.16,41.3,
XP_010040552.1,2.8,1,-1.6,9.55,191,
XP_010053843.2,2.99,1,-1.6,10.67,25,
XP_018726338.1:reversed,2.8,1,-1.6,9.57,12.8,
XP_010038478.1,2.9,1,-1.6,7.77,11,
XP_010065305.1,3.07,1,-1.6,6.6,41.7,
XP_010044787.1,2.98,1,-1.6,6.94,40.1,
XP_010045082.1,3.35,1,-1.6,5.63,53,
XP_010028081.1,3.11,1,-1.6,5.7,51.9,
XP_010056119.1,2.71,1,-1.6,6.11,18.8,
KCW60882.1,3.22,1,-1.6,5.12,25.4,
XP_018723261.1,2.48,1,-1.6,6.66,53.7,
XP_010049848.1:reversed,2.72,1,-1.6,6.03,54.8,
XP_010070215.1,2.97,1,-1.6,7.16,43.6,
XP_010053767.1:reversed,2.83,1,-1.5,8.54,50.8,
KCW83889.1:reversed,2.69,1,-1.5,10.21,40.9,
XP_018715130.1,3.24,1,-1.5,7,85.2,
KCW48767.1,2.8,1,-1.5,8.43,39.7,
XP_010039014.2,3.01,1,-1.5,4.68,20.7,
KCW49569.1,2.95,1,-1.5,5.3,12.6,
XP_010041585.1:reversed,2.93,1,-1.5,7.25,134.8,
XP_010046603.1,2.97,1,-1.5,6.13,109.3,
XP_010055989.1:reversed,3.18,1,-1.5,3.84,10.2,
XP_010023696.1,2.7,1,-1.5,5.81,69.8,
XP_010034870.1,3.28,1,-1.5,9.1,33.8,
XP_010051880.2:reversed,3.1,1,-1.5,5.57,53.5,
XP_018732254.1,3.03,1,-1.5,7.99,126.6,
XP_018726645.1,2.84,1,-1.5,6.39,56.8,
XP_010058178.1,3.37,1,-1.5,10.01,17.9,
XP_018728890.1,2.92,1,-1.5,7.05,33.7,
XP_018732266.1:reversed,2.96,1,-1.5,6.6,127.5,
XP_010044960.1,2.75,1,-1.5,6.88,21.2,
XP_018728610.1,2.87,1,-1.5,4.84,20.4,
XP_010025324.1:reversed,3.09,1,-1.5,8.87,53.4,
XP_010044301.1:reversed,2.73,1,-1.5,5.73,111.7,
XP_010043498.1,2.81,1,-1.5,9.07,61,
XP_010036774.1,2.62,1,-1.5,8.88,35.2,
KCW82449.1,3.17,1,-1.5,9.23,8.1,
XP_010067753.1:reversed,3.17,1,-1.5,5.71,91.6,
XP_010065337.1,2.89,1,-1.5,6.13,153.8,
XP_010042900.1,2.94,1,-1.5,9.38,16.8,
XP_010047302.1,2.73,1,-1.5,5.51,215.4,
XP_010068840.1:reversed,2.98,1,-1.5,9.55,16.5,
KCW64662.1:reversed,3.2,1,-1.5,11.9,15.9,
XP_010035989.1,2.82,1,-1.5,9.3,99.2,
KCW82179.1,2.72,1,-1.5,8.88,41.5,no description available
XP_018730221.1:reversed,3.23,1,-1.5,6,118.9,
XP_018718713.1:reversed,3.14,1,-1.5,11.08,24,
XP_010041611.1:reversed,3.11,1,-1.5,8.06,45.4,
XP_010057074.1,2.77,1,-1.5,9.01,42.2,
XP_018726712.1,2.98,1,-1.5,5.82,40.4,
XP_010044807.1:reversed,2.99,1,-1.5,5.75,68.2,
XP_018717234.1,2.95,1,-1.5,9.3,33,
XP_010065199.1,3.07,1,-1.5,5.64,167.4,
XP_018728108.1:reversed,3.19,1,-1.5,6.65,93.5,
XP_010039104.1:reversed,3.09,1,-1.5,6.23,45.2,
XP_010043752.1:reversed,2.97,1,-1.5,9.78,35.9,
XP_010065212.1,3.1,1,-1.5,6.66,58.4,
XP_010028643.1:reversed,3.1,1,-1.5,6.68,84.6,
XP_010037221.1,2.84,1,-1.5,10.39,16.1,
XP_010040940.1,2.95,1,-1.5,9.24,37.5,
XP_010055623.1,2.91,1,-1.5,5.88,106.4,
XP_018725474.1:reversed,3,1,-1.5,5.68,139.6,
XP_010069419.1:reversed,3,1,-1.5,6.21,114.3,
XP_010052858.1,2.87,1,-1.5,5.27,32.3,
XP_010033644.1,3.08,1,-1.5,5.35,33.2,
XP_018717981.1,2.61,1,-1.5,5.54,12.5,
XP_010038182.1:reversed,2.76,1,-1.5,7.47,79.5,
XP_010024864.1:reversed,2.97,1,-1.5,7.88,160.4,
XP_018717706.1:reversed,3.17,1,-1.5,9.24,39.6,
XP_018720581.1,2.67,1,-1.5,6.41,101.9,
XP_010052010.1:reversed,2.69,1,-1.5,9.34,39.6,
XP_010025408.1:reversed,3.22,1,-1.5,8.69,41.2,
KCW78918.1:reversed,3.22,1,-1.5,9.61,8.4,
XP_010036085.1,3.28,1,-1.5,6.48,45.5,
XP_010054421.1,3.15,1,-1.5,10,33.9,
XP_018723348.1,3.1,1,-1.5,8.36,26.1,
XP_010031966.1:reversed,2.9,1,-1.5,5.47,51.5,
XP_018730788.1,2.99,1,-1.5,8.14,52.6,
XP_018717078.1,2.9,1,-1.5,5.26,24.6,
XP_010059954.1:reversed,2.8,1,-1.5,6.72,38.1,
XP_010030132.1,3.06,1,-1.5,5.73,51.3,
XP_010031302.1:reversed,3.24,1,-1.5,6.48,99.5,
KCW58934.1:reversed,2.91,1,-1.5,5.65,50.7,
XP_010045597.1,3,1,-1.5,6.81,65.6,
XP_010068041.1:reversed,3.19,1,-1.5,5.27,28.4,
XP_010031212.1:reversed,3.24,1,-1.5,6.21,104.5,
XP_010064227.1,3.06,1,-1.5,7.55,41.7,
XP_010051157.1:reversed,2.93,1,-1.4,6.11,130.5,
XP_018725403.1:reversed,2.81,1,-1.4,5.02,30.2,
XP_010062959.1:reversed,3.1,1,-1.4,6.1,86.2,
XP_010027811.1:reversed,3.19,1,-1.4,5.85,59.4,
XP_018731799.1,3.08,1,-1.4,5.49,21.7,
XP_018716172.1,2.95,1,-1.4,9.21,11.5,
XP_010058068.1,2.81,1,-1.4,8.9,22.4,
XP_018717385.1,3.13,1,-1.4,4.46,29.6,
XP_018726865.1,3.08,1,-1.4,5.8,198.2,
XP_010051800.1,3.3,1,-1.4,5.77,93.4,
XP_010034065.1:reversed,3.11,1,-1.4,9.06,39.4,
XP_010065338.1,2.84,1,-1.4,6.41,160.8,
XP_010066040.1:reversed,3.25,1,-1.4,5.42,35,
XP_018728899.1:reversed,3.27,1,-1.4,5.34,24.7,
XP_010047529.1:reversed,3.06,1,-1.4,6.9,55.7,
XP_010062033.1,3.24,1,-1.4,9.52,21.2,
KCW45463.1,2.94,1,-1.4,8.13,63.8,
XP_010028840.1:reversed,2.81,1,-1.4,5.1,142.4,
XP_010030605.1:reversed,2.85,1,-1.4,6.34,90.3,
XP_010036387.1,2.48,1,-1.4,8.95,29.6,
XP_010048527.1,2.83,1,-1.4,8.13,24.6,
XP_010056917.1,3.15,1,-1.4,7.63,36.4,
XP_018726011.1,2.8,1,-1.4,4.67,131.2,
XP_018731503.1:reversed,3.36,1,-1.4,4.63,49.2,
XP_010060112.1:reversed,2.16,1,-1.4,5.11,77.5,
XP_018722857.1,3.07,1,-1.4,4.81,25.5,
XP_018716966.1:reversed,2.67,1,-1.4,6.17,167,
XP_010054744.1,2.9,1,-1.4,6.56,37,
XP_018722824.1:reversed,3,1,-1.4,6.66,62.2,
KCW75306.1:reversed,2.97,1,-1.4,5.78,142.5,
XP_010038167.1:reversed,3.14,1,-1.4,6.84,42,
XP_010040589.2,2.9,1,-1.4,8.03,92.4,
XP_018719776.1,3.41,1,-1.4,6.88,71,
XP_018724583.1,2.74,1,-1.4,6.94,38.1,
XP_010041947.1,3.03,1,-1.4,5.72,34.6,
XP_010046400.1,3.28,1,-1.4,11.9,36,
XP_010026732.1:reversed,2.86,1,-1.4,5.22,86.5,
XP_018716069.1,2.94,1,-1.4,9.46,32.6,
XP_010069742.1:reversed,3.38,2,-1.4,10.11,25.3,
XP_018728237.1,3.08,1,-1.4,4.78,24.3,
XP_018722503.1:reversed,2.77,1,-1.4,6.27,106.5,
XP_018731320.1:reversed,3.01,2,-1.4,7.31,103,
XP_010042610.1,3.09,1,-1.4,6.84,24.8,
XP_010032019.1:reversed,3.01,1,-1.4,11.51,10.9,
XP_010042228.1,3.1,1,-1.4,5.74,23.1,
XP_010031726.1:reversed,3.02,1,-1.4,8.65,37.5,
XP_010047538.1:reversed,2.74,1,-1.4,6.04,49.6,
KCW80186.1:reversed,2.87,1,-1.4,6.56,14,
KCW64079.1,2.47,1,-1.4,5.92,45,
XP_018731085.1,3,1,-1.4,6.72,54.1,
XP_018718394.1,3.36,2,-1.4,6.39,46.3,
XP_010033717.1:reversed,3.26,1,-1.4,5.72,55.5,
XP_010069948.1,3.23,1,-1.4,4.7,147.8,
KCW85894.1:reversed,2.94,1,-1.4,10.27,13.5,
XP_018722711.1,2.78,1,-1.4,9.12,44.7,
KCW65895.1,3.06,1,-1.4,6.51,17.7,no description available
XP_010065411.1:reversed,2.92,1,-1.4,6.67,68.8,
XP_010053958.1,2.85,1,-1.4,10.45,16.3,
XP_018731676.1:reversed,2.74,1,-1.4,9.18,48.7,
XP_010029791.1:reversed,3,1,-1.4,4.82,41.3,
XP_010060696.1,3.17,1,-1.4,9.52,34.1,
XP_010043305.1,2.96,1,-1.4,8.55,66.9,
XP_010047167.1,2.96,1,-1.4,9.19,83.2,
XP_018729624.1,3.22,1,-1.4,6.88,29.2,
XP_010052670.1,3.19,1,-1.4,10.42,15.7,
XP_018717459.1,3.14,1,-1.4,6.54,94.5,
XP_010039617.1,2.82,1,-1.4,6.18,17.5,
XP_010052216.1:reversed,2.85,1,-1.4,8.87,42.3,
XP_010067855.1:reversed,2.93,1,-1.4,6.04,38.9,
XP_018719918.1,2.96,1,-1.4,7.02,108.2,
XP_010057125.1,3.28,1,-1.4,9.57,12.7,
KCW55321.1:reversed,2.83,1,-1.4,8.63,51,
XP_010037993.1,2.75,1,-1.4,9.52,59.9,
KCW53435.1,3.13,1,-1.4,11.61,17,
XP_010046284.1,2.86,1,-1.4,7.18,67.6,
XP_010050182.1,3.37,1,-1.4,6.47,33.3,
XP_010066545.1:reversed,2.9,1,-1.4,9.02,43.2,
XP_018726156.1:reversed,3.02,1,-1.4,6.57,49.5,
XP_018729427.1:reversed,3.3,1,-1.4,6.46,35.8,
XP_018729795.1,3.37,1,-1.4,6.07,51.1,
XP_010061372.1,3.21,1,-1.4,6.75,76.8,
XP_010067450.1,2.94,1,-1.4,8.83,32.4,
XP_018733140.1:reversed,2.81,1,-1.4,6.37,77.2,
XP_010027406.1:reversed,3.11,1,-1.4,8.39,167.8,
XP_010049857.1,3.1,1,-1.4,5.06,10.9,
XP_018733142.1,3.32,1,-1.4,6.2,233.5,
XP_018728350.1:reversed,3.39,1,-1.4,5.39,21.8,
XP_010064203.1:reversed,2.87,1,-1.4,8.88,29.8,
XP_010069862.1,3.06,1,-1.4,4.39,25.9,
XP_018715347.1,2.99,1,-1.4,8.84,51.2,
XP_010063253.1:reversed,3.11,1,-1.4,5.91,109.1,
XP_018732535.1:reversed,3.21,1,-1.4,5.78,147.4,
XP_010062697.1:reversed,3.01,1,-1.4,9.99,67.9,
XP_018715841.1,2.85,1,-1.4,9.4,49.9,
KCW74948.1,2.7,1,-1.4,9.13,8,
XP_010055776.1:reversed,2.77,1,-1.4,8.63,12.7,
XP_018715718.1,2.88,1,-1.4,10.15,36,
XP_010030503.1:reversed,3.17,1,-1.4,5.31,21.3,
KCW80930.1,2.72,1,-1.4,8.72,46.6,
XP_010044058.1,2.9,1,-1.4,9.03,74.2,
XP_010030575.1:reversed,2.5,1,-1.4,8.91,56.4,
XP_010059868.1:reversed,3.11,1,-1.4,9.05,58.3,
KCW77652.1:reversed,2.81,1,-1.4,9.55,7.6,
XP_010023577.1:reversed,2.96,1,-1.4,8.62,75.5,
XP_010038067.1:reversed,2.67,1,-1.4,7.58,52.6,
XP_018720416.1:reversed,3.01,1,-1.4,6.8,38.2,
XP_010041885.1:reversed,2.93,1,-1.4,5.66,70.4,
XP_010036801.1,2.87,1,-1.3,5.36,67.7,
XP_010058399.1:reversed,3.09,1,-1.3,9.35,17.7,
