Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_018717563.1:reversed,3.15,1,-1.9,9.25,31.4,
XP_010060500.1,2.9,1,-1.9,7.67,29.1,
XP_010046300.1:reversed,3.15,1,-1.9,5.06,15.7,
KCW62299.1:reversed,3.19,1,-1.9,7.58,71.8,
XP_010027241.1,3.14,1,-1.9,8.96,50,
XP_018722580.1:reversed,3,1,-1.9,6.77,30.5,
XP_010059357.1,3.11,1,-1.9,5.79,29.6,
XP_010033772.1,2.78,1,-1.9,4.38,44.3,
XP_018716433.1,3.16,1,-1.9,6.39,27.9,
XP_010029988.1:reversed,2.86,1,-1.9,7.93,57.7,
XP_018727262.1,2.89,1,-1.9,6.88,17.2,
XP_018717437.1:reversed,3.23,1,-1.9,8.78,144.2,
XP_010057603.1:reversed,2.88,1,-1.9,6.2,118.7,
XP_010032308.1:reversed,2.59,1,-1.9,8.53,30.3,
KCW70666.1:reversed,3.07,1,-1.9,5.92,99.9,
XP_010052395.1:reversed,3.03,1,-1.9,6.69,130,
XP_010047674.1,3.03,1,-1.9,8.87,35.6,
XP_010052240.1,2.99,1,-1.9,8.7,58.9,
KCW62795.1:reversed,3.12,1,-1.9,9.45,20.6,
XP_010030032.1:reversed,3.1,1,-1.9,5.11,93.2,
XP_010023501.1,2.96,1,-1.8,5.02,35.8,
XP_010025511.1,2.93,1,-1.8,4.99,19.2,
XP_010065492.1,3.03,1,-1.8,8.48,24.8,
XP_010062522.1,3.21,1,-1.8,4.77,31.5,
KCW58085.1:reversed,3.05,1,-1.8,5.75,73.9,
XP_010053641.1,2.98,1,-1.8,5.1,31.2,
XP_010047771.1:reversed,2.6,1,-1.8,5.88,35.1,
XP_010069909.1,3.13,1,-1.8,9.44,13.4,
XP_010069084.1,2.96,1,-1.8,5.46,120.5,
XP_018720102.1:reversed,2.93,1,-1.8,6.43,92.2,
XP_010061412.2:reversed,2.95,1,-1.8,7.2,25.7,
KCW71295.1,3.06,1,-1.8,5.81,53,
XP_010049439.1:reversed,3.1,1,-1.8,9.42,44.5,
XP_010036571.1,3.03,1,-1.8,5.49,129.9,
XP_010029666.1,2.93,1,-1.8,7.73,27.2,
XP_010049172.1,3.06,1,-1.8,5.47,70.7,
XP_010065928.1,2.62,1,-1.8,6.25,66.6,
XP_018716410.1,3.11,1,-1.8,8.02,25,
XP_010054469.1:reversed,2.59,1,-1.8,9.2,98.5,
XP_010032501.1,3.25,1,-1.8,7.83,111.5,
XP_010050560.1,3.17,1,-1.8,8.51,78.3,
XP_010034691.2:reversed,2.93,1,-1.8,6.08,128.3,
XP_018719508.1:reversed,2.79,1,-1.8,4.85,94.5,
XP_010037698.1,2.82,1,-1.8,6.02,32.8,
XP_018731961.1:reversed,2.94,1,-1.8,5.78,88.9,
XP_010067027.1,2.99,1,-1.8,9.28,32.2,
XP_018719649.1,3.43,1,-1.8,8.75,103.1,
KCW83138.1,3.16,1,-1.8,5.92,51.5,
XP_018729082.1,3.21,1,-1.8,4.77,50.3,
XP_018717118.1,3.06,1,-1.8,7.59,57.2,
XP_010054001.1,2.91,1,-1.8,7.15,49.1,
XP_010044587.1,3.04,1,-1.8,7.18,47.8,
XP_018732818.1:reversed,3.28,1,-1.8,4.88,30.9,
XP_010061902.2,2.7,1,-1.8,9.25,54.3,
XP_018720922.1,3,1,-1.8,6.32,30.6,
KCW54832.1,2.7,1,-1.8,4.52,21.3,
XP_010037503.1,2.98,1,-1.8,6.12,53.3,
XP_010025495.1,2.87,1,-1.8,8.93,50.8,
XP_018715657.1:reversed,3.09,2,-1.8,6.25,39,
XP_010030665.1,2.98,1,-1.8,8.97,89.3,
XP_010031295.1:reversed,3.09,1,-1.8,8.8,62.4,
XP_018716455.1,3.21,1,-1.8,5.19,44.6,
XP_010056340.2,2.88,1,-1.8,8.94,56.6,
XP_010054997.1:reversed,3.3,1,-1.8,6.08,249.8,
XP_010061432.1,2.47,1,-1.7,9.3,42.7,
XP_018716394.1,3.12,1,-1.7,5.67,132.6,
XP_010050771.1:reversed,3.13,1,-1.7,6.61,108.8,
XP_010028818.1,2.69,1,-1.7,5.11,38.1,
XP_010037448.1,2.96,1,-1.7,9.81,31.3,
XP_010060949.1,3.27,1,-1.7,5.81,84,
XP_018717648.1:reversed,3.17,1,-1.7,5.69,50.1,
XP_018726066.1,3.46,3,-1.7,9.34,27.6,
XP_010035018.1:reversed,3.08,1,-1.7,6.04,80.7,
KCW63505.1,3.23,1,-1.7,8.54,17.4,
XP_010049196.1,3.02,1,-1.7,6.44,114.4,
XP_010023678.1:reversed,3.14,1,-1.7,6.86,167,
XP_010041585.1:reversed,3.08,1,-1.7,7.25,134.8,
XP_010038030.1,2.99,1,-1.7,5.64,53.2,
XP_010058131.1,3.05,1,-1.7,5.88,74.1,
KCW49088.1,2.83,1,-1.7,9.5,47.7,no description available
XP_010026673.1,2.99,1,-1.7,6.97,26.5,
XP_010065336.1:reversed,2.98,1,-1.7,6.05,150.3,
XP_010033257.1:reversed,3.14,1,-1.7,9.4,14.8,
XP_010026772.1,3.3,1,-1.7,5.87,131.7,
XP_018729661.1,2.64,1,-1.7,5.8,65.8,
XP_018732140.1,2.84,1,-1.7,5.08,42.6,
XP_010036584.1:reversed,2.98,1,-1.7,5.23,87.2,
XP_018728237.1,3.01,1,-1.7,4.78,24.3,
XP_018725077.1,3.09,1,-1.7,9.15,34.8,
XP_010039060.1:reversed,3.13,1,-1.7,6.1,68.8,
XP_010065385.2,2.99,1,-1.7,6,161.9,
XP_010062665.1,2.77,1,-1.7,7.16,60.1,
XP_018715987.1,2.97,2,-1.7,9.12,49.4,
XP_010044325.1:reversed,3.24,1,-1.7,6.73,44,
XP_010057878.1,2.82,1,-1.7,7.56,22.1,
XP_010053083.1,3.24,1,-1.7,5.34,84,
XP_010068998.1,2.97,1,-1.7,7.13,305.6,
XP_018726339.1,3.26,1,-1.7,4.94,40.6,
XP_010043018.1:reversed,3,1,-1.7,10.55,13,
XP_018730023.1,3.03,1,-1.7,6.19,117.8,
XP_018722896.1,3.23,1,-1.7,8.72,54.3,
XP_018718953.1:reversed,3.26,1,-1.7,5.9,100.3,
XP_010060110.1:reversed,2.99,1,-1.7,4.87,40.1,
XP_010052443.1:reversed,2.91,1,-1.7,6.57,72.3,
XP_010049742.1:reversed,3.11,1,-1.7,9.05,18.4,
XP_010047645.1:reversed,3.15,1,-1.7,6.67,37.2,
XP_010042411.1,3.24,1,-1.7,8.95,34.1,
XP_010035446.1,2.87,1,-1.7,9.01,49.1,
XP_018719950.1:reversed,3.03,1,-1.7,8.36,82.1,
KCW56404.1,2.96,1,-1.7,9.92,36.4,
XP_010024721.1,3.04,1,-1.7,6.26,55.4,
XP_010051964.2:reversed,2.97,1,-1.7,11.77,18.5,
XP_010062582.1,3.18,1,-1.7,9.23,83.3,
XP_010043306.1:reversed,3.04,1,-1.7,9.29,44.3,
XP_010026203.1,3.18,1,-1.6,6.59,97.6,
XP_018733089.1,2.68,1,-1.6,8.93,59.3,
XP_010036902.1:reversed,2.76,1,-1.6,5.5,107.3,
XP_018723002.1:reversed,2.88,1,-1.6,5.3,22.1,
XP_018723350.1:reversed,3.33,1,-1.6,6.96,98.8,
XP_018731034.1:reversed,2.79,1,-1.6,10.31,27.1,
XP_010031854.1,2.99,1,-1.6,5.16,71.3,
XP_010053583.1,3.1,1,-1.6,8.3,222.9,
XP_010059751.1:reversed,3.1,1,-1.6,8.77,71.8,
XP_010027623.1,2.97,1,-1.6,8.35,124.9,
KCW84213.1:reversed,3.27,1,-1.6,9.15,41.3,
XP_018732796.1:reversed,3.04,1,-1.6,5.8,206,
XP_010033654.1:reversed,3.03,1,-1.6,7.55,63.2,
XP_010036820.1,2.83,1,-1.6,6.28,70.5,
XP_018725698.1:reversed,2.88,1,-1.6,6.64,67.7,
XP_018727655.1,3.15,1,-1.6,8.81,59,
XP_010053090.1:reversed,3.08,1,-1.6,5.13,91.7,
KCW82140.1,2.93,1,-1.6,8.88,45.1,
XP_010063993.1,3.27,1,-1.6,6.53,57.5,
XP_018724942.1:reversed,3.11,1,-1.6,6.06,45.7,
XP_010069809.1:reversed,2.95,1,-1.6,4.83,110.9,
XP_018720306.1,2.78,1,-1.6,9.59,102.9,
XP_010027582.1:reversed,3.33,1,-1.6,8.29,55.6,
XP_010032037.1:reversed,3.33,1,-1.6,8.76,57,
XP_018727365.1,2.93,1,-1.6,4.93,20.4,
KCW63226.1,3.03,1,-1.6,8.99,8,
XP_018718512.1:reversed,3.07,1,-1.6,9.23,28,
XP_018731069.1,2.82,1,-1.6,5.37,56.4,
XP_010040671.1,3.04,1,-1.6,7.54,52.6,
XP_010035984.1,3.05,1,-1.6,9.25,34.1,
XP_010049463.2:reversed,2.96,1,-1.6,5.74,28.8,
XP_010046656.1:reversed,3.11,2,-1.6,8.56,50.6,
XP_018719915.1,3,1,-1.6,7.15,72.7,
XP_010064298.1:reversed,3.09,1,-1.6,8.24,67.1,
XP_018718303.1:reversed,3.3,1,-1.6,6.59,98.5,
XP_010028696.1:reversed,3.4,1,-1.6,5.83,219.4,
XP_010054987.1:reversed,3.09,1,-1.6,8.53,54.3,
XP_018730350.1,3.27,1,-1.6,8.68,86.1,
XP_010051564.1,3.16,1,-1.6,7.49,122.7,
XP_018724819.1:reversed,3.07,1,-1.6,5.79,52.5,
XP_018729986.1,3.05,1,-1.6,9.57,19.5,
XP_010032986.2:reversed,3.21,1,-1.6,8.88,44.1,
XP_010060885.1:reversed,3.17,1,-1.6,4.62,94.5,
XP_010045335.1,2.91,1,-1.6,8.16,49.3,
XP_010050002.1,2.88,1,-1.6,6.71,48.3,
XP_010058208.2:reversed,3.21,1,-1.6,7.92,94.3,
XP_010044023.1:reversed,3.13,1,-1.6,9.7,17.1,
XP_018718414.1:reversed,3.23,1,-1.6,5.72,84.6,
XP_010055376.1,2.85,1,-1.6,9.17,35.8,
XP_018718535.1,3.18,1,-1.6,6.64,305.3,
XP_010035176.1,3.12,1,-1.6,7.15,57.6,
XP_010052791.1,3.18,1,-1.6,6.84,16.2,
XP_010038303.1,2.93,1,-1.6,9.55,47.8,
XP_010046952.1,3.11,1,-1.6,7.97,45.4,
XP_010029708.1,3.1,1,-1.6,5.64,122.6,
XP_018716554.1,2.88,1,-1.6,9.38,78.4,
XP_010039415.1,2.92,1,-1.6,6.49,93.4,
XP_010034234.1,3.11,1,-1.6,10.72,23.8,
XP_010039255.1:reversed,3.2,1,-1.6,6.62,88.8,
XP_010044570.1,2.72,1,-1.6,9.66,24.3,
XP_010034027.1,3.06,1,-1.6,6.71,40.6,
XP_010048285.1,2.92,1,-1.6,9.56,30.8,
XP_018717148.1:reversed,3.2,1,-1.6,9.33,62.5,
XP_010048080.1:reversed,3.15,1,-1.5,9.54,22.3,
XP_018728009.1,2.65,1,-1.5,9.39,132.9,
XP_010043430.1,2.93,1,-1.5,9.15,21.7,
XP_010027971.1,2.74,1,-1.5,6.22,38.8,
XP_010041963.2,3.12,1,-1.5,7.63,21.8,
XP_010066812.1:reversed,2.92,1,-1.5,5.43,67,
XP_018723161.1:reversed,2.75,1,-1.5,6.09,19.3,
XP_010043458.1:reversed,3.18,1,-1.5,8.62,18.9,
XP_018715291.1,2.78,1,-1.5,5.85,94.9,
XP_010065821.1,2.97,1,-1.5,6.86,33.3,
XP_010037028.1,2.9,1,-1.5,5.57,41.8,
XP_010053263.1,2.89,1,-1.5,5.06,43,
XP_018724678.1,3.01,1,-1.5,9.78,29.7,
XP_010030750.1,2.92,1,-1.5,5.71,16.5,
XP_018718872.1:reversed,3.06,1,-1.5,5.29,27.9,
KCW47280.1:reversed,2.96,1,-1.5,8.88,29.7,
XP_010061815.1:reversed,3.13,1,-1.5,5.54,35.5,
KCW45564.1:reversed,2.8,1,-1.5,11.08,20.9,
XP_010029389.1,3.03,1,-1.5,6.46,121,
XP_010049454.2,3.13,1,-1.5,5.64,94.2,
XP_010069768.1:reversed,3.04,1,-1.5,7.18,75.4,
XP_018718782.1,2.76,1,-1.5,9.52,62.9,
XP_010030694.1:reversed,3.07,1,-1.5,9.14,44.7,
XP_010033484.1,2.7,1,-1.5,5.52,57.8,
XP_018728091.1:reversed,2.78,1,-1.5,9.54,103.5,
XP_018731454.1,2.82,1,-1.5,6.07,235.5,
XP_010044080.1:reversed,2.92,1,-1.5,9.83,54.1,
XP_010026101.1:reversed,2.8,1,-1.5,6.72,143.7,
XP_010032194.1:reversed,2.44,1,-1.5,5.35,57.8,
XP_010041372.1,3.05,1,-1.5,5.59,21,
XP_018733304.1,3.1,1,-1.5,8.62,132.3,
XP_010047510.1:reversed,2.97,1,-1.5,7.54,74.7,
XP_010053209.1,2.83,1,-1.5,5.29,34.7,
XP_010032107.1:reversed,3.08,1,-1.5,6.56,210.7,
XP_010063283.1,2.85,1,-1.5,7.96,87.9,
XP_010069638.1,2.98,1,-1.5,9.67,21.5,
XP_010048833.1,2.74,1,-1.5,9.53,26.9,
XP_010062486.1,3.33,1,-1.5,6.41,34.2,
XP_018717990.1:reversed,2.83,1,-1.5,8.83,32.2,
XP_010068962.1,3.16,1,-1.5,8.91,55.9,
XP_010058555.2:reversed,2.82,1,-1.5,7.8,38.3,
XP_010056617.1:reversed,3.34,1,-1.5,9.48,29.3,
XP_018725626.1:reversed,2.71,1,-1.5,10.9,24.4,
XP_010024338.1,2.88,1,-1.5,9.85,46.6,
XP_018726802.1,3.14,1,-1.5,5.65,90.7,
XP_018726481.1:reversed,2.79,1,-1.5,5.88,18.9,
XP_010065250.2,2.88,1,-1.5,6.13,125.5,
XP_010028274.2:reversed,2.97,1,-1.5,6.25,27.7,
XP_010051613.2:reversed,3.1,1,-1.5,9.02,40.9,
sp|CAS1_BOVIN|,2.69,1,-1.5,4.98,24.5, Alpha-S1-casein; Bos d 8; Contains: Antioxidant peptide; Flags: Precursor; 
XP_010032556.1,3.03,1,-1.5,4.7,40.1,
XP_010062426.2,2.85,1,-1.5,7.41,124.2,
XP_010037390.1:reversed,3.01,1,-1.5,6.23,39.2,
XP_010039607.1:reversed,3.03,1,-1.5,8.4,92.1,
KCW63208.1:reversed,2.88,1,-1.5,6.49,104.4,
XP_010030181.1,2.74,1,-1.5,8.87,29.7,
XP_010048489.1,2.88,1,-1.5,6.09,109.4,
KCW90100.1,2.92,1,-1.5,8.98,45.7,
XP_010041552.1:reversed,2.7,1,-1.5,5.28,34,
XP_018716040.1:reversed,2.69,1,-1.5,8.41,100.1,
XP_010068858.1:reversed,3.11,1,-1.5,8.71,44.7,
XP_010043817.1,2.76,1,-1.5,6.31,52.2,
XP_010043302.1,3.01,1,-1.5,4.92,61.9,
XP_010045513.1:reversed,3.37,1,-1.5,8.57,57.8,
XP_010050390.1:reversed,3.32,1,-1.5,6.52,55.6,
XP_010047060.1,2.9,1,-1.5,6.46,117.7,
XP_010052389.1:reversed,3.12,1,-1.5,9.11,70.7,
XP_010042625.1:reversed,2.62,1,-1.4,9.31,41.6,
KCW81257.1,2.8,1,-1.4,8.45,91.4,
XP_010058545.1,3.15,1,-1.4,10.16,43.2,
XP_010033306.1,2.84,1,-1.4,9.11,34.4,
XP_010062437.1,3.16,1,-1.4,9.66,12.9,
XP_010056252.1:reversed,2.88,1,-1.4,8.61,65.9,
XP_010028081.1:reversed,3.31,1,-1.4,5.7,51.9,
XP_018724658.1:reversed,2.82,1,-1.4,8.48,145.3,
XP_018720223.1:reversed,3.21,1,-1.4,11.51,17,
XP_010045030.1:reversed,2.99,1,-1.4,4.8,51.8,
KCW62182.1,2.84,1,-1.4,4.6,29.6,
KCW75556.1:reversed,3.41,1,-1.4,7.5,16.4,
XP_018718691.1,3.01,1,-1.4,5.39,90.1,
XP_018724082.1,3,1,-1.4,8.93,26.5,
XP_018721276.1,3.04,1,-1.4,5.12,42.7,
KCW90449.1,3.27,1,-1.4,9.25,43.8,
XP_010067216.1,3.17,1,-1.4,4.83,12.8,
XP_010053907.1:reversed,2.6,1,-1.4,6.29,80.2,
KCW46813.1,3.11,1,-1.4,6.08,39.4,
XP_018725559.1,2.92,1,-1.4,8.23,63.7,
XP_010037880.1,2.81,1,-1.4,6.93,100,
XP_018715840.1,3.35,1,-1.4,5.94,78.4,
XP_010034488.1:reversed,3.04,1,-1.4,6.03,78.3,
XP_010044582.1:reversed,3.22,1,-1.4,7.3,88.9,
XP_010065791.1:reversed,3.11,1,-1.4,5.5,40.4,
XP_018725701.1:reversed,3.1,1,-1.4,7.86,23.8,
XP_010069664.1,3.18,1,-1.4,9.94,30.8,
XP_010053020.1,2.63,1,-1.4,9.52,59.9,
XP_018717102.1,2.91,1,-1.4,9.12,28.8,
XP_010045334.1,3.01,1,-1.4,9.35,31.3,
XP_010036199.1,3.23,1,-1.4,8.64,28,
XP_018721992.1,3.24,1,-1.4,4.95,61.3,
XP_010053568.1,3.05,1,-1.4,8.77,69.5,
XP_010028948.1:reversed,3.36,1,-1.4,8.89,53.6,
XP_010044388.1:reversed,3.37,1,-1.4,5.21,29.2,
XP_010044175.1:reversed,3.04,1,-1.4,8.27,13.4,
XP_010025406.1:reversed,3.36,1,-1.4,9.03,12,
XP_018732279.1:reversed,3.07,1,-1.4,8.8,83.4,
XP_018726677.1,3.1,1,-1.4,8.92,50.6,
XP_018730503.1,2.85,1,-1.4,5.7,161.5,
XP_018730810.1:reversed,3.02,1,-1.4,8.77,38.1,
XP_018724481.1,2.85,1,-1.4,4.73,66.1,
XP_018720914.1,2.97,1,-1.4,7.73,29.5,
XP_010070122.2,2.99,1,-1.4,8.66,77.5,
XP_010069950.1,3.15,1,-1.4,4.49,29.9,
XP_010048773.1:reversed,3.12,1,-1.4,9.84,12.3,
XP_010058806.1,3,1,-1.4,5.16,64.3,
XP_010029325.1:reversed,2.93,1,-1.4,7.32,73.4,
XP_018721008.1:reversed,2.89,1,-1.4,6.55,37.8,
XP_010029247.1:reversed,3.18,1,-1.4,6.83,39.6,
XP_018733005.1:reversed,2.6,1,-1.4,6.2,213.6,
XP_018717010.1,3.04,1,-1.4,6.6,93.3,
XP_010068637.1:reversed,2.72,1,-1.4,9.3,29.8,
XP_010026972.1,3.33,1,-1.4,8.87,25.2,
XP_010051765.1,3.11,1,-1.4,7.71,88.5,
XP_010040206.1,2.75,1,-1.4,9.06,32.9,
XP_010061057.1,2.78,1,-1.4,8.66,10.9,
XP_010042290.1:reversed,3.17,1,-1.4,6,82.1,
KCW44578.1,3.01,1,-1.4,10.55,33.2,
XP_010063667.1,3.25,1,-1.4,9.72,47,
XP_018719997.1,2.9,1,-1.4,6.54,73.8,
XP_010026385.1:reversed,2.83,1,-1.4,8.82,69.3,
XP_010060213.2:reversed,3.24,1,-1.4,6.47,54,
XP_010028737.1,3.12,1,-1.4,4.36,17.9,
XP_018716353.1,3.31,1,-1.4,6.63,50.2,
XP_010044978.1,2.88,1,-1.4,5.05,52.5,
XP_018722799.1,2.88,1,-1.4,6.01,82.1,
XP_010063599.1,3.18,1,-1.4,5.15,71.7,
XP_010027360.1,2.95,1,-1.4,7.16,88.8,
XP_018724469.1:reversed,3.14,1,-1.4,5.96,31.9,
XP_010059417.1:reversed,3.24,1,-1.4,6.3,30.5,
XP_010043754.2,2.98,1,-1.4,4.49,94.8,
XP_018719252.1,3.03,1,-1.4,5.84,51.9,
KCW55724.1,3.23,1,-1.4,4.41,34,
XP_010068145.1:reversed,3.14,1,-1.4,6.91,12.3,
XP_010053905.1:reversed,2.98,1,-1.4,6.73,54.5,
XP_018719288.1,2.76,1,-1.4,5.75,52.2,
XP_018716734.1,2.96,1,-1.4,9.54,34.8,
XP_010065462.1,3.23,1,-1.4,9.22,39.9,
XP_018716318.1,3.13,1,-1.4,5.43,26.1,
XP_010062521.1:reversed,2.83,1,-1.4,8.89,78.8,
XP_010046150.1,3.23,1,-1.4,5.36,86.4,
XP_010037108.1,2.8,1,-1.4,7.09,78.8,
XP_018725549.1:reversed,3.06,1,-1.4,7.29,49.5,
XP_018725311.1:reversed,3.29,1,-1.4,8.34,76.3,
XP_010023470.1:reversed,2.98,1,-1.4,9.46,60.1,
XP_010039829.1:reversed,3.13,1,-1.4,5.61,54.7,
XP_010062037.1,2.68,1,-1.4,7.64,63.4,
XP_018727032.1,3.31,1,-1.4,8.49,48.1,
XP_010045014.1:reversed,3.13,1,-1.4,7.14,55,
XP_010024061.2:reversed,3.05,1,-1.4,8.78,32.8,
XP_018723958.1,3.06,1,-1.4,5.49,54.5,
KCW80664.1,2.75,1,-1.4,7.93,74,
XP_018720363.1:reversed,2.88,1,-1.4,7.2,64.7,
XP_018727295.1,2.74,1,-1.4,5.63,88.4,
XP_010039936.1:reversed,3.2,1,-1.4,5.97,79.6,
XP_010027142.1,2.63,1,-1.4,7.1,33.9,
XP_010066746.1,3.18,1,-1.4,5.31,48.3,
XP_018726681.1,2.91,1,-1.4,11.9,18.4,
XP_018720639.1:reversed,3.27,1,-1.4,5.91,28,
XP_010064126.2:reversed,3.25,1,-1.4,6.11,34.8,
XP_018728786.1:reversed,3.17,1,-1.4,9.71,19.5,
XP_010029662.2,2.77,1,-1.4,9.33,94.7,
XP_010069953.1:reversed,3.13,1,-1.4,9.51,49,
XP_018727920.1:reversed,3.37,1,-1.4,9.53,47.4,
XP_018719202.1:reversed,3,1,-1.4,6.39,58.7,
XP_010065946.1:reversed,2.64,1,-1.4,5.73,46,
XP_018731219.1,3.01,1,-1.4,11.57,23.7,
XP_010048515.1,3.05,1,-1.4,8.69,54.5,
XP_010063254.1,3.29,1,-1.4,8.62,8.3,
XP_010047719.1:reversed,3.1,1,-1.4,8.89,49,
XP_010036149.1,2.98,1,-1.4,9.01,43.1,
XP_010063091.1,3.21,1,-1.4,7.86,18.4,
XP_018726724.1,2.87,1,-1.4,7.22,240.5,
KCW69207.1,2.91,1,-1.4,9.47,24.5,
XP_010037922.1:reversed,3.09,1,-1.4,8.28,47.1,
XP_010038186.1:reversed,2.96,1,-1.4,6.07,24.6,
XP_010035830.1,2.87,1,-1.4,6.36,38.9,
XP_018723513.1:reversed,2.65,1,-1.4,6.83,172.8,
XP_018724626.1:reversed,2.94,1,-1.4,11.46,18.6,
XP_018717373.1:reversed,2.73,1,-1.4,8.65,96.3,
XP_010054433.1:reversed,2.89,1,-1.4,7.47,69.7,
XP_018725654.1,3.08,1,-1.4,8.22,45.7,
XP_010066729.1,2.8,1,-1.4,5.93,102.2,
XP_010067446.1:reversed,2.73,1,-1.4,6.19,45.8,
XP_010045028.1,3.07,1,-1.4,7.61,35.7,
XP_010026049.1,2.84,1,-1.4,5.94,37.1,
XP_010042092.1:reversed,3.15,1,-1.4,5.99,45,
XP_018731471.1:reversed,2.96,1,-1.4,8.86,35.4,
XP_010055099.1:reversed,3.34,2,-1.4,4.78,18.9,
XP_010024365.1,3.03,1,-1.4,5.87,78,
XP_010063232.1,3.36,1,-1.4,8.95,63.5,
XP_018731471.1,3.01,1,-1.4,8.86,35.4,
XP_010049595.1,2.78,1,-1.4,5.91,145.9,
XP_010034967.1,2.96,1,-1.3,6.76,104.4,
XP_018719467.1:reversed,3.35,1,-1.3,8.98,56.4,
XP_010029720.1,3.08,1,-1.3,4.38,45.5,
KCW58822.1:reversed,3.11,1,-1.3,9.4,19.6,
XP_018715706.1:reversed,2.85,1,-1.3,8.68,69,
XP_010068633.1,3.23,1,-1.3,5.65,24.9,
XP_010062673.1,2.75,1,-1.3,6.06,77.1,
XP_018730459.1,3.02,1,-1.3,5.17,34.7,
XP_010027263.1:reversed,3.2,1,-1.3,4.94,49.3,
XP_018723702.1:reversed,3.18,1,-1.3,8.68,45.9,
XP_010051135.1:reversed,2.81,1,-1.3,7.2,34.4,
XP_018716103.1,2.98,1,-1.3,6.17,152.1,
XP_010050007.1,3.2,1,-1.3,5.52,196.5,
XP_010066563.1,3.15,1,-1.3,7.14,129.9,
XP_010033250.1:reversed,3.24,1,-1.3,8.18,59.2,
XP_018731994.1,2.87,1,-1.3,5.72,50.7,
XP_018732781.1,2.8,1,-1.3,5.41,106.1,
XP_010066629.1,3.01,1,-1.3,6.77,39.6,
XP_010068234.2,2.68,1,-1.3,9.41,45.7,
XP_018716156.1,3.18,1,-1.3,4.75,24.9,
XP_018719504.1:reversed,2.95,1,-1.3,8.75,16,
XP_010043717.1,2.94,1,-1.3,8.64,42.7,
XP_010045842.1,2.97,1,-1.3,8.63,55.8,
XP_018721963.1:reversed,2.76,1,-1.3,6.65,98.8,
XP_010034373.1,2.98,1,-1.3,8.75,63.8,
XP_018716934.1,2.9,1,-1.3,5.43,17.6,
XP_010031623.1:reversed,2.79,1,-1.3,6.65,55.7,
KCW59647.1,2.84,1,-1.3,7.69,76.7,
XP_018726790.1:reversed,2.89,1,-1.3,7.01,60.5,
XP_010051195.1:reversed,2.97,1,-1.3,6.51,22.5,
XP_010062507.2,2.76,1,-1.3,8.95,53.4,
KCW47093.1,3.37,1,-1.3,11.82,12.6,
KCW90726.1,2.56,1,-1.3,10.67,12.2,
XP_018720582.1:reversed,3.24,1,-1.3,5.65,48.4,
XP_010069895.1,2.8,1,-1.3,8.98,56.6,
XP_018732271.1:reversed,3.07,1,-1.3,10.33,45,
XP_010047435.1,3.18,1,-1.3,5.68,65.2,
XP_010030040.1:reversed,3.02,1,-1.3,8.93,38.3,
XP_010033665.1,2.83,1,-1.3,4.92,34,
XP_018723525.1,3.27,1,-1.3,6.48,114.8,
KCW59181.1,3.15,1,-1.3,6.93,62,
XP_010036538.1:reversed,3.06,1,-1.3,5.78,44.7,
XP_010068400.1,3.03,1,-1.3,8.1,65.8,
XP_018720633.1,3.03,1,-1.3,8.62,51.8,
XP_010034044.1:reversed,3.07,1,-1.3,5.43,71.4,
XP_018723285.1,2.99,1,-1.3,6.98,76.3,
XP_010037014.1:reversed,3,1,-1.3,5.37,65.7,
KCW70647.1,3.17,1,-1.3,5.85,17,
XP_010039061.1,3.22,1,-1.3,8.95,72.9,
XP_018720459.1,2.23,1,-1.3,9.18,26.8,
KCW53910.1,2.87,1,-1.3,9.25,39,
XP_010031818.1,3.26,1,-1.3,6.18,105.2,
XP_010029165.1,2.82,1,-1.3,6.46,68.8,
XP_018729371.1,2.9,1,-1.3,6.91,62,
XP_010033116.1:reversed,3.23,1,-1.3,6.68,86.6,
XP_010039926.2:reversed,2.57,1,-1.3,5.46,94,
XP_010054231.2,3.13,1,-1.3,5.81,31.6,
XP_010026971.1,2.94,1,-1.3,6.22,76.1,
XP_018717964.1,3.13,1,-1.3,5.93,48.1,
XP_010028736.1,3.03,1,-1.3,4.49,18.2,
XP_010033958.1,3.01,1,-1.3,9.5,35,
AIU49463.1:reversed,3.08,1,-1.3,7.61,46,
XP_010051033.2:reversed,3.2,1,-1.3,8.66,94.6,
XP_018719059.1,3.11,1,-1.3,6.31,48.7,
XP_010060690.1,2.77,1,-1.3,5.58,110.1,
XP_010059432.1,3.05,1,-1.3,5.08,30.1,
XP_010061181.1:reversed,3.24,1,-1.3,9.56,49.9,
XP_010064544.1,2.94,1,-1.3,5.48,43.9,
XP_010030718.1,2.95,1,-1.3,6.52,84.3,
XP_018728901.1,2.86,1,-1.3,8.3,26.2,
XP_010023750.1,2.83,1,-1.3,8.25,109.4,
XP_010038019.1:reversed,3.1,1,-1.3,8.82,60.1,
XP_018722173.1,3.16,1,-1.3,10.81,45.6,
XP_010033907.1:reversed,2.71,1,-1.3,6,119.7,
XP_010047535.1,3.11,1,-1.3,6.51,35.2,
XP_010062708.1:reversed,3.03,1,-1.3,4.64,16.6,
XP_010069838.1,3.14,1,-1.3,6.31,35.5,
XP_010061647.1:reversed,2.85,1,-1.3,6.09,90.6,
XP_010056962.1:reversed,2.83,1,-1.3,5.73,71.2,
XP_018715750.1,3.23,1,-1.3,5.84,104.7,
