Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010057882.1,2.27,1,-3.2,5.37,36.2,
XP_010054042.1,3.37,2,-3.2,11,23.6,
XP_018715483.1,2.76,1,-3.2,8.98,37.3,
XP_010060968.1,2.99,1,-3.2,5.05,29.8,
XP_010029389.1,2.9,1,-3.2,6.46,121,
XP_010062711.1,2.81,1,-3.2,9.49,14.3,
XP_010037170.1,2.94,1,-3.1,7.63,43.3,
XP_018727214.1:reversed,3.03,1,-3.1,8.19,87.6,
XP_010037697.1:reversed,2.9,1,-3.1,6.8,25.3,
NP_001289643.1,3,1,-3.1,6.73,39,
XP_010054319.1,2.76,1,-3.1,7.99,37.3,
XP_010037445.1,2.72,1,-3.1,9.49,14.2,
XP_010025715.1,2.99,1,-3.1,6.85,59,
XP_010024397.1,3.09,1,-3,5.13,25.4,
XP_018715857.1,2.93,1,-3,9.41,22.7,
XP_010060696.1,2.41,1,-3,9.52,34.1,
XP_018716067.1:reversed,3.17,1,-3,10.45,51.9,
XP_010062133.1,2.84,1,-3,8.83,27.2,
XP_010048758.1,2.93,1,-3,9.55,32.1,
XP_010053958.1,3.06,2,-3,10.45,16.3,
XP_010036156.1,3.11,1,-3,4.8,49.2,
XP_018718789.1,3,1,-2.9,5.38,27,
XP_010043443.1,3.05,1,-2.9,5.54,16.6,
XP_010042517.2,3.01,1,-2.9,5.01,37.7,
XP_018722734.1,3.05,1,-2.9,6.89,18.8,
XP_018718406.1,2.89,1,-2.9,5.61,91.1,
XP_010029100.1,3.08,1,-2.9,6.07,55.8,
XP_018732194.1,2.85,1,-2.9,5.91,27.2,
XP_018721479.1:reversed,2.91,1,-2.9,7.64,46.3,
XP_010033655.1,3.02,1,-2.9,4.69,25.9,
XP_010035960.1,3.28,1,-2.9,5.07,37.4,
XP_010067346.1,2.93,1,-2.8,5.25,56.7,
XP_010047581.1,2.85,1,-2.8,6.97,34.2,
XP_018718813.1,3.03,1,-2.8,5.93,35.6,
XP_010036774.1,2.94,1,-2.8,8.88,35.2,
KCW66245.1,2.92,1,-2.8,10.61,27.9,
XP_010054536.1,3.02,1,-2.8,5.37,58.2,
XP_010062212.1,2.73,1,-2.8,4.55,72.3,
XP_010055111.1,3.08,1,-2.8,8.37,40.6,
XP_010038371.2,2.86,1,-2.7,8.59,22.2,
XP_010061753.1,2.82,1,-2.7,4.8,36.5,
XP_010036588.1,3.09,1,-2.7,8.89,37.4,
XP_010063827.1,3.01,1,-2.7,10.56,17.6,
XP_010042922.1,3.32,1,-2.7,7.42,40.4,
XP_010061902.2,2.6,1,-2.6,9.25,54.3,
XP_018717611.1,3.1,1,-2.6,9.48,32,
XP_010042272.1,3.15,1,-2.6,8.53,25.1,
XP_010030606.1:reversed,3,1,-2.6,6.14,237,
XP_010059860.1,2.58,1,-2.6,5.12,44,
XP_018723213.1,3.03,1,-2.6,4.82,47.4,
XP_010038185.1,2.69,1,-2.6,8.59,47.3,
XP_010053425.1,2.63,1,-2.6,5.43,85.5,
XP_010061755.1,3.24,1,-2.5,5.43,47.8,
XP_010051804.1,3.1,1,-2.5,7.15,46,
XP_010030869.2,3.09,1,-2.5,6,21.3,
XP_010052051.1,3.13,1,-2.5,7.16,101.8,
XP_010057804.1:reversed,3.24,1,-2.5,9.12,22.3,
XP_010066812.1:reversed,3.16,1,-2.5,5.43,67,
XP_018726724.1:reversed,2.97,1,-2.5,7.22,240.5,
XP_010058065.1:reversed,2.88,1,-2.5,9.02,62,
XP_010048841.1:reversed,2.8,1,-2.4,7.66,57.7,
XP_010044151.1,3.22,1,-2.4,8.87,32.5,
XP_010054140.1,3.13,1,-2.4,6.28,41,
XP_010044877.1:reversed,2.73,1,-2.4,8.32,43.8,
XP_018716515.1,2.66,1,-2.4,5.39,99.3,
XP_010053397.1,3.07,1,-2.4,11.5,29.5,
XP_018719936.1,3.22,1,-2.4,5.96,35,
XP_010040326.1:reversed,3.19,1,-2.4,7.77,28.3,
XP_010070132.1,2.81,1,-2.4,6.09,70.4,
XP_018729674.1,2.98,1,-2.4,6.18,38.2,
XP_010059073.1:reversed,2.93,1,-2.3,4.75,49.7,
XP_010069542.1,3.11,2,-2.3,6.04,27.9,
XP_010051102.1,2.71,1,-2.3,6.02,23.1,
XP_018727840.1,3.32,1,-2.3,6.6,70.5,
KCW67687.1:reversed,2.74,1,-2.3,5.87,106.3,
XP_010065641.1,2.38,1,-2.3,9.14,31.2,
XP_010024929.1,3.18,1,-2.3,7.17,87.6,
XP_018732466.1,3.07,1,-2.3,6.13,21.2,
XP_018718125.1,3.42,1,-2.3,5.82,88.4,
XP_018727141.1:reversed,3.06,1,-2.3,8.63,119,
KCW79046.1:reversed,3.3,1,-2.3,6.03,10.3,
XP_010041124.1,3.24,1,-2.2,5.14,57.6,
KCW51542.1:reversed,2.92,1,-2.2,5.95,35.6,
XP_010047296.1,2.45,1,-2.2,4.76,14.3,
XP_010050556.1,3.04,1,-2.2,9.13,72.3,
XP_010041141.2:reversed,3.14,1,-2.2,6.08,35,
XP_010056545.1:reversed,2.75,1,-2.2,5.11,42,
XP_010031272.2:reversed,2.79,1,-2.2,7.78,25.5,
XP_018725445.1,3.09,1,-2.2,5.97,91.9,
XP_010057049.2:reversed,2.96,1,-2.2,5.91,33.2,
XP_010053535.1,3.23,1,-2.2,9.1,112.6,
XP_010035770.1,3.04,1,-2.2,4.96,21.5,
XP_010037023.1,2.77,1,-2.2,9.04,83.4,
XP_010047775.1:reversed,2.94,1,-2.2,5.86,18.7,
XP_018725280.1,3,1,-2.2,6.75,22,
XP_010066294.1,2.95,1,-2.2,5.04,54.4,
XP_018731144.1:reversed,2.81,1,-2.2,8.43,71.8,
XP_010028902.1,2.91,1,-2.2,9.13,20.1,
XP_010028954.1,2.96,1,-2.2,9.62,21.4,
XP_010030039.1:reversed,3.11,1,-2.2,5.74,118.2,
XP_018715767.1,3.17,1,-2.2,5.97,48.3,
XP_010049095.1,3.28,1,-2.1,5.49,35.6,
XP_010069676.1,2.86,1,-2.1,5.91,49.6,
KCW57618.1,2.87,1,-2.1,6.04,59.4,no description available
XP_018717145.1,2.66,1,-2.1,6.56,63.7,
ADO23625.1,3.1,1,-2.1,11.69,15.3,no description available
XP_010066197.1,2.99,1,-2.1,6.14,40.9,
XP_010031829.1,3.08,1,-2.1,8.25,39.4,
XP_010053426.1,3.04,1,-2.1,5.85,65.1,
XP_010024825.1,2.91,1,-2.1,6.3,72.8,
XP_018720581.1,2.88,1,-2.1,6.41,101.9,
KCW70485.1:reversed,3.2,1,-2.1,6.26,40.4,
KCW48530.1,2.72,1,-2.1,7.47,52.8,no description available
KCW58908.1:reversed,2.96,1,-2.1,9.41,37,
XP_018731753.1:reversed,2.98,1,-2.1,8.62,128.9,
XP_010054231.2,3.07,1,-2.1,5.81,31.6,
XP_010037414.1:reversed,2.89,1,-2.1,9.48,35.3,
XP_010053596.1,3.07,1,-2.1,5.52,25.6,
XP_018720943.1:reversed,2.85,1,-2,5,65.6,
XP_010035932.1,3.09,1,-2,5.56,51.7,
XP_018722522.1:reversed,3.13,1,-2,5.93,27.4,
KCW60980.1,2.89,1,-2,9.55,7.8,
XP_010026954.1,2.78,1,-2,4.69,40.2,
XP_010040730.1,2.8,1,-2,6.8,63,
KCW46973.1,3.3,1,-2,8.48,53.9,
XP_010069659.1,3.16,1,-2,7.78,21.3,
XP_018721201.1,3.25,1,-2,5.75,9.4,
sp|CASK_BOVIN|,2.56,1,-2,6.3,21.3, Kappa-casein; Contains: Casoxin-C; Contains: Casoxin-6; Contains: Casoxin-A; Contains: Casoxin-B; Contains: Casoplatelin; Flags: Precursor; 
XP_010025472.1,3.11,1,-2,9.36,149.2,
XP_018731471.1,2.9,1,-2,8.86,35.4,
KCW56657.1:reversed,3.16,1,-2,11.76,10.4,
XP_010044949.1,3.04,1,-2,5.25,52.7,
XP_010065061.1,2.96,1,-2,6.76,84.1,
XP_018732006.1,2.91,1,-2,6.17,44.2,
KCW66933.1:reversed,2.88,1,-2,11.25,18,
XP_018725977.1,2.96,1,-2,9.04,50.2,
XP_010044744.1,3.01,1,-2,4.76,151.6,
XP_010036629.1,2.71,1,-2,6.77,59.7,
XP_010059434.1,3.09,1,-2,6.22,102.5,
XP_010061410.1:reversed,2.82,1,-2,5.52,148.5,
XP_010052458.1,2.99,1,-2,9.66,24.6,
XP_018719779.1,3.1,1,-2,8.28,94.4,
XP_010029629.1,2.96,1,-2,7.2,97.3,
XP_018724291.1,3.32,1,-2,5.95,88.5,
XP_010057709.1,2.55,1,-2,5.76,26.2,
XP_010041156.1,3,1,-2,6.83,26.2,
XP_010026479.1:reversed,3.24,1,-2,9.07,99.5,
XP_018731673.1,2.96,1,-2,6.11,59.3,
XP_010024719.1:reversed,3.1,1,-2,9.59,16.3,
XP_010051874.1,3.03,1,-2,9.1,60.5,
XP_010032405.1:reversed,3.02,1,-2,9.02,47.3,
XP_010070061.1:reversed,2.81,1,-2,10.43,11.9,
XP_010058011.1,3.03,1,-2,8.72,48.8,
XP_010067402.1,3.13,1,-2,6.61,49.9,
XP_010069110.1:reversed,3.2,1,-1.9,7.02,46.1,
KCW45337.1:reversed,3.05,1,-1.9,7.7,27.8,
XP_010050398.2:reversed,3.22,1,-1.9,5.51,65.9,
XP_010055873.1,2.89,1,-1.9,6.01,51.8,
KCW90312.1:reversed,3.25,1,-1.9,7.61,15,
XP_010062232.1,2.49,1,-1.9,5.73,34.5,
XP_010050263.1,3.01,1,-1.9,8.95,69.7,
XP_010033379.1,3.33,1,-1.9,9.16,49.6,
XP_018728217.1:reversed,2.66,1,-1.9,6.04,146.7,
XP_010060927.1,2.78,1,-1.9,6.34,155,
XP_018725075.1,2.76,1,-1.9,4.79,32.3,
XP_018727789.1,3,1,-1.9,9.16,6.7,
KCW82640.1,2.79,1,-1.9,9.02,8.4,
XP_010066466.1,3.07,1,-1.9,6.6,62.8,
KCW90167.1,2.97,1,-1.9,6.69,14.8,
XP_010056000.1,2.92,1,-1.9,6.11,35.2,
XP_010054466.1:reversed,2.75,1,-1.9,11.28,30.2,
XP_010051868.1:reversed,2.91,1,-1.9,6.58,60.7,
XP_010055181.1,3.01,1,-1.9,5.06,130.8,
XP_010028755.1:reversed,3.01,1,-1.9,9.01,44.7,
XP_010046052.1:reversed,3.03,1,-1.9,4.89,26.5,
XP_010026185.2,2.79,1,-1.9,9.11,66.9,
XP_010045028.1,3,1,-1.9,7.61,35.7,
XP_010057365.1,2.86,1,-1.9,9.69,45.5,
XP_010034220.1:reversed,2.97,1,-1.9,5.82,26.6,
XP_018725094.1:reversed,2.96,1,-1.9,7.46,148.7,
XP_018717288.1:reversed,3.21,1,-1.9,4.39,10.3,
XP_010065038.1:reversed,3.26,1,-1.9,4.92,49.5,
KCW72688.1,2.85,1,-1.8,10.39,7.9,
KCW57488.1,3.12,1,-1.8,6.45,28.5,no description available
XP_010028097.1,3.01,2,-1.8,10.79,16.7,
XP_018720307.1:reversed,2.99,1,-1.8,8.86,39.1,
XP_010068124.1,2.94,1,-1.8,7,17.6,
XP_010044769.1:reversed,2.86,1,-1.8,5.69,84.4,
XP_010059230.1:reversed,3.21,1,-1.8,5.54,35.7,
XP_010051317.1:reversed,3.18,1,-1.8,6.07,109.1,
XP_010047465.1:reversed,3.08,1,-1.8,5.98,82.6,
XP_010056333.1,2.74,1,-1.8,5.83,140.6,
XP_018715315.1,3.03,1,-1.8,6.57,108.1,
KCW59309.1,3.12,1,-1.8,9.13,43.2,
XP_010054822.1,2.93,1,-1.8,9.08,84.3,
KCW70743.1,3.01,1,-1.8,9.51,12.6,
XP_010027679.1:reversed,3.15,1,-1.8,9.57,21.4,
XP_018717932.1,2.94,1,-1.8,6.52,99,
XP_010069059.1,3,1,-1.8,6.52,59.1,
XP_018719419.1:reversed,2.75,1,-1.8,7.13,90.8,
XP_010035147.1:reversed,3.05,1,-1.8,9.27,59.5,
XP_010042548.1,2.82,1,-1.8,6.91,27.1,
XP_010053931.1,3.02,1,-1.8,9.45,29.3,
XP_010032023.1,2.88,1,-1.8,9.34,74,
XP_018718624.1:reversed,2.97,1,-1.8,5.07,69.9,
KCW84187.1,2.8,1,-1.8,8.57,29.3,
XP_010052048.1:reversed,2.8,1,-1.8,6.67,43.3,
XP_018724280.1,3.1,1,-1.8,8.6,56.7,
XP_010037912.1,3.03,1,-1.8,9.25,28.5,
XP_018728251.1,3.06,1,-1.8,6.19,36.3,
KCW67063.1:reversed,2.82,1,-1.8,6.21,147.7,
XP_010049647.1,2.62,1,-1.8,6.97,40,
XP_010067519.1,3.05,1,-1.8,5.77,68.2,
XP_010027817.1,3.1,1,-1.8,9.54,23.2,
KCW90294.1,2.8,1,-1.8,11.41,13,
KCW75183.1:reversed,2.92,1,-1.8,8.35,48.5,
KCW60898.1:reversed,3.06,1,-1.8,9.98,34.2,
XP_010044587.1,3.06,1,-1.8,7.18,47.8,
XP_010033236.1:reversed,3.11,1,-1.7,9.06,63.8,
KCW81418.1:reversed,2.94,1,-1.7,4.9,14.2,
ADO23590.1,2.59,1,-1.7,6.58,82.4,no description available
XP_010024808.1,2.87,1,-1.7,5.4,59.9,
XP_018728938.1:reversed,2.94,1,-1.7,5.79,15.6,
XP_010066634.1,3.4,3,-1.7,5.83,70.9,
XP_010061857.1,3,1,-1.7,6.58,54.9,
XP_018726941.1,2.58,1,-1.7,7.69,28.3,
XP_010055040.1,3,1,-1.7,6.36,100,
XP_018731685.1,2.96,1,-1.7,5.56,144.4,
XP_010060706.1,2.91,1,-1.7,9.05,42.5,
XP_010047826.1:reversed,2.75,1,-1.7,6.83,58.6,
XP_018720047.1:reversed,3.33,1,-1.7,10.01,50.7,
XP_010060467.1,3.14,1,-1.7,6.89,90.8,
XP_010063378.1:reversed,2.96,1,-1.7,5.67,47.6,
XP_010063443.1,2.97,1,-1.7,5.48,24.6,
XP_010064522.1:reversed,3.05,1,-1.7,9.14,58.4,
ADO23644.1,2.9,1,-1.7,11.28,17.4,no description available
XP_010028893.1,2.84,1,-1.7,5.65,80.4,
XP_010041975.1,3.02,1,-1.7,8.08,21.4,
XP_010030222.1:reversed,2.94,1,-1.7,8.38,78.5,
KCW88429.1:reversed,3.12,1,-1.7,6.47,34,
XP_010060843.1,3.23,1,-1.7,4.79,52.9,
KCW52616.1,3.15,1,-1.7,10.45,14.8,
KCW69957.1,3.06,1,-1.7,5.31,25.1,
XP_018726833.1:reversed,3.31,1,-1.7,5.49,48.1,
KCW85454.1,3.09,1,-1.7,7.51,106.3,
XP_018720495.1,2.99,1,-1.7,6.19,207.9,
XP_010043849.1,2.88,1,-1.7,8.34,25.6,
XP_010063229.1:reversed,3.13,1,-1.7,8.77,82.4,
KCW45041.1,2.82,1,-1.7,6.24,99.2,
XP_018720708.1,2.49,1,-1.7,6.6,40.4,
XP_010060560.1,2.85,1,-1.7,5.13,76.3,
XP_010049224.1,2.95,1,-1.7,9.34,53.2,
XP_010057846.1,3.22,1,-1.7,9.98,38.8,
XP_010023323.1,3.35,2,-1.7,6.11,53.9,
XP_010030144.1,3.14,1,-1.7,6.84,67,
XP_010051771.1:reversed,2.81,1,-1.7,6.04,34.8,
KCW68395.1,3.02,1,-1.7,4.74,21.8,
XP_010069830.1,3.2,1,-1.7,7.54,59.5,
XP_018731487.1,2.99,1,-1.7,5.42,209.6,
XP_010030763.1:reversed,2.9,1,-1.7,9.27,136.2,
XP_010056223.1,2.98,1,-1.7,8.6,105.8,
XP_010037221.1,3.14,1,-1.7,10.39,16.1,
XP_018731303.1:reversed,3.04,1,-1.7,5.88,87.3,
KCW87360.1,2.99,1,-1.7,5.08,31.2,
XP_018729296.1:reversed,3.19,1,-1.7,10.01,17.9,
XP_010038414.1,3.06,1,-1.7,6.2,87.1,
XP_018728141.1,3.01,1,-1.7,6.46,75.9,
XP_010041991.1:reversed,3.14,1,-1.7,8.25,18.1,
XP_010061673.1,2.74,1,-1.7,6.21,31.4,
XP_018722296.1,3.2,1,-1.7,8.47,139.2,
XP_010024424.1,2.9,1,-1.7,6.69,45.6,
KCW45268.1:reversed,2.97,1,-1.7,4.32,11.5,
XP_010063109.1:reversed,3,1,-1.7,9.04,60.7,
XP_018718786.1:reversed,3.1,1,-1.6,6.99,33.9,
XP_010053308.1:reversed,2.94,1,-1.6,6.75,19.2,
XP_010066983.1,3,1,-1.6,5.91,112.5,
KCW51231.1:reversed,3.4,1,-1.6,8.22,250.4,
XP_010069679.1,2.99,1,-1.6,6.43,157.9,
XP_010069286.1,2.79,1,-1.6,7.22,55.9,
XP_018725207.1,3.16,1,-1.6,9.97,13.6,
XP_018725954.1,3.02,1,-1.6,5.64,139.2,
XP_018720686.1:reversed,2.72,1,-1.6,9.27,29.4,
XP_010062486.1,2.99,1,-1.6,6.41,34.2,
XP_010057921.1,3.27,1,-1.6,5.28,156.9,
XP_010052663.1,3.1,1,-1.6,10.51,44.7,
KCW86192.1,3.35,1,-1.6,6.98,20.8,
KCW45424.1:reversed,2.97,1,-1.6,6.94,71.4,
XP_018715174.1:reversed,2.88,1,-1.6,9.13,32.2,
XP_010035169.1,2.9,1,-1.6,9.98,47.9,
XP_018731782.1,3.3,1,-1.6,5.92,110.7,
XP_010023648.1,3.03,1,-1.6,5.93,54.3,
KCW76923.1,3.09,1,-1.6,8.38,10.1,
XP_010051930.1:reversed,2.94,1,-1.6,6.93,200.4,
XP_018727165.1:reversed,2.6,1,-1.6,5.13,56.6,
XP_010055801.1:reversed,3.13,1,-1.6,6.28,59.8,
XP_010044484.1,2.69,1,-1.6,8.26,61.3,
XP_018715401.1,3.11,1,-1.6,7.63,36.9,
XP_018719145.1,3.04,1,-1.6,5.44,201.3,
XP_018733011.1,2.92,1,-1.6,5.13,11.3,
KCW83755.1:reversed,2.49,1,-1.6,10.55,19.9,
KCW75783.1,3.28,1,-1.6,6.08,28.6,
XP_010038043.1,3.21,1,-1.6,8.07,28.3,
KCW62939.1,3.03,1,-1.6,6.73,120.2,no description available
XP_010055913.1,3,1,-1.6,8.6,99.6,
KCW63897.1:reversed,3.34,1,-1.6,7.64,23.4,
XP_010067124.1:reversed,2.77,1,-1.6,6.2,16.6,
XP_010069927.1,2.84,1,-1.6,9.3,58.4,
XP_010023470.1:reversed,2.81,1,-1.6,9.46,60.1,
XP_010044845.2:reversed,2.9,1,-1.6,9.48,69.6,
XP_018728139.1,2.51,1,-1.6,7.44,93,
XP_010060252.1:reversed,3.07,1,-1.6,10.44,25,
XP_010043545.1:reversed,3.13,1,-1.6,5.92,96.9,
XP_010033331.1:reversed,2.88,1,-1.6,8.71,74.1,
XP_018724642.1,3.01,1,-1.6,8.11,64.5,
XP_010060646.1,2.62,1,-1.6,6.13,51.7,
XP_010046626.1:reversed,3.1,1,-1.6,5.47,49,
XP_010055606.1:reversed,2.89,1,-1.6,5.91,129.6,
XP_018722504.1:reversed,2.97,1,-1.6,11.75,14.1,
KCW77704.1:reversed,3.24,1,-1.6,8.9,42.1,
XP_010041510.2,3.35,1,-1.6,5.86,47.9,
KCW78367.1,3.13,1,-1.6,10.07,47.1,
XP_018721507.1:reversed,2.9,1,-1.6,9.49,26.2,
KCW81108.1,3.01,1,-1.6,8.49,13,
XP_010060132.1:reversed,3.12,1,-1.6,6.55,29.6,
XP_010039315.1:reversed,3.25,1,-1.6,11.16,30.4,
XP_010063852.1,3.13,1,-1.6,5.56,19.8,
KCW81415.1:reversed,3.12,1,-1.6,8.23,12.6,
XP_018719848.1,2.95,1,-1.6,7.63,53.6,
XP_018715210.1,3.25,1,-1.6,5.52,66.8,
XP_010057361.1,3.22,1,-1.6,5.34,107.9,
XP_010028905.1,3.1,1,-1.6,8.64,109.4,
XP_010056906.1,2.94,1,-1.6,7.65,61.7,
XP_018722505.1,3,1,-1.6,9.26,29.3,
XP_018724568.1,3.04,1,-1.6,6.88,124,
XP_010029994.1,3.17,1,-1.6,9.2,13.9,
XP_018731384.1,2.8,1,-1.6,6.88,74.2,
XP_018717243.1,3.18,1,-1.6,5.85,116.6,
XP_010044638.1,2.82,1,-1.6,6.36,65.8,
XP_010037930.1,3.2,1,-1.6,8.7,64.8,
XP_018732840.1,3.1,1,-1.6,5.77,64,
XP_010059033.1:reversed,3.11,1,-1.6,4.99,26,
KCW51449.1,2.8,1,-1.6,6.66,31.3,
XP_010030519.1,3.12,1,-1.6,9.02,70.4,
KCW55602.1:reversed,2.73,1,-1.5,10.12,16.2,
XP_010035327.1,2.85,1,-1.5,5.83,136.3,
XP_010029042.1,2.95,1,-1.5,6.08,59.4,
XP_018718854.1,3,1,-1.5,6.28,72.3,
XP_018724655.1:reversed,3.33,1,-1.5,5.23,50.1,
XP_010031873.2,3.02,1,-1.5,9.88,41,
XP_010042269.2:reversed,3,1,-1.5,7.66,32.8,
XP_018720040.1,3.18,1,-1.5,5.64,14.8,
XP_010050019.1,3.15,1,-1.5,9.1,50.1,
KCW88857.1,3.19,1,-1.5,9.61,36.9,
XP_018729883.1:reversed,2.97,1,-1.5,6.52,26.8,
XP_010045082.1,2.95,1,-1.5,5.63,53,
XP_010036808.1,3.05,1,-1.5,5.3,22.9,
XP_010066391.1:reversed,2.7,1,-1.5,5.68,29.5,
XP_010056407.1:reversed,3.12,1,-1.5,7.03,40.5,
XP_010066673.1:reversed,3.21,1,-1.5,8.91,137,
XP_010026889.1,2.8,1,-1.5,9.13,48.5,
KCW59323.1:reversed,3.17,1,-1.5,6.7,20.1,
XP_010051123.1,2.89,1,-1.5,7.45,131.2,
XP_010055827.1,3.26,1,-1.5,7.06,26.4,
XP_010032665.1,3.13,1,-1.5,8.5,35.4,
XP_018720285.1:reversed,3.19,1,-1.5,6.99,41.8,
XP_010027974.1:reversed,2.8,1,-1.5,7.66,80.1,
XP_010056223.1:reversed,3.23,1,-1.5,8.6,105.8,
XP_010061816.1,2.93,1,-1.5,8.31,85.7,
XP_010069897.1:reversed,3.22,1,-1.5,8.62,61.5,
XP_018721521.1,2.98,1,-1.5,8.88,43.2,
KCW53943.1,2.97,1,-1.5,4.93,41.9,
XP_018722213.1,2.44,1,-1.5,5.04,30.9,
XP_010066923.1,2.96,1,-1.5,8.77,112.1,
XP_010034425.1:reversed,3.11,1,-1.5,5.1,68.4,
XP_010051591.1,3.04,1,-1.5,5.14,26.8,
XP_010062699.1,2.89,1,-1.5,6.7,10.5,
XP_010032945.1,3.17,1,-1.5,5.89,105.8,
XP_018724557.1:reversed,2.84,1,-1.5,6.14,159.1,
XP_010026634.1:reversed,3.09,1,-1.5,6,68.4,
XP_010061244.1,2.99,1,-1.5,7.63,15.8,
XP_018721526.1,2.78,1,-1.5,9.37,9.8,
XP_010055103.1,2.89,1,-1.5,5.1,29.7,
XP_010062976.2,2.78,1,-1.5,9.29,60.9,
XP_010052138.1:reversed,3.07,1,-1.5,9.22,83.2,
XP_010058838.1:reversed,3.05,1,-1.5,9.55,45.7,
XP_010037625.1,3.41,1,-1.5,6.01,29.8,
XP_010029482.1:reversed,3.31,1,-1.5,7.77,17.5,
KCW78270.1,2.82,1,-1.5,5.34,37.2,
XP_018719523.1,3.28,1,-1.5,8.93,60.6,
XP_010068312.2:reversed,2.87,1,-1.5,5.78,77.8,
XP_018733155.1:reversed,3.03,1,-1.5,8.49,18.2,
XP_010043715.1:reversed,2.98,1,-1.5,5.51,26.5,
XP_010039067.1,3.13,1,-1.5,8.84,40.2,
KCW72520.1,3.21,1,-1.5,5.06,15.4,
XP_018731197.1,3.25,1,-1.5,10.77,28.3,
XP_010034466.1:reversed,2.95,1,-1.5,4.92,41.4,
XP_010037698.1,2.99,1,-1.5,6.02,32.8,
XP_010023736.1,3.17,1,-1.5,7.97,21.3,
XP_018716709.1:reversed,2.96,1,-1.5,8.02,89.9,
XP_010065540.1:reversed,3.21,1,-1.5,9.07,22.9,
XP_010069768.1:reversed,3.06,1,-1.5,7.18,75.4,
XP_010041032.1,3.14,1,-1.5,7.78,17,
XP_018720111.1,3.24,1,-1.5,7.63,42.1,
XP_018718896.1,2.9,1,-1.5,9.03,99.9,
XP_018732445.1,2.34,1,-1.5,6.91,31.7,
XP_010048953.1,2.77,1,-1.5,6.5,12,
XP_018733344.1:reversed,3.21,1,-1.5,5.06,69.3,
XP_010057468.1,2.77,1,-1.5,7.02,17.6,
XP_010067818.1,2.94,1,-1.4,9.46,41.2,
XP_010034621.1,3.07,1,-1.4,9.27,48.8,
XP_018716855.1,3.12,1,-1.4,8.05,43.2,
XP_018718801.1,3.13,1,-1.4,7.18,40.3,
KCW80443.1:reversed,2.67,1,-1.4,6.65,52.2,
XP_010041423.1,2.86,1,-1.4,5.5,40.8,
XP_010049375.1,3.14,1,-1.4,6.3,125.1,
XP_010034225.1:reversed,3.1,1,-1.4,6.02,27.1,
KCW84020.1,3.11,1,-1.4,9.07,18.7,
XP_010029602.1,3.15,1,-1.4,6.33,61.5,
XP_018721348.1,2.85,1,-1.4,6.35,50.4,
KCW53309.1:reversed,3.24,1,-1.4,6.46,35.5,
XP_010030070.1,3.1,1,-1.4,6.36,51.4,
XP_018718811.1:reversed,3.02,1,-1.4,7.13,117.7,
XP_010066869.1,2.68,1,-1.4,6.79,114,
XP_010035305.1:reversed,2.75,1,-1.4,8.92,65.7,
KCW78508.1,3.13,1,-1.4,11.3,19,
XP_018719833.1,3.22,1,-1.4,6.9,16.7,
XP_018716595.1:reversed,2.94,1,-1.4,9.6,58.6,
XP_010037589.1,3.19,1,-1.4,5.46,172.8,
XP_018728117.1:reversed,2.9,1,-1.4,7.02,95.4,
XP_010062798.1,2.79,1,-1.4,8.82,54,
XP_010033249.1,3.14,1,-1.4,7.66,132.8,
XP_018715921.1,2.68,1,-1.4,6.05,248.4,
XP_010059775.1,2.74,1,-1.4,5.81,42,
XP_018730252.1:reversed,3.04,1,-1.4,6.26,34.6,
XP_010062223.1,3.25,1,-1.4,6.17,18.7,
XP_010041044.1,2.84,1,-1.4,7.43,92.3,
XP_010046122.1,2.9,1,-1.4,8.51,41.8,
XP_010051859.1,2.87,1,-1.4,8.34,30,
XP_010037132.1:reversed,2.81,1,-1.4,5.38,22.6,
XP_010065644.1,2.83,1,-1.4,8.66,56.8,
XP_018721520.1,2.74,1,-1.4,4.92,71.8,
KCW50658.1:reversed,3.26,1,-1.4,9.1,40.8,
XP_018727945.1,3.21,1,-1.4,5.23,109.5,
XP_010057884.1,3.16,1,-1.4,5.74,17,
XP_010030570.1,3.08,1,-1.4,7.3,75.1,
XP_010032291.1:reversed,2.86,1,-1.4,7.17,45,
KCW47589.1,2.78,1,-1.4,4.9,47.8,
KCW66182.1:reversed,3.27,1,-1.4,6.57,12,
XP_010039049.2:reversed,3.09,1,-1.4,6.55,89,
XP_010039298.1:reversed,2.86,1,-1.4,5.89,46.4,
XP_010068377.1,3.25,1,-1.4,7.96,67.1,
XP_010057070.1,3.04,1,-1.4,8.76,52,
XP_010054738.1,3.19,1,-1.4,9.47,54,
XP_010032273.1,2.82,1,-1.4,10.83,14.4,
XP_018715152.1,3.13,1,-1.4,6.37,54.9,
XP_010046717.1,2.82,1,-1.4,6.09,69,
XP_010041140.1,2.99,1,-1.4,5.9,38.8,
KCW69150.1,2.76,1,-1.4,11.16,13,
XP_018716796.1:reversed,2.81,1,-1.4,5.25,62.5,
XP_010046636.1,3.25,1,-1.4,8.86,19.8,
XP_010024618.1,3,1,-1.4,4.41,39,
XP_010041921.1,2.95,1,-1.4,5.49,111,
XP_010031265.1,2.92,1,-1.4,5.58,44,
XP_010063209.1:reversed,3.14,1,-1.4,5.97,49.5,
XP_018732839.1:reversed,2.93,1,-1.4,9.52,46.4,
XP_010044133.1,3.08,1,-1.4,8.8,43,
XP_010043349.2:reversed,3.33,1,-1.4,6.04,149.7,
XP_018727006.1,3.32,1,-1.4,5.83,69.9,
