Identifier,log(I),rI,log(e),pI,Mr (kDa),Description
XP_010037783.1,2.7,1,-3.2,5.1,31.7,
XP_010052295.1,3.14,1,-3.2,9.83,32.9,
XP_010065209.1,2.83,1,-3.2,5.68,36.1,
XP_010066857.1,2.83,1,-3.2,8.83,22.2,
XP_010053364.1,2.86,1,-3.2,4.96,36.9,
XP_018732655.1,3.03,1,-3.2,9.28,31.3,
XP_010048429.1,2.96,1,-3.2,5.41,39.9,
XP_010029813.1,3.05,1,-3.1,6.14,68.8,
KCW66769.1,3.11,1,-3.1,8.4,77.7,
XP_010066546.1,2.86,1,-3.1,5.2,37,
XP_010029988.1,3.21,1,-3.1,7.93,57.7,
XP_010047689.1,2.92,1,-3.1,6.79,64,
XP_010054473.1,3.05,1,-3.1,4.97,51.8,
XP_010037399.1,3.14,1,-3.1,8.84,27.3,
XP_010054140.1,3.16,1,-3,6.28,41,
XP_018728237.1,3.06,1,-3,4.78,24.3,
XP_010036117.1,2.71,1,-3,6.3,14.7,
XP_010031656.1,3.04,1,-3,5,32.4,
XP_010056337.1,2.92,1,-3,9.52,57,
XP_010025235.1,2.61,1,-3,4.67,19,
XP_010062737.2,3.2,1,-3,5.78,37.9,
XP_010044444.1,3.18,1,-3,6.38,19.1,
XP_010062976.2,2.79,1,-3,9.29,60.9,
XP_010069110.1,3.19,1,-3,7.02,46.1,
XP_010033636.1,2.93,1,-3,6.14,47.7,
XP_010048829.1,2.87,1,-2.9,7.87,53.1,
XP_010031640.1,3.08,1,-2.9,9.61,12.3,
XP_010056173.1,2.83,1,-2.9,11.08,23.7,
XP_018717616.1,3.05,1,-2.9,11.73,20.1,
XP_018716603.1,2.96,1,-2.9,5.26,34.4,
XP_010045897.1,3.16,1,-2.9,4.62,13.7,
XP_010067463.1,2.91,1,-2.8,6.91,36.3,
XP_010059609.1,2.9,1,-2.8,5.26,41.5,
XP_010028919.1,3.14,2,-2.8,9.1,9.6,
XP_010041216.1,2.9,1,-2.8,8.4,19.9,
XP_018720691.1,3.24,1,-2.7,8.6,39.6,
XP_010054591.1,3.09,1,-2.7,7.08,53.9,
XP_018719699.1,3.03,1,-2.7,6.06,112.5,
XP_010066374.1,3.05,1,-2.7,5.58,49.1,
XP_018720006.1,3.03,1,-2.7,6.48,41.5,
XP_010057033.2:reversed,3.13,1,-2.7,10.15,57.5,
XP_010032204.1,2.34,1,-2.7,5.84,26.6,
XP_010069480.1,3.16,1,-2.7,6.37,56.3,
XP_010062177.1,3.39,2,-2.6,9.19,20.6,
XP_018726779.1,3,1,-2.6,5.54,35,
XP_010037205.1,3.04,1,-2.6,8.63,60,
XP_010060302.1,2.86,1,-2.6,7.33,17,
XP_010042941.1,2.72,1,-2.6,6.03,14.3,
XP_010048527.1,2.86,1,-2.6,8.13,24.6,
XP_010039249.1:reversed,3.23,1,-2.6,4.89,24.7,
XP_010028160.2,3.23,1,-2.6,6.27,45.6,
XP_010049746.1,2.96,1,-2.6,8.51,80.1,
XP_010057365.1,2.53,1,-2.5,9.69,45.5,
XP_010029403.1:reversed,2.77,1,-2.5,6.01,41.4,
XP_010062488.1,2.89,1,-2.5,10.09,15.2,
XP_010046660.1,2.83,1,-2.5,6.26,10.4,
XP_010058815.2,2.86,1,-2.5,4.94,35.3,
sp|ALBU_HUMAN|:reversed,3.02,1,-2.5,5.92,69.3,
XP_010034594.1,3.26,1,-2.5,7.04,34.2,
XP_018715751.1:reversed,3.21,1,-2.5,6.17,119.7,
XP_018730109.1,3.02,1,-2.5,8.46,32.2,
XP_010027676.1,3.18,1,-2.5,9.29,42.4,
XP_018716318.1,3.28,1,-2.5,5.43,26.1,
XP_010069786.1,3.01,1,-2.5,6.15,42.8,
XP_010068989.1,2.58,1,-2.5,9.07,22.6,
XP_010029589.1,3.11,1,-2.4,4.16,29.3,
XP_010064082.1:reversed,3.26,1,-2.4,6.59,113.6,
XP_018721531.1,2.93,1,-2.4,9.27,34.3,
XP_010067145.1,3.27,1,-2.4,5.09,29.8,
XP_010055611.1,3.2,2,-2.4,6.27,25.4,
XP_010065826.1:reversed,3.04,1,-2.4,8.82,55.2,
XP_010063791.1,3,1,-2.4,6.19,38.2,
XP_010037698.1,2.75,1,-2.4,6.02,32.8,
XP_010025715.1,2.97,1,-2.4,6.85,59,
XP_010055598.1,3.11,1,-2.4,4.59,65.8,
XP_010069100.1,3,1,-2.4,4.93,30.9,
XP_010065642.1:reversed,3,1,-2.3,9.45,31.5,
XP_010045260.1,3.12,1,-2.3,10,21.2,
XP_010035299.1:reversed,2.65,1,-2.3,7.69,35.2,
XP_010023520.1:reversed,3.1,1,-2.3,8.41,162.7,
XP_010025091.1:reversed,2.82,1,-2.3,7.29,79.2,
XP_010035406.1,3.43,3,-2.3,5.65,43.1,
XP_010036149.1,3.26,2,-2.3,9.01,43.1,
XP_010049087.1,3,1,-2.3,8.89,42.8,
XP_010036156.1,3.08,1,-2.3,4.8,49.2,
XP_010037881.1:reversed,3.07,1,-2.3,9.84,28.3,
XP_018717533.1,2.96,1,-2.3,5.26,59,
XP_010024397.1,2.89,1,-2.3,5.13,25.4,
XP_010053475.1,3.27,1,-2.3,8.5,44,
XP_010060252.1,3.1,1,-2.3,10.44,25,
XP_010066152.1,3.02,1,-2.3,8.54,31.5,
XP_010067204.2,2.93,1,-2.3,8.61,30.8,
XP_010056301.1,2.64,1,-2.2,9.36,25.6,
XP_010023931.1,3.07,1,-2.2,8.73,47.1,
XP_018722734.1,2.9,1,-2.2,6.89,18.8,
XP_010062433.1,2.64,1,-2.2,6.59,68.7,
XP_010037961.1,3.17,1,-2.2,8.54,31,
XP_010051046.2,3.23,1,-2.2,7.71,42.8,
XP_018726628.1:reversed,2.87,1,-2.2,6.44,106.8,
XP_018721574.1:reversed,3.16,1,-2.2,5.52,50.4,
XP_018719926.1,2.93,1,-2.2,8.5,47,
XP_010036200.1,3.26,1,-2.2,8.56,27.6,
XP_018717150.1,2.79,1,-2.2,4.38,74,
XP_018729940.1,2.76,1,-2.2,6.14,34.2,
XP_010060138.1,2.98,1,-2.1,7.66,19.5,
sp|CATD_HUMAN|,3,1,-2.1,6.11,44.5,
XP_010065899.1:reversed,3.02,1,-2.1,5.27,71,
XP_010049978.1,3.02,1,-2.1,10.23,19,
XP_018721015.1,2.93,1,-2.1,5.25,29.2,
XP_018715432.1:reversed,2.88,1,-2.1,6.45,236.9,
XP_010050051.1:reversed,3.29,1,-2.1,5.81,49.2,
XP_018731769.1:reversed,2.75,1,-2.1,5.6,90.4,
KCW60154.1:reversed,2.86,1,-2.1,7.58,14.4,
XP_010058021.1,3.04,1,-2.1,4.76,16.9,
XP_010054709.1:reversed,2.91,1,-2.1,9.15,30.3,
XP_010035932.1,2.79,1,-2.1,5.56,51.7,
XP_018728937.1:reversed,3.18,1,-2,6.4,51.6,
XP_010054861.1,3.31,1,-2,9.27,27.5,
XP_010031062.1,2.87,1,-2,10.47,25,
XP_010056650.1,2.87,1,-2,10.55,11.9,
XP_010039282.2:reversed,3.06,1,-2,8,29.8,
XP_010032405.1:reversed,3.06,1,-2,9.02,47.3,
XP_010050129.1,2.89,1,-2,5.78,27.7,
KCW79079.1,2.91,1,-2,6.78,136.8,
XP_018719288.1,2.61,1,-2,5.75,52.2,
XP_010023832.1,3.17,1,-2,5.36,31.3,
XP_010062665.1,2.98,1,-2,7.16,60.1,
XP_010025833.1,3.22,3,-2,8.6,22.5,
XP_018724271.1:reversed,2.58,1,-2,7.2,137.2,
XP_010029446.1,3.06,1,-2,5.79,42.6,
XP_010038421.1,3.09,1,-2,4.93,33.6,
XP_010037137.1:reversed,2.92,1,-2,5.54,51.7,
KCW64841.1,3.1,1,-2,5.76,43.3,
XP_018724543.1:reversed,3.05,1,-2,5.8,65.6,
XP_010068304.2:reversed,3.28,1,-2,9.38,15.2,
XP_010052662.1,3.05,1,-2,10.48,15.5,
XP_018730676.1,2.85,1,-2,5.97,96.2,
KCW69198.1:reversed,3.17,1,-2,5.09,56.1,
XP_010047676.1,3.08,1,-2,8.32,32.6,
XP_010044055.1,3.23,1,-2,5.43,22.1,
XP_010036728.1,2.99,1,-2,6.54,54.3,
XP_018722556.1,2.99,1,-2,8.62,33,
XP_010026698.1,2.86,1,-2,5.43,41.4,
XP_018727682.1,2.69,1,-2,9.7,42.7,
KCW71724.1:reversed,3.18,1,-2,6.61,64.2,
XP_010061484.2,3.43,1,-2,5.77,180.7,
XP_010023346.1,3.06,1,-1.9,4.95,59.5,
XP_010040729.1,2.86,1,-1.9,6.04,34.6,
XP_018720884.1:reversed,3.24,1,-1.9,9.56,23.5,
XP_018720826.1:reversed,2.97,1,-1.9,6.43,89.5,
XP_010060937.1,2.81,1,-1.9,6.2,62.6,
KCW66245.1,2.53,1,-1.9,10.61,27.9,
XP_010061436.1:reversed,3.12,1,-1.9,8.46,38.4,
XP_018719442.1:reversed,3.05,1,-1.9,4.15,24.1,
XP_010057240.1,3.21,1,-1.9,10.26,29.8,
XP_010059994.2,2.96,1,-1.9,9.65,53.9,
XP_010070647.1,2.96,1,-1.9,5.6,49.6,
XP_010049090.1:reversed,3.32,1,-1.9,8.88,134.5,
XP_010029093.1,2.75,1,-1.9,6,43.1,
XP_010038336.1,2.73,1,-1.9,9.24,40.7,
XP_010061816.1,3.06,1,-1.9,8.31,85.7,
XP_010028692.1,2.58,1,-1.9,4.8,27.5,
XP_010061049.1,2.93,1,-1.9,9.79,15,
KCW84917.1,2.91,1,-1.9,6.44,22.7,
XP_018718567.1,2.96,1,-1.9,6.83,34.3,
XP_010051553.1,2.75,1,-1.9,5.38,17.6,
XP_018719072.1,3.03,1,-1.9,8.54,52.5,
XP_010069855.2:reversed,2.86,1,-1.9,7.2,69.8,
XP_010047775.1:reversed,3.07,2,-1.9,5.86,18.7,
XP_010035714.1:reversed,2.83,1,-1.9,5.84,52.9,
sp|SRPP_HEVBR|,3.18,2,-1.9,4.8,22.3, Small rubber particle protein; SRPP; 22 kDa rubber particle protein; 22 kDa RPP; 27 kDa natural rubber allergen; Latex allergen Hev b 3; Hev b 3; 
XP_010042162.1,2.97,1,-1.9,6,33.9,
XP_010065827.1,2.99,1,-1.9,8.63,55.1,
XP_010030182.1,3.01,1,-1.9,5.45,76,
XP_010066105.2:reversed,2.95,1,-1.9,8.13,92.2,
XP_018719784.1,2.66,1,-1.9,9.25,27.1,
XP_010028914.1,2.83,1,-1.9,7.18,32.2,
XP_010067906.1,3.21,1,-1.9,6.95,52.8,
XP_018725537.1:reversed,3.13,1,-1.9,9.08,15.3,
XP_010055432.1,2.75,1,-1.9,5.91,22.6,
XP_010051585.2,2.88,1,-1.8,7.74,49.6,
XP_010028899.1:reversed,2.76,1,-1.8,8.45,42.8,
XP_018727784.1,2.9,1,-1.8,5.71,116.2,
XP_010031854.1,2.82,1,-1.8,5.16,71.3,
XP_018731006.1,3.38,1,-1.8,4.8,84.3,
XP_018723002.1:reversed,2.94,1,-1.8,5.3,22.1,
XP_010035498.1,3.26,1,-1.8,5.36,47,
XP_010047792.1:reversed,3.08,1,-1.8,5.35,42.9,
XP_010024942.1,3.03,1,-1.8,6.55,73.9,
XP_010066173.1:reversed,2.96,1,-1.8,9.35,22.5,
KCW71884.1,2.97,1,-1.8,8.01,79.9,
XP_010049341.1,3.06,1,-1.8,10.04,38.3,
XP_010036312.2,3.16,1,-1.8,5.97,37.2,
XP_010027201.1:reversed,2.84,1,-1.8,8.63,112.5,
XP_010051564.1:reversed,2.98,1,-1.8,7.49,122.7,
XP_018733071.1,3.08,1,-1.8,5.33,53.4,
XP_018730315.1:reversed,3.02,1,-1.8,6.18,129,
XP_010058332.2,2.82,1,-1.8,6.65,43.5,
KCW83022.1:reversed,2.97,1,-1.8,7.13,17.7,
sp|CASK_BOVIN|,2.56,1,-1.8,6.3,21.3, Kappa-casein; Contains: Casoxin-C; Contains: Casoxin-6; Contains: Casoxin-A; Contains: Casoxin-B; Contains: Casoplatelin; Flags: Precursor; 
XP_010047013.1,3.14,1,-1.8,6,52.5,
XP_018727422.1,3.12,1,-1.8,8.37,35,
KCW51864.1:reversed,2.98,1,-1.8,7.86,49.6,
XP_010034072.1,3.32,1,-1.8,7.52,46.2,
XP_010063103.1:reversed,2.88,1,-1.8,5.57,57.3,
XP_010059663.2,3.02,1,-1.8,6.2,65.2,
XP_010029889.1,3.08,1,-1.8,9.32,51.3,
XP_010053507.1,2.93,1,-1.8,7.02,31.8,
XP_018728087.1:reversed,3.06,1,-1.8,5.44,76,
XP_018715636.1,2.97,1,-1.8,4.85,41.3,
XP_010063163.1,2.83,1,-1.8,10,36.7,
XP_018728942.1:reversed,3.1,1,-1.8,6.24,47.4,
XP_010055639.1,3,1,-1.8,8.65,46.2,
XP_018717910.1:reversed,2.96,1,-1.8,5.24,178.4,
XP_010053690.1:reversed,3.19,1,-1.8,9.18,113.5,
XP_010025955.1,3.22,1,-1.8,9.73,33.7,
XP_010053236.1,2.65,1,-1.8,9.24,113.1,
XP_018724442.1:reversed,3.27,1,-1.8,7.05,26.2,
XP_010026177.1:reversed,2.91,1,-1.8,9.06,40.2,
XP_010038022.1,2.95,1,-1.8,10.67,30,
XP_010066873.1,3.01,1,-1.7,8.92,59,
XP_010065235.1,2.52,1,-1.7,7.55,62.4,
XP_010040241.1,3.02,1,-1.7,8.14,59.1,
XP_010052744.1:reversed,3.13,1,-1.7,6.68,68.7,
XP_010023600.1:reversed,3.08,1,-1.7,4.9,96.7,
XP_010066037.1,2.95,1,-1.7,5.43,35.1,
XP_010061432.1:reversed,3.27,1,-1.7,9.3,42.7,
XP_010047923.1,2.94,1,-1.7,9.07,19,
XP_010054673.1,2.59,1,-1.7,8.46,90.1,
sp|SRPP_HEVBR|:reversed,3.06,1,-1.7,4.8,22.3,
XP_010057975.1,3.14,1,-1.7,9.18,37.9,
XP_010066184.1,2.92,1,-1.7,6.72,38.2,
XP_010036300.1,3.12,1,-1.7,7.08,29.3,
XP_010024486.1,3.12,1,-1.7,6.12,12.1,
XP_010030886.1,3.4,1,-1.7,8.12,22.9,
XP_018725906.1,3.02,1,-1.7,5.88,57.3,
XP_010043744.1,2.9,1,-1.7,4.58,64.2,
XP_010057330.1:reversed,3.17,1,-1.7,6.91,114.2,
XP_018718005.1,3.07,1,-1.7,6.29,56.8,
XP_010034620.1,3.14,1,-1.7,5.37,75.9,
XP_010047735.1,3.01,1,-1.7,5.31,35.7,
XP_018717028.1:reversed,3.13,1,-1.7,6.96,122.5,
XP_010040784.1:reversed,3.1,1,-1.7,6.22,25.5,
XP_010070046.1:reversed,2.92,1,-1.7,9.41,54.8,
XP_010028701.1:reversed,2.89,1,-1.7,8.91,37.2,
sp|OVAL_CHICK|,3.03,1,-1.7,5.19,42.9,
XP_010052138.1,3.09,1,-1.7,9.22,83.2,
XP_018719444.1,2.92,1,-1.7,5.81,43.2,
XP_018718646.1,3.07,1,-1.7,9.41,56.3,
XP_010060626.1:reversed,2.74,1,-1.7,5.22,37.8,
XP_018722752.1:reversed,2.89,1,-1.7,6.3,15.7,
XP_018731899.1,3.13,1,-1.7,9.14,46.3,
XP_010025000.1,2.86,1,-1.7,8.91,53.6,
XP_010023648.1:reversed,2.46,1,-1.7,5.93,54.3,
XP_018722844.1:reversed,2.96,1,-1.7,10.24,25.4,
XP_010023980.1,3.2,1,-1.7,5.87,41.2,
XP_010054145.1:reversed,2.77,1,-1.7,5.85,216.7,
XP_010043743.1,3.05,1,-1.7,6.17,82.2,
XP_010025559.1,3.08,1,-1.7,4.98,66.9,
XP_018726342.1:reversed,3.01,1,-1.7,6.03,52,
KCW55673.1,3.36,1,-1.7,9.59,44.7,
XP_010061748.1:reversed,2.93,1,-1.7,6.03,92.7,
XP_010063814.1:reversed,2.76,1,-1.7,5.22,45.4,
XP_010026503.2,2.97,1,-1.7,8.23,84.8,
KCW84588.1,2.93,1,-1.7,10.46,36.5,
KCW75146.1:reversed,2.88,1,-1.7,6.56,108.5,
XP_010029023.1:reversed,3.1,1,-1.6,9.88,24.2,
KCW46062.1,3.46,1,-1.6,6.85,25.6,
XP_018716267.1,3.05,1,-1.6,5.93,65.1,
KCW68844.1,2.63,1,-1.6,8.61,41.5,
XP_010037403.2:reversed,2.73,1,-1.6,10.87,14.1,
XP_018728579.1,3.21,1,-1.6,6.59,22.3,
XP_010029770.1:reversed,3.35,1,-1.6,5.9,29.6,
XP_018722921.1,2.97,1,-1.6,9.26,18.7,
XP_010029512.1,2.94,1,-1.6,8.87,63.8,
XP_018731753.1:reversed,3.22,1,-1.6,8.62,128.9,
KCW75243.1,3.16,1,-1.6,5.91,115.3,
XP_010050607.1:reversed,2.41,1,-1.6,8.88,30.2,
XP_018726671.1:reversed,3.11,1,-1.6,6.68,95.5,
XP_018731673.1,2.92,1,-1.6,6.11,59.3,
XP_010034258.1,2.95,1,-1.6,9.33,9.6,
XP_010039627.1,2.93,1,-1.6,5.88,35.9,
XP_010069955.1:reversed,3.11,1,-1.6,5.32,28.2,
XP_010038847.1,3.17,1,-1.6,9.46,74.6,
XP_018722385.1:reversed,3.28,1,-1.6,5.62,101.8,
XP_018715301.1,3.08,1,-1.6,4.89,54,
XP_010057908.1,3.24,1,-1.6,6.98,69.4,
XP_010048148.1,3.21,1,-1.6,4.97,31.8,
XP_010068386.1,3.09,1,-1.6,9.06,49.5,
XP_010062136.1,3.06,1,-1.6,8.96,42.3,
XP_010052116.1:reversed,2.98,1,-1.6,4.32,70.9,
XP_010068171.1,2.99,1,-1.6,6.19,162.7,
XP_010067152.1,2.99,1,-1.6,5.9,72.2,
XP_018732045.1:reversed,2.82,1,-1.6,7.6,53.7,
XP_010066149.1:reversed,2.68,1,-1.6,11.54,22.6,
XP_018733229.1:reversed,3.05,1,-1.6,9.09,68.5,
XP_010061470.1,2.98,1,-1.6,8.66,35.7,
XP_010045064.1:reversed,3.22,1,-1.6,5.25,96.9,
XP_010065336.1:reversed,2.75,1,-1.6,6.05,150.3,
XP_018725318.1:reversed,3.07,1,-1.6,8.95,61.5,
XP_010062208.1,2.79,1,-1.6,5.02,132.6,
XP_010062212.1,2.88,1,-1.6,4.55,72.3,
XP_010026500.1:reversed,2.86,1,-1.6,6.3,70.8,
XP_010054088.1:reversed,2.99,1,-1.6,6.48,62.1,
XP_010046409.2,3.11,1,-1.6,6.89,101.2,
XP_010051304.1,3.1,1,-1.6,5.84,30.1,
XP_010055665.1:reversed,2.95,1,-1.6,7.12,50.5,
KCW69265.1:reversed,3.07,1,-1.6,8.82,79.3,
XP_018731292.1:reversed,3.11,1,-1.6,9.17,41.5,
XP_018732711.1,3.02,1,-1.6,9.09,15.6,
XP_010055988.1,2.77,1,-1.6,5.72,79.3,
XP_010040234.1,2.77,1,-1.6,6.91,60.6,
XP_010027759.1,3.04,1,-1.6,5.6,55.5,
XP_010055607.1:reversed,3.34,1,-1.6,6.16,109.9,
KCW54893.1:reversed,3.02,1,-1.6,11.68,18,
XP_010047740.1:reversed,2.79,1,-1.6,9.41,22.2,
XP_018732095.1,3.09,1,-1.6,6.17,43.3,
XP_010067855.1,2.61,1,-1.6,6.04,38.9,
KCW69365.1,3.07,1,-1.6,9.04,56.8,
XP_018722878.1,2.88,1,-1.6,5.58,105.3,
XP_010037934.1,2.92,1,-1.6,10.46,15.7,
XP_010023501.1,2.98,1,-1.6,5.02,35.8,
XP_010025310.1,3,1,-1.6,8.94,31,
XP_010063353.1:reversed,2.92,1,-1.6,9.36,10.4,
XP_010044583.1,3.07,1,-1.6,8.7,68.8,
XP_010028369.1,2.99,1,-1.6,9.12,42.6,
XP_010025064.1:reversed,3,1,-1.6,6.14,108.9,
XP_010051031.1,3.17,1,-1.6,9.95,25.1,
XP_018726824.1:reversed,2.98,1,-1.6,10.48,28.1,
XP_018717963.1,3.28,1,-1.6,8.93,37.1,
XP_010027838.1,2.85,1,-1.6,6.34,45.5,
XP_010044852.1,3.1,1,-1.6,5.48,176.3,
XP_010024827.1:reversed,3,1,-1.6,6.68,128.2,
XP_010047423.1,3.1,1,-1.6,8.21,63.1,
XP_010051190.1,3.32,1,-1.6,7.34,104.9,
XP_018726775.1,3.11,1,-1.5,6.52,34.8,
XP_010024224.1:reversed,2.94,1,-1.5,8.86,33.4,
XP_010065751.1:reversed,3.21,2,-1.5,5.62,73,
XP_010055080.1:reversed,3.13,1,-1.5,5.21,91.7,
XP_010037759.1,2.83,1,-1.5,5.41,38.7,
XP_010045301.2,3.05,1,-1.5,6.65,35.4,
XP_010029631.1:reversed,3.04,2,-1.5,5.93,205.9,
XP_010053641.1,2.77,1,-1.5,5.1,31.2,
KCW51762.1,2.85,1,-1.5,9.8,10.7,
XP_018727996.1:reversed,3.2,1,-1.5,8.41,84.4,
XP_018718745.1:reversed,2.86,1,-1.5,9.12,80.7,
XP_010062334.1,3.14,1,-1.5,5.88,49.7,
XP_010063807.1,3,1,-1.5,4.91,66.4,
XP_018722984.1,3,1,-1.5,8.99,56.6,
XP_010056893.1,2.54,1,-1.5,6.75,16.9,
XP_010060988.1,2.48,1,-1.5,8.25,44.5,
XP_010031848.1:reversed,2.96,1,-1.5,6.13,39.4,
XP_010062128.1,2.8,1,-1.5,8.06,39.4,
XP_010038180.1:reversed,3.06,1,-1.5,6.48,55.4,
KCW58870.1:reversed,3.17,1,-1.5,8.19,68.2,
XP_010025350.1:reversed,2.86,1,-1.5,6.41,30.7,
KCW79179.1:reversed,2.79,1,-1.5,6.59,21.2,
XP_010064786.1,3,1,-1.5,5.74,153.6,
XP_010049074.2,3.18,1,-1.5,5.75,83.7,
XP_010067947.1,2.56,1,-1.5,5.84,131.3,
XP_010037411.1,2.94,1,-1.5,6.91,71.2,
XP_010042338.1,2.33,1,-1.5,9.51,16.9,
KCW64231.1,3.15,1,-1.5,8.88,40.9,
XP_018724957.1,3.19,1,-1.5,5.67,59.9,
XP_010046656.1:reversed,2.85,1,-1.5,8.56,50.6,
XP_010047917.1,2.87,1,-1.5,7.69,38.5,
XP_018719252.1,3.01,1,-1.5,5.84,51.9,
XP_018721070.1,3.21,1,-1.5,5.19,134.1,
XP_010046336.2,3.09,1,-1.5,5.19,62.2,
KCW72470.1,2.97,1,-1.5,9.13,14.1,
XP_018718414.1,3.06,1,-1.5,5.72,84.6,
XP_010026921.1,3.05,1,-1.5,7.19,47.5,
XP_010027840.1,3.05,1,-1.5,6.38,82.6,
XP_010037617.1:reversed,3.26,1,-1.5,8.88,33.3,
XP_010026372.2:reversed,2.73,1,-1.5,5.4,60,
XP_010029994.1,3.04,1,-1.5,9.2,13.9,
XP_018716532.1:reversed,2.94,1,-1.5,6.24,58.8,
KCW81174.1:reversed,3.01,1,-1.5,5.7,28.5,
XP_010024433.1,2.51,1,-1.5,5.32,26.3,
XP_010046403.1,3.2,1,-1.5,8.75,90.5,
KCW74522.1:reversed,2.82,1,-1.5,11.08,23.6,
XP_018731502.1:reversed,3.19,1,-1.5,8.82,55.9,
KCW84497.1,2.57,1,-1.5,9.52,14.4,
XP_010047753.1,2.89,1,-1.5,9.6,36.6,
XP_010041326.1,2.9,1,-1.5,5.75,53.1,
XP_018721790.1:reversed,3.27,1,-1.5,7.05,23.8,
XP_010061313.2,2.83,1,-1.5,11.7,55.2,
XP_010046703.1:reversed,3.47,2,-1.5,8.86,39.9,
XP_010037163.1:reversed,2.99,1,-1.5,5.49,89.8,
XP_018732173.1,2.89,1,-1.5,9.51,47.7,
KCW61901.1,2.95,1,-1.5,9.89,13.6,
XP_010059022.1:reversed,3.09,1,-1.5,8.76,49.2,
XP_010039990.1:reversed,2.79,1,-1.5,9.46,11.2,
XP_010052858.1,2.92,1,-1.5,5.27,32.3,
KCW45719.1:reversed,3.21,1,-1.5,4.87,28,
XP_010070035.1,2.93,1,-1.5,6.13,28.1,
XP_010061687.1,3.2,1,-1.5,10.69,72.4,
XP_018731218.1:reversed,3.23,1,-1.5,5.66,71.4,
KCW89770.1,3.07,1,-1.5,6.6,35.4,
XP_010065144.2:reversed,2.77,1,-1.5,8.25,64.8,
XP_018728258.1,3.14,1,-1.5,6.38,112.8,
XP_010057746.2:reversed,3.09,1,-1.5,7.06,30.5,
XP_010070252.1,3.06,1,-1.5,6.48,48.9,
XP_010033664.1,2.72,1,-1.5,8.07,92.5,
XP_010067366.1,2.69,1,-1.5,9.02,26.8,
XP_010023440.1,3.09,1,-1.5,9.22,47.3,
XP_010039480.1,2.99,1,-1.5,9.27,34.9,
XP_018717617.1:reversed,3.03,1,-1.5,9.32,19.1,
XP_018718290.1,3.04,1,-1.4,5.12,56.2,
XP_018728581.1,2.76,1,-1.4,9.07,95.6,
KCW84056.1:reversed,3.18,1,-1.4,7.81,56.6,
XP_010062388.1,2.73,1,-1.4,5.41,31.2,
XP_018729310.1:reversed,2.98,1,-1.4,7.64,27.3,
XP_010029791.1,3.1,1,-1.4,4.82,41.3,
KCW65023.1,3.08,1,-1.4,5.26,66.9,
XP_010056456.1,3.13,1,-1.4,6.72,40.2,
XP_010036173.1,2.96,1,-1.4,6.37,79.4,
XP_010055033.1:reversed,2.88,1,-1.4,8.04,34.6,
KCW63850.1:reversed,3.11,1,-1.4,6,7.7,
XP_010067332.1:reversed,2.78,1,-1.4,5.91,21.8,
XP_018720442.1,3.19,1,-1.4,8,103.1,
XP_010058943.1:reversed,3.01,1,-1.4,4.75,16.1,
KCW74948.1,2.4,1,-1.4,9.13,8,
XP_010061902.2,2.75,1,-1.4,9.25,54.3,
XP_010059105.1,3.07,1,-1.4,8.3,72.4,
KCW52747.1,2.78,1,-1.4,6.81,66.4,
XP_018727883.1,3.02,1,-1.4,6.73,97.1,
XP_010049531.1,3.21,1,-1.4,6.07,31.3,
XP_010061363.1,3.1,1,-1.4,5.31,41.9,
XP_010066997.1:reversed,3.23,1,-1.4,4.66,30,
XP_018729501.1:reversed,3.29,1,-1.4,9.39,24.9,
XP_010061378.1:reversed,2.91,1,-1.4,5.64,132.9,
XP_010063351.1,3.25,1,-1.4,5.97,75.9,
XP_010049373.1,2.95,1,-1.4,6.26,125.6,
XP_018732657.1,3.21,1,-1.4,5.97,50.8,
XP_010062015.1,2.91,1,-1.4,6.04,58.4,
XP_010039165.1,3.24,1,-1.4,5.08,47.4,
KCW79332.1:reversed,3.12,1,-1.4,6.34,29.8,
XP_010069679.1,2.95,1,-1.4,6.43,157.9,
XP_010070478.1,2.89,1,-1.4,9.75,57.9,
XP_010035368.1,3.08,1,-1.4,6.38,48.1,
XP_010028049.1,2.88,1,-1.4,6.16,33.6,
XP_010066739.1,2.86,1,-1.4,7.04,43.2,
XP_018719734.1:reversed,3.1,1,-1.4,5.72,56.7,
XP_018717693.1:reversed,2.91,1,-1.4,4.81,37.4,
XP_010052375.1,2.85,1,-1.4,9.56,32.9,
XP_010035349.1,3.06,1,-1.4,9.63,13.3,
KCW45334.1,2.88,1,-1.4,9.17,43.2,
XP_010039472.1,2.72,1,-1.4,7.7,51.4,
XP_010044731.1:reversed,2.87,1,-1.4,7.88,85.2,
XP_010042747.2:reversed,2.61,1,-1.4,6.59,118.5,
KCW72354.1:reversed,2.65,1,-1.4,11.09,12.4,
XP_010069564.1,3.17,1,-1.4,6.07,29.7,
XP_018718789.1,3.08,1,-1.4,5.38,27,
XP_018722859.1:reversed,3.04,1,-1.4,5.3,37.1,
XP_010028870.1,2.93,1,-1.4,5.3,49,
XP_018731206.1,3.22,1,-1.4,9.07,85.3,
XP_010033206.1,2.99,1,-1.4,5.55,60.5,
XP_010035975.1,3.19,1,-1.4,5.81,32.2,
XP_018721968.1:reversed,3.09,1,-1.4,5.6,133.2,
XP_018721008.1,2.93,1,-1.4,6.55,37.8,
XP_010055129.1,3.07,1,-1.4,4.92,52.2,
XP_010066748.1,2.92,1,-1.4,6.11,40,
